# Time-averaged data for fix fout1
# TimeStep v_energy v_temperature
12100 -1293 159.716
12200 -1293.01 160.7
12300 -1292.38 169.681
12400 -1292.06 173.651
12500 -1291.87 171.083
12600 -1291.62 180.903
12700 -1291.43 180.993
12800 -1290.98 187.393
12900 -1290.83 184.838
13000 -1291.33 181.309
13100 -1291.84 175.529
13200 -1291.71 178.529
13300 -1291.22 182.382
13400 -1290.98 186.532
13500 -1290.8 188.916
13600 -1290.58 191.917
13700 -1290.16 196.436
13800 -1289.66 200.716
13900 -1289.75 202.43
14000 -1290.54 189.31
14100 -1290.83 191.46
14200 -1290.39 191.329
14300 -1289.68 200.405
14400 -1289.53 204.539
14500 -1289.61 203.258
14600 -1289.76 199.813
14700 -1289.45 204.815
14800 -1288.72 211.711
14900 -1288.47 216.679
15000 -1288.9 210.403
15100 -1289.73 204.336
15200 -1289.87 197.911
15300 -1289.38 205.154
15400 -1288.88 211.746
15500 -1288.32 217.372
15600 -1287.79 225.738
15700 -1287.57 227.027
15800 -1288.09 222.675
15900 -1288.98 209.084
16000 -1288.74 211.974
16100 -1287.92 225.924
16200 -1287.61 226.304
16300 -1287.3 230.054
16400 -1286.76 235.838
16500 -1286.15 243.327
16600 -1285.68 248.285
16700 -1286.32 246.355
16800 -1287.22 229.878
16900 -1287.17 231.372
17000 -1286.58 242.903
17100 -1285.86 246.765
17200 -1285.57 246.975
17300 -1286.3 244.829
17400 -1287.21 229.057
17500 -1286.79 239.614
17600 -1285.91 245.083
17700 -1285.36 254.933
17800 -1285.27 254.993
17900 -1285.61 249.669
18000 -1286.48 239.907
18100 -1286.6 240.99
18200 -1285.61 251.341
18300 -1284.97 259.892
18400 -1284.77 257.673
18500 -1284.56 263.991
18600 -1284.37 267.084
18700 -1284.16 265.427
18800 -1283.9 271.925
18900 -1283.96 271.437
19000 -1284.59 257.638
19100 -1285.04 261.477
19200 -1284.73 260.321
19300 -1283.47 278.723
19400 -1283.21 275.43
19500 -1283.42 282.848
19600 -1284.22 266.012
19700 -1284.76 262.98
19800 -1284.1 270.159
19900 -1282.8 282.996
20000 -1282.38 288.224
20100 -1282.59 286.596
20200 -1283.33 278.978
20300 -1284.04 271.071
20400 -1283.6 277.392
20500 -1282.19 290.125
20600 -1281.71 299.422
20700 -1281.93 295.769
20800 -1282.63 282.97
20900 -1283.15 282.449
21000 -1282.71 290.257
21100 -1281.84 289.279
21200 -1281.05 310.554
21300 -1280.38 319.973
21400 -1280.78 304.419
21500 -1282.09 298.94
21600 -1282.6 287.225
21700 -1282.11 293.196
21800 -1281.15 305.995
21900 -1280.85 310.007
22000 -1282.12 291.813
22100 -1283.19 283.68
22200 -1282.65 287.568
22300 -1281.6 300.515
22400 -1281.14 304.125
22500 -1281.52 302.565
22600 -1282.47 287.254
22700 -1283.25 283.324
22800 -1284.2 265.021
22900 -1283.62 276.959
23000 -1282.36 290.202
23100 -1281.6 302.123
23200 -1281.15 303.098
23300 -1281.33 310.903
23400 -1282.48 287.719
23500 -1282.78 280.558
23600 -1282.22 295.854
23700 -1281.8 296.253
23800 -1281.64 298.806
23900 -1281.68 301.815
24000 -1282.01 293.983
24100 -1282.71 283.685
24200 -1283.35 280.087
24300 -1282.68 287.446
24400 -1281.6 303.008
24500 -1281.42 299.254
24600 -1281.57 297.761
24700 -1282.28 293.846
24800 -1283.22 279.677
24900 -1282.86 289.808
25000 -1281.6 297.542
25100 -1281.35 303.318
25200 -1281.68 299.444
25300 -1282.21 293.516
25400 -1282.88 285.947
25500 -1283.3 281.329
25600 -1282.5 289.439
25700 -1281.42 302.842
25800 -1281.32 300.566
25900 -1281.69 299.571
26000 -1282.68 291.447
26100 -1283.41 276.191
26200 -1282.61 285.083
26300 -1281.51 305.359
26400 -1281.58 300.312
26500 -1281.88 297.099
26600 -1282.32 290.428
26700 -1282.57 289.224
26800 -1282.07 298.331
26900 -1281.04 303.533
27000 -1280.62 311.713
27100 -1281.53 298
27200 -1282.42 291.737
27300 -1282.3 298.252
27400 -1281.89 294.82
27500 -1281.12 307.549
27600 -1280.66 311.723
27700 -1281.67 301.197
27800 -1282.7 285.19
27900 -1282.5 289.804
28000 -1281.6 300.834
28100 -1280.99 307.858
28200 -1281.18 309.52
28300 -1282.66 285.127
28400 -1283.13 281.678
28500 -1282.3 294.048
28600 -1281.52 300.824
28700 -1281.16 307.47
28800 -1281.5 305.649
28900 -1282.72 282.428
29000 -1282.92 282.188
29100 -1282.1 292.92
29200 -1281.47 305.539
29300 -1281.47 300.485
29400 -1281.81 302.022
29500 -1282.37 290.184
29600 -1283.23 281.826
29700 -1283.65 273.93
29800 -1282.5 288.741
29900 -1281.64 300.836
30000 -1281.55 300.099
30100 -1281.69 296.957
30200 -1281.89 300.515
30300 -1282.58 285.07
30400 -1282.82 285.52
30500 -1281.85 299.525
30600 -1281.08 306.685
30700 -1281.26 302.097
30800 -1281.78 300.304
30900 -1282.92 283.583
31000 -1283.56 275.22
31100 -1282.31 293.868
31200 -1281.17 304.633
31300 -1281 307.925
31400 -1281.64 299.198
31500 -1282.48 291.205
31600 -1282.65 288.627
31700 -1281.61 299.951
31800 -1280.68 316.716
31900 -1281.04 302.267
32000 -1281.84 297.97
32100 -1282.3 290.86
32200 -1282.15 294.441
32300 -1281.98 293.259
32400 -1281.74 302.251
32500 -1281.62 299.811
32600 -1281.39 299.741
32700 -1281.14 302.288
32800 -1281.23 309.647
32900 -1282.1 292.253
33000 -1282.62 286.102
33100 -1282.01 296.642
33200 -1280.78 308.485
33300 -1280.56 314.474
33400 -1281.05 307.459
33500 -1281.68 296.761
33600 -1282.17 288.867
33700 -1282.28 294.364
33800 -1281.83 299.975
33900 -1280.97 307.454
34000 -1280.84 313.78
34100 -1281.89 293.552
34200 -1282.56 284.73
34300 -1282.32 293.085
34400 -1281.84 297.475
34500 -1281.55 303.053
34600 -1281.63 298.989
34700 -1281.77 297.336
34800 -1281.9 298.334
34900 -1281.94 299.034
35000 -1282.05 294.079
35100 -1282.05 292.958
35200 -1281.69 298.713
35300 -1281.31 302.21
35400 -1281.38 305.307
35500 -1282.11 293.981
35600 -1282.95 282.657
35700 -1282.82 286.328
35800 -1281.36 301.131
35900 -1280.88 306.392
36000 -1281.39 305.686
36100 -1282.26 291.742
36200 -1282.44 289.611
36300 -1282.1 297.738
36400 -1281.46 301.414
36500 -1279.59 327.071
36600 -1279.97 318.509
36700 -1281.28 302.069
36800 -1282.12 294.263
36900 -1282.34 291.479
37000 -1281.94 297.626
37100 -1280.81 308.338
37200 -1280.47 316.383
37300 -1281.26 304.504
37400 -1281.76 295.612
37500 -1281.97 296.664
37600 -1282.09 293.542
37700 -1281.61 310.799
37800 -1280.58 308.273
37900 -1280.23 318.741
38000 -1281.38 301.412
38100 -1282.03 299.396
38200 -1282.23 286.848
38300 -1281.67 305.25
38400 -1280.78 310.021
38500 -1280.2 315.971
38600 -1280.45 314.469
38700 -1281.81 297.175
38800 -1282.35 295.307
38900 -1282.36 294.026
39000 -1281.55 297.183
39100 -1280.69 311.91
39200 -1280.94 303.19
39300 -1281.79 299.505
39400 -1282.23 292.314
39500 -1282.01 298.542
39600 -1281.69 293.829
39700 -1281.1 304.788
39800 -1280.44 316.376
39900 -1281.19 302.341
40000 -1282.36 295.382
40100 -1282.51 288.392
40200 -1281.91 296.403
40300 -1280.76 313.19
40400 -1280.59 309.276
40500 -1281.05 306.566
40600 -1281.58 304.99
40700 -1282.32 287.304
40800 -1282.51 294.193
40900 -1281.79 296.511
41000 -1280.54 316.385
41100 -1280.62 306.755
41200 -1281.62 298.604
41300 -1282.53 294.385
41400 -1282.48 284.041
41500 -1281.8 302.471
41600 -1281.44 298.219
41700 -1281.25 314.48
41800 -1282.1 286.401
41900 -1282.85 287.408
42000 -1282.71 289.742
42100 -1281.59 298.631
42200 -1281.05 308.57
42300 -1281.34 298.116
42400 -1282.06 292.938
42500 -1282.85 291.544
42600 -1283.78 267.878
42700 -1283.88 276.904
42800 -1282.54 289.278
42900 -1281.69 299.092
43000 -1281.26 304.194
43100 -1281.41 302.719
43200 -1282.42 291.721
43300 -1282.94 282.276
43400 -1282.37 290.677
43500 -1281.77 301.743
43600 -1281.64 298.328
43700 -1281.73 298.825
43800 -1282.09 295.115
43900 -1282.73 286.232
44000 -1283.03 283.1
