# Time-averaged data for fix f4
# TimeStep c_Crmsd[1] c_Crmsd[2] c_Crmsd[3] c_Crmsd[4]
41190 0.0209918 0.0190035 0.0167552 0.0567504
41195 0.0213247 0.0182637 0.0164115 0.0559999
41200 0.0216685 0.0175861 0.0160908 0.0553454
41205 0.0219926 0.0169845 0.0158002 0.0547773
41210 0.0222678 0.016466 0.0155433 0.0542771
41215 0.0224716 0.016031 0.0153205 0.0538232
41220 0.0225912 0.0156763 0.0151302 0.0533977
41225 0.0226237 0.0153973 0.0149697 0.0529907
41230 0.0225751 0.0151901 0.0148359 0.0526012
41235 0.0224569 0.0150509 0.0147264 0.0522342
41240 0.0222826 0.0149744 0.0146385 0.0518955
41245 0.0220646 0.0149527 0.0145695 0.0515868
41250 0.0218124 0.0149752 0.0145161 0.0513037
41255 0.0215317 0.0150306 0.0144747 0.0510371
41260 0.0212246 0.0151095 0.0144416 0.0507757
41265 0.020891 0.0152054 0.0144137 0.0505101
41270 0.0205311 0.0153155 0.0143892 0.0502359
41275 0.020148 0.0154415 0.0143673 0.0499568
41280 0.0197486 0.0155881 0.0143468 0.0496835
41285 0.0193447 0.0157626 0.0143241 0.0494314
41290 0.0189517 0.015974 0.0142917 0.0492175
41295 0.0185862 0.016232 0.0142386 0.0490568
41300 0.018262 0.0165449 0.0141517 0.0489586
41305 0.0179871 0.0169172 0.0140195 0.0489238
41310 0.0177616 0.0173478 0.0138339 0.0489433
41315 0.0175782 0.0178286 0.0135919 0.0489986
41320 0.017424 0.0183432 0.0132961 0.0490633
41325 0.0172828 0.0188674 0.0129542 0.0491045
41330 0.0171379 0.019371 0.0125777 0.0490866
41335 0.0169742 0.019821 0.0121804 0.0489756
41340 0.0167806 0.0201851 0.0117769 0.0487426
41345 0.0165506 0.0204362 0.0113809 0.0483676
41350 0.0162837 0.0205544 0.0110051 0.0478432
41355 0.0159853 0.0205297 0.0106613 0.0471762
41360 0.015666 0.0203625 0.0103607 0.0463892
41365 0.0153403 0.0200633 0.0101151 0.0455188
41370 0.0150243 0.0196511 0.00993649 0.0446118
41375 0.0147324 0.0191494 0.00983595 0.0437178
41380 0.0144761 0.018583 0.00982161 0.0428807
41385 0.0142617 0.0179753 0.00989596 0.042133
41390 0.014092 0.0173492 0.0100547 0.0414959
41395 0.0139684 0.0167302 0.0102876 0.0409862
41400 0.0138933 0.0161491 0.0105807 0.0406231
41405 0.0138715 0.0156414 0.0109188 0.0404317
41410 0.0139091 0.0152429 0.0112868 0.0404389
41415 0.0140103 0.0149836 0.0116694 0.0406633
41420 0.0141735 0.0148805 0.0120499 0.0411039
41425 0.0143909 0.0149337 0.0124103 0.0417349
41430 0.0146491 0.0151264 0.0127331 0.0425086
41435 0.0149338 0.0154278 0.0130048 0.0433664
41440 0.0152323 0.0157998 0.0132204 0.0442525
41445 0.0155367 0.0162026 0.013386 0.0451253
41450 0.0158443 0.0166018 0.0135184 0.0459644
41455 0.0161569 0.0169727 0.0136425 0.0467721
41460 0.0164799 0.0173033 0.0137869 0.0475701
41465 0.01682 0.0175934 0.013979 0.0483924
41470 0.0171836 0.0178524 0.0142391 0.0492751
41475 0.0175747 0.0180936 0.0145767 0.0502449
41480 0.0179939 0.0183295 0.0149867 0.0513101
41485 0.0184379 0.0185677 0.0154499 0.0524554
41490 0.0189007 0.0188096 0.0159342 0.0536445
41495 0.019376 0.0190511 0.0164003 0.0548273
41500 0.0198588 0.0192849 0.016807 0.0559507
41505 0.0203468 0.019503 0.0171182 0.056968
41510 0.0208393 0.0196993 0.0173081 0.0578467
41515 0.0213353 0.0198708 0.0173642 0.0585704
41520 0.0218299 0.0200172 0.0172878 0.059135
41525 0.0223114 0.020139 0.017093 0.0595433
41530 0.0227595 0.0202348 0.0168038 0.0597981
41535 0.0231457 0.0202991 0.0164518 0.0598966
41540 0.0234367 0.0203201 0.0160714 0.0598283
41545 0.0235988 0.0202811 0.015696 0.0595759
41550 0.0236056 0.0201626 0.0153536 0.0591219
41555 0.0234447 0.0199471 0.0150641 0.058456
41560 0.0231201 0.0196227 0.0148374 0.0575802
41565 0.0226513 0.0191854 0.0146729 0.0565097
41570 0.022069 0.0186397 0.0145612 0.0552699
41575 0.0214093 0.0179977 0.014487 0.053894
41580 0.0207099 0.0172788 0.0144327 0.0524214
41585 0.0200062 0.0165083 0.0143823 0.0508968
41590 0.0193283 0.0157173 0.0143235 0.0493692
41595 0.0186995 0.01494 0.0142483 0.0478878
41600 0.0181333 0.0142115 0.0141525 0.0464974
41605 0.0176337 0.0135644 0.0140341 0.0452321
41610 0.0171963 0.0130259 0.0138924 0.0441146
41615 0.0168117 0.0126166 0.0137271 0.0431554
41620 0.0164686 0.0123491 0.0135364 0.0423541
41625 0.0161565 0.012227 0.0133167 0.0417001
41630 0.0158658 0.012245 0.013063 0.0411738
41635 0.0155881 0.0123889 0.0127707 0.0407478
41640 0.0153143 0.0126368 0.0124388 0.0403899
41645 0.0150349 0.0129606 0.0120719 0.0400675
41650 0.0147413 0.0133303 0.0116811 0.0397527
41655 0.0144281 0.0137176 0.0112814 0.0394271
41660 0.0140959 0.0141009 0.0108887 0.0390855
41665 0.0137531 0.0144677 0.0105157 0.0387364
41670 0.0134147 0.0148167 0.0101697 0.0384011
41675 0.0131017 0.0151554 0.00985285 0.03811
41680 0.0128392 0.0154957 0.00956398 0.0378989
41685 0.0126547 0.0158478 0.00930353 0.0378059
41690 0.0125759 0.0162168 0.00907861 0.0378713
41695 0.0126277 0.0166015 0.00890687 0.038136
41700 0.0128276 0.0169937 0.00881562 0.038637
41705 0.0131812 0.0173787 0.0088361 0.039396
41710 0.0136789 0.0177355 0.00899516 0.0404095
41715 0.0142953 0.0180395 0.00930824 0.041643
41720 0.0149931 0.0182668 0.00977617 0.0430361
41725 0.0157281 0.0183999 0.010386 0.044514
41730 0.0164559 0.0184329 0.0111144 0.0460032
41735 0.0171374 0.0183743 0.0119329 0.0474446
41740 0.017742 0.0182473 0.0128107 0.0488
41745 0.0182489 0.0180856 0.0137172 0.0500517
41750 0.0186468 0.0179269 0.0146215 0.0511952
41755 0.0189317 0.0178066 0.0154916 0.0522299
41760 0.0191056 0.0177504 0.0162945 0.0531505
41765 0.0191745 0.0177704 0.0169961 0.053941
41770 0.0191469 0.0178622 0.0175641 0.0545733
41775 0.0190341 0.0180059 0.0179715 0.0550114
41780 0.0188497 0.0181689 0.0182002 0.0552188
41785 0.0186105 0.0183135 0.0182451 0.0551691
41790 0.0183352 0.0184053 0.0181158 0.0548562
41795 0.0180431 0.0184202 0.0178357 0.0542991
41800 0.0177529 0.0183493 0.017439 0.0535412
41805 0.017481 0.018199 0.0169649 0.0526449
41810 0.0172409 0.0179891 0.0164538 0.0516837
41815 0.0170425 0.0177489 0.015943 0.0507344
41820 0.0168921 0.0175135 0.0154646 0.0498702
41825 0.0167909 0.0173187 0.0150442 0.0491538
41830 0.0167348 0.0171973 0.0146993 0.0486314
41835 0.0167143 0.0171736 0.0144385 0.0483263
41840 0.0167157 0.0172601 0.0142615 0.0482373
41845 0.0167232 0.0174552 0.01416 0.0483385
41850 0.0167208 0.0177439 0.0141186 0.0485833
41855 0.0166945 0.018099 0.0141157 0.0489092
41860 0.0166348 0.0184845 0.0141262 0.0492455
41865 0.0165386 0.0188592 0.0141244 0.0495223
41870 0.0164105 0.0191809 0.0140887 0.0496802
41875 0.0162633 0.0194107 0.0140058 0.0496797
41880 0.0161164 0.0195177 0.0138749 0.0495091
41885 0.0159943 0.0194833 0.0137096 0.0491872
41890 0.0159228 0.0193043 0.0135353 0.0487623
41895 0.0159237 0.0189934 0.0133852 0.0483022
41900 0.0160097 0.0185765 0.0132939 0.0478801
41905 0.0161796 0.0180874 0.0132917 0.0475587
41910 0.0164179 0.0175621 0.0134004 0.0473804
41915 0.016699 0.0170352 0.0136309 0.0473651
41920 0.0169942 0.0165372 0.0139829 0.0475143
41925 0.0172772 0.0160941 0.0144444 0.0478158
41930 0.017527 0.0157267 0.0149936 0.0482473
41935 0.0177301 0.0154506 0.0155985 0.0487792
41940 0.0178819 0.0152759 0.016221 0.0493788
41945 0.0179881 0.015207 0.016821 0.0500161
41950 0.0180632 0.0152431 0.0173617 0.0506681
41955 0.0181274 0.0153783 0.0178137 0.0513194
41960 0.0182029 0.0156001 0.0181562 0.0519592
41965 0.0183108 0.0158895 0.0183773 0.0525776
41970 0.0184688 0.0162204 0.018473 0.0531621
41975 0.0186894 0.0165602 0.0184453 0.0536949
41980 0.0189788 0.016872 0.0183015 0.0541523
41985 0.0193349 0.0171181 0.0180536 0.0545065
41990 0.0197469 0.0172635 0.0177187 0.0547292
41995 0.0201959 0.01728 0.0173195 0.0547953
42000 0.0206561 0.0171489 0.016883 0.054688
42005 0.0210984 0.0168635 0.0164399 0.0544018
42010 0.0214933 0.0164305 0.0160219 0.0539457
42015 0.0218137 0.0158705 0.0156584 0.0533426
42020 0.0220369 0.0152177 0.0153718 0.0526264
42025 0.0221461 0.014517 0.0151741 0.0518371
42030 0.0221302 0.0138209 0.015064 0.0510151
42035 0.0219846 0.0131847 0.015027 0.0501963
42040 0.0217102 0.0126614 0.0150385 0.0494101
42045 0.0213131 0.0122963 0.0150684 0.0486778
42050 0.0208049 0.012121 0.0150865 0.0480123
42055 0.0202024 0.0121485 0.0150671 0.0474179
42060 0.0195285 0.0123717 0.0149916 0.0468918
42065 0.0188116 0.0127651 0.0148511 0.0464278
42070 0.0180857 0.0132899 0.0146463 0.0460219
42075 0.0173888 0.0139002 0.0143883 0.0456774
42080 0.016759 0.0145491 0.014097 0.0454051
42085 0.0162295 0.0151921 0.0137986 0.0452202
42090 0.0158245 0.0157899 0.0135214 0.0451358
42095 0.0155559 0.0163096 0.0132922 0.0451578
42100 0.0154232 0.0167278 0.0131331 0.0452842
42105 0.0154148 0.0170337 0.0130593 0.0455078
42110 0.0155119 0.0172307 0.0130782 0.0458209
42115 0.0156918 0.0173346 0.013188 0.0462144
42120 0.0159311 0.0173677 0.013375 0.0466738
42125 0.0162088 0.0173529 0.0136128 0.0471745
42130 0.0165083 0.0173103 0.0138644 0.0476831
42135 0.016819 0.0172569 0.0140873 0.0481632
42140 0.0171364 0.0172082 0.014241 0.0485856
42145 0.0174627 0.0171809 0.0142949 0.0489385
42150 0.0178046 0.0171945 0.0142358 0.049235
42155 0.0181724 0.0172702 0.0140697 0.0495122
42160 0.0185763 0.0174291 0.0138203 0.0498256
42165 0.0190249 0.0176902 0.0135229 0.050238
42170 0.0195221 0.0180681 0.0132175 0.0508077
42175 0.0200653 0.0185711 0.0129411 0.0515774
42180 0.0206432 0.0191982 0.0127221 0.0525635
42185 0.0212345 0.0199358 0.0125774 0.0537477
42190 0.0218074 0.0207541 0.0125105 0.055072
42195 0.0223198 0.021606 0.0125134 0.0564393
42200 0.0227242 0.0224311 0.0125695 0.0577247
42205 0.0229738 0.0231621 0.0126596 0.0587954
42210 0.023032 0.0237332 0.0127678 0.059533
42215 0.0228798 0.0240882 0.0128852 0.0598532
42220 0.0225183 0.0241874 0.0130107 0.0597163
42225 0.0219672 0.0240126 0.0131482 0.0591279
42230 0.0212606 0.0235695 0.0133027 0.0581329
42235 0.0204418 0.0228872 0.0134764 0.0568054
42240 0.0195588 0.022014 0.0136658 0.0552386
42245 0.0186595 0.0210123 0.0138606 0.0535323
42250 0.017787 0.0199501 0.014045 0.051782
42255 0.0169745 0.018894 0.0141996 0.0500681
42260 0.0162424 0.0179025 0.0143045 0.0484494
42265 0.0155976 0.0170221 0.0143419 0.0469616
42270 0.0150359 0.016286 0.0142987 0.0456207
42275 0.0145453 0.0157144 0.0141689 0.0444287
42280 0.01411 0.0153159 0.0139549 0.0433807
42285 0.0137139 0.0150904 0.0136681 0.0424724
42290 0.0133438 0.0150323 0.0133299 0.041706
42295 0.0129909 0.0151319 0.0129689 0.0410917
42300 0.012652 0.0153757 0.0126163 0.0406441
42305 0.0123298 0.0157464 0.0123011 0.0403772
42310 0.012033 0.0162229 0.0120459 0.0403017
42315 0.0117765 0.0167813 0.0118652 0.040423
42320 0.0115805 0.0173961 0.0117636 0.0407402
42325 0.0114682 0.0180407 0.0117366 0.0412456
42330 0.011462 0.0186872 0.0117726 0.0419218
42335 0.0115785 0.019306 0.0118562 0.0427408
42340 0.0118249 0.0198674 0.0119717 0.043664
42345 0.0121956 0.020343 0.0121065 0.0446452
42350 0.0126726 0.0207078 0.0122532 0.0456335
42355 0.0132264 0.0209409 0.0124091 0.0465764
42360 0.0138199 0.0210264 0.0125741 0.0474205
42365 0.0144113 0.0209534 0.0127476 0.0481123
42370 0.0149591 0.0207165 0.0129263 0.0486018
42375 0.0154253 0.0203181 0.0131035 0.0488468
42380 0.0157797 0.0197713 0.01327 0.0488209
42385 0.0160015 0.0191022 0.0134165 0.0485202
42390 0.0160804 0.01835 0.0135348 0.0479652
42395 0.0160155 0.0175635 0.0136189 0.047198
42400 0.0158139 0.0167955 0.0136639 0.0462733
42405 0.015488 0.0160958 0.0136661 0.0452499
42410 0.0150549 0.0155052 0.0136229 0.0441831
42415 0.0145363 0.0150512 0.0135343 0.0431218
42420 0.0139583 0.0147466 0.0134038 0.0421087
42425 0.0133517 0.0145901 0.0132391 0.041181
42430 0.0127499 0.0145685 0.0130513 0.0403697
42435 0.0121853 0.0146596 0.0128527 0.0396977
42440 0.0116864 0.0148357 0.0126546 0.0391767
42445 0.0112731 0.0150661 0.0124665 0.0388057
42450 0.0109561 0.0153213 0.0122953 0.0385728
42455 0.0107364 0.015576 0.0121483 0.0384607
42460 0.010608 0.0158119 0.0120334 0.0384533
42465 0.0105616 0.0160192 0.0119593 0.03854
42470 0.0105878 0.0161963 0.0119338 0.0387179
42475 0.01068 0.0163487 0.0119613 0.03899
42480 0.0108346 0.0164861 0.0120394 0.03936
42485 0.0110499 0.0166188 0.0121585 0.0398272
42490 0.0113244 0.0167555 0.0123019 0.0403818
42495 0.0116552 0.0169006 0.0124482 0.041004
42500 0.0120368 0.0170545 0.0125753 0.0416665
42505 0.0124623 0.0172133 0.0126637 0.0423392
42510 0.0129228 0.0173698 0.0126997 0.0429922
42515 0.0134093 0.0175135 0.0126769 0.0435996
42520 0.0139124 0.0176323 0.0125977 0.0441424
42525 0.0144238 0.0177144 0.0124722 0.0446104
42530 0.0149356 0.0177503 0.0123177 0.0450036
42535 0.0154411 0.017735 0.0121563 0.0453323
42540 0.0159345 0.0176684 0.0120126 0.0456155
42545 0.0164104 0.017556 0.0119112 0.0458777
42550 0.016864 0.0174091 0.0118738 0.0461469
42555 0.0172909 0.0172442 0.0119167 0.0464518
42560 0.0176879 0.0170829 0.0120499 0.0468206
42565 0.0180537 0.0169495 0.0122754 0.0472786
42570 0.01839 0.0168686 0.0125876 0.0478462
42575 0.0187012 0.0168617 0.0129735 0.0485365
42580 0.0189945 0.0169434 0.0134144 0.0493523
42585 0.0192795 0.0171191 0.0138879 0.0502865
42590 0.0195662 0.0173837 0.0143718 0.0513217
42595 0.0198633 0.0177202 0.0148469 0.0524304
42600 0.0201743 0.0180992 0.0153 0.0535734
42605 0.0204937 0.0184824 0.0157237 0.0546998
42610 0.0208066 0.0188279 0.0161157 0.0557502
42615 0.0210918 0.0190967 0.0164755 0.0566639
42620 0.0213267 0.0192591 0.016803 0.0573888
42625 0.0214927 0.0192984 0.0170978 0.0578889
42630 0.021578 0.0192118 0.0173587 0.0581486
42635 0.0215758 0.0190082 0.017586 0.0581699
42640 0.0214811 0.0187049 0.0177828 0.0579688
42645 0.0212895 0.0183249 0.0179582 0.0575726
42650 0.0209979 0.0178944 0.0181269 0.0570192
42655 0.0206087 0.0174399 0.0183049 0.0563535
42660 0.0201332 0.016985 0.0185046 0.0556229
42665 0.0195939 0.0165481 0.0187317 0.0548736
42670 0.0190242 0.0161419 0.0189816 0.0541477
42675 0.0184671 0.0157745 0.0192382 0.0534798
42680 0.0179705 0.0154506 0.0194747 0.0528958
42685 0.0175812 0.0151736 0.0196568 0.0524117
42690 0.0173382 0.0149468 0.0197475 0.0520325
42695 0.0172673 0.0147737 0.0197122 0.0517533
42700 0.0173778 0.0146583 0.0195252 0.0515614
42705 0.017662 0.0146059 0.0191739 0.0514418
42710 0.0180976 0.0146224 0.0186621 0.0513821
42715 0.0186519 0.0147147 0.018011 0.0513776
42720 0.0192863 0.0148894 0.0172565 0.0514322
42725 0.0199605 0.0151504 0.0164442 0.0515551
42730 0.0206365 0.0154962 0.0156247 0.0517573
42735 0.021281 0.0159182 0.0148471 0.0520463
42740 0.0218674 0.0164008 0.0141548 0.0524229
42745 0.0223765 0.0169219 0.0135816 0.05288
42750 0.0227962 0.017455 0.0131497 0.0534009
42755 0.0231201 0.0179719 0.0128684 0.0539603
42760 0.023346 0.0184451 0.0127348 0.0545259
42765 0.0234744 0.0188513 0.0127343 0.0550601
42770 0.0235077 0.0191723 0.0128425 0.0555225
42775 0.0234494 0.0193961 0.0130269 0.0558724
42780 0.0233052 0.0195169 0.0132499 0.0560721
42785 0.023083 0.019533 0.0134727 0.0560887
42790 0.0227924 0.0194429 0.0136594 0.0558947
42795 0.0224448 0.0192444 0.0137811 0.0554703
42800 0.0220542 0.0189406 0.0138196 0.0548144
42805 0.0216408 0.0185509 0.0137685 0.0539602
42810 0.0212312 0.0181163 0.0136316 0.0529791
42815 0.0208525 0.0176917 0.0134199 0.0519641
42820 0.0205249 0.0173295 0.0131475 0.0510019
42825 0.0202561 0.0170689 0.0128311 0.0501561
42830 0.0200413 0.0169342 0.0124904 0.0494659
42835 0.0198659 0.0169362 0.0121484 0.0489504
42840 0.0197083 0.0170735 0.0118297 0.0486115
42845 0.0195448 0.0173343 0.0115594 0.0484386
42850 0.019354 0.0176997 0.0113604 0.0484141
42855 0.0191219 0.018146 0.0112507 0.0485186
42860 0.0188461 0.018648 0.0112422 0.0487363
42865 0.0185371 0.0191824 0.011339 0.0490586
42870 0.0182175 0.0197302 0.0115369 0.0494846
42875 0.017918 0.0202774 0.0118233 0.0500187
42880 0.0176711 0.0208163 0.0121783 0.0506657
42885 0.0175052 0.021344 0.0125772 0.0514263
42890 0.0174388 0.0218615 0.0129923 0.0522925
42895 0.0174771 0.0223712 0.0133955 0.0532438
42900 0.0176104 0.0228734 0.0137609 0.0542447
42905 0.0178148 0.0233621 0.0140673 0.0552442
42910 0.0180544 0.0238216 0.0143015 0.0561775
42915 0.0182874 0.0242251 0.0144602 0.0569728
42920 0.0184731 0.024536 0.0145508 0.0575599
42925 0.0185781 0.0247112 0.0145901 0.0578794
42930 0.0185808 0.0247071 0.0146006 0.0578885
42935 0.0184726 0.0244863 0.0146064 0.0575653
42940 0.0182593 0.0240254 0.0146301 0.0569147
42945 0.0179603 0.023321 0.0146903 0.0559716
42950 0.0176057 0.0223937 0.0148003 0.0547997
42955 0.0172313 0.021286 0.014965 0.0534823
42960 0.0168714 0.0200562 0.0151805 0.0521081
42965 0.0165519 0.0187707 0.0154338 0.0507565
42970 0.0162855 0.0174957 0.0157053 0.0494865
42975 0.01607 0.0162907 0.0159721 0.0483329
42980 0.0158907 0.015204 0.0162125 0.0473072
42985 0.0157245 0.01427 0.0164081 0.0464027
42990 0.0155467 0.0135086 0.0165463 0.0456015
42995 0.0153375 0.012925 0.0166198 0.0448824
43000 0.0150887 0.0125115 0.0166269 0.0442271
43005 0.0148063 0.0122489 0.0165692 0.0436244
43010 0.0145108 0.0121097 0.016451 0.0430715
43015 0.0142344 0.0120624 0.0162762 0.042573
43020 0.0140156 0.012076 0.0160474 0.042139
43025 0.0138925 0.0121253 0.0157657 0.0417835
43030 0.0138969 0.0121946 0.0154322 0.0415237
43035 0.0140476 0.0122799 0.0150509 0.0413784
43040 0.0143474 0.0123886 0.0146307 0.0413667
43045 0.0147811 0.0125367 0.0141867 0.0415045
43050 0.0153184 0.0127441 0.0137391 0.0418015
43055 0.015918 0.0130291 0.0133121 0.0422593
43060 0.0165327 0.0134025 0.0129294 0.0428645
43065 0.0171152 0.0138631 0.0126072 0.0435855
43070 0.0176259 0.0143974 0.0123509 0.0443742
43075 0.01804 0.0149818 0.0121547 0.0451766
43080 0.0183518 0.0155877 0.012006 0.0459455
43085 0.018574 0.0161864 0.0118904 0.0466508
43090 0.0187336 0.0167533 0.0117966 0.0472835
43095 0.0188639 0.0172697 0.0117187 0.0478523
43100 0.018997 0.0177235 0.0116567 0.0483771
43105 0.0191567 0.0181073 0.0116148 0.0488788
43110 0.019354 0.0184168 0.0116009 0.0493716
43115 0.0195854 0.0186478 0.0116233 0.0498565
43120 0.0198336 0.0187939 0.0116899 0.0503174
43125 0.020071 0.0188466 0.0118047 0.0507223
43130 0.0202644 0.0187986 0.011966 0.051029
43135 0.0203808 0.0186494 0.0121642 0.0511944
43140 0.0203924 0.0184092 0.0123825 0.0511841
43145 0.0202808 0.0181002 0.0125997 0.0509806
43150 0.0200399 0.0177547 0.0127947 0.0505893
43155 0.0196774 0.0174107 0.0129526 0.0500408
43160 0.0192134 0.017108 0.0130682 0.0493896
43165 0.0186774 0.0168834 0.0131465 0.0487073
43170 0.0181037 0.0167669 0.0131997 0.0480703
43175 0.0175254 0.0167776 0.0132439 0.047547
43180 0.0169707 0.0169215 0.0132952 0.0471874
43185 0.0164601 0.0171909 0.0133687 0.0470197
43190 0.0160075 0.0175652 0.0134779 0.0470506
43195 0.015621 0.0180134 0.0136342 0.0472686
43200 0.0153055 0.0184959 0.0138462 0.0476477
43205 0.0150638 0.0189688 0.0141168 0.0481493
43210 0.0148957 0.0193876 0.014441 0.0487243
43215 0.0147972 0.0197138 0.0148052 0.0493163
43220 0.0147594 0.0199198 0.0151882 0.0498675
43225 0.0147692 0.0199938 0.0155644 0.0503275
43230 0.0148115 0.0199406 0.0159083 0.0506604
43235 0.0148716 0.0197794 0.0161973 0.0508483
43240 0.0149369 0.0195373 0.0164141 0.0508884
43245 0.0149978 0.0192427 0.0165462 0.0507867
43250 0.015048 0.0189185 0.0165863 0.0505529
43255 0.0150851 0.0185801 0.0165329 0.050198
43260 0.0151109 0.0182344 0.0163904 0.0497357
43265 0.0151308 0.0178809 0.016169 0.0491806
43270 0.0151516 0.0175114 0.0158823 0.0485453
43275 0.0151791 0.0171113 0.015544 0.0478344
43280 0.0152167 0.0166626 0.0151662 0.0470455
43285 0.0152669 0.0161506 0.0147605 0.046178
43290 0.0153327 0.0155712 0.01434 0.0452439
43295 0.0154189 0.0149354 0.0139207 0.0442751
43300 0.0155315 0.0142707 0.0135237 0.0433258
43305 0.015676 0.0136186 0.0131744 0.042469
43310 0.0158557 0.0130294 0.0129019 0.041787
43315 0.0160697 0.0125544 0.0127366 0.0413607
43320 0.0163113 0.012239 0.0127078 0.0412582
43325 0.0165679 0.0121174 0.0128406 0.0415259
43330 0.0168219 0.012208 0.0131517 0.0421817
43335 0.0170537 0.0125118 0.0136439 0.0432094
43340 0.017245 0.0130105 0.0143007 0.0445562
43345 0.0173827 0.0136673 0.0150838 0.0461338
43350 0.0174609 0.0144293 0.0159345 0.0478247
43355 0.017481 0.0152315 0.0167802 0.0494926
43360 0.0174515 0.0160035 0.0175461 0.0510011
43365 0.0173869 0.0166776 0.01817 0.0522345
43370 0.0173058 0.0171994 0.0186135 0.0531187
43375 0.0172294 0.0175376 0.0188671 0.0536341
43380 0.017178 0.0176891 0.0189472 0.0538143
43385 0.0171673 0.0176763 0.0188865 0.0537302
43390 0.0172039 0.0175386 0.018724 0.0534665
43395 0.0172839 0.0173228 0.018498 0.0531046
43400 0.0173947 0.0170759 0.0182442 0.0527148
43405 0.0175185 0.0168416 0.0179991 0.0523592
43410 0.0176365 0.0166568 0.0178013 0.0520946
43415 0.0177319 0.0165494 0.017688 0.0519692
43420 0.0177922 0.0165358 0.0176879 0.0520159
43425 0.0178097 0.0166213 0.0178128 0.0522438
43430 0.0177811 0.0167991 0.0180513 0.0526314
43435 0.0177055 0.0170521 0.0183682 0.0531257
43440 0.017583 0.0173561 0.0187106 0.0536497
43445 0.0174143 0.0176857 0.0190181 0.054118
43450 0.0172008 0.0180209 0.0192344 0.0544561
43455 0.0169467 0.0183504 0.0193179 0.054615
43460 0.0166601 0.0186689 0.0192472 0.0545762
43465 0.0163516 0.0189712 0.0190232 0.054346
43470 0.0160326 0.0192468 0.0186662 0.0539456
43475 0.015713 0.0194781 0.0182121 0.0534032
43480 0.015402 0.0196442 0.017706 0.0527522
43485 0.0151092 0.0197259 0.0171949 0.05203
43490 0.0148451 0.0197099 0.0167194 0.0512744
43495 0.0146212 0.0195915 0.0163077 0.0505204
43500 0.0144485 0.0193751 0.0159728 0.0497964
43505 0.0143369 0.0190738 0.0157127 0.0491234
43510 0.0142946 0.0187056 0.0155138 0.048514
43515 0.0143289 0.0182888 0.0153554 0.0479731
43520 0.0144469 0.0178371 0.0152136 0.0474976
43525 0.0146563 0.0173573 0.0150646 0.0470783
43530 0.0149658 0.0168509 0.0148883 0.0467049
43535 0.0153833 0.0163184 0.0146706 0.0463722
43540 0.0159133 0.0157645 0.0144068 0.0460846
43545 0.0165531 0.015201 0.0141019 0.045856
43550 0.017289 0.0146465 0.01377 0.0457055
43555 0.0180938 0.0141254 0.0134309 0.0456501
43560 0.0189272 0.0136651 0.0131062 0.0456985
43565 0.0197395 0.013293 0.0128154 0.0458479
43570 0.0204777 0.0130344 0.0125732 0.0460853
43575 0.0210928 0.0129106 0.0123883 0.0463917
43580 0.0215457 0.0129373 0.0122646 0.0467476
43585 0.0218115 0.0131239 0.0122022 0.0471375
43590 0.0218804 0.0134711 0.0121988 0.0475504
43595 0.0217574 0.0139701 0.0122498 0.0479773
43600 0.02146 0.0146002 0.0123475 0.0484078
