Element, Total energy [Ry], filename, cutoff_wfc [Ry], cutoff_rho [Ry], valence_electrons, Type, tot_mag [Bohr mag/cell], abs_mag [Bohr mag/cell]
Eu, -870.68531586, Eu.paw.z_17.atompaw.wentzcovitch.v1.2.upf, 40, 320, 17.00, Wentzcovitch, -1.00, 1.27
Fe, -546.58791876, Fe.pbe-spn-kjpaw_psl.0.2.1.UPF, 90, 1080, 16.00, 031PAW, -0.00, 0.00
Fm, -1840.93891785, Fm.paw.z_22.ld1.uni-marburg.v0.upf, 60, 480, 22.00, MalteSachs, 0.00, 0.00
Fr, -1360.66240522, Fr.paw.z_19.ld1.psl.v1.0.0-high.upf, 150, 1200, 19.00, 100PAW, 0.01, 0.01
F, -81.26929676, f_pbe_v1.4.uspp.F.UPF, 45, 360, 7.00, GBRV-1.4, -0.00, 0.00
Ga, -408.35953866, Ga.pbe-dn-kjpaw_psl.1.0.0.UPF, 70, 560, 13.00, 100PAW, 1.07, 1.07
Gd, -941.25080408, Gd.paw.z_18.atompaw.wentzcovitch.v1.2.upf, 40, 320, 18.00, Wentzcovitch, -0.03, 0.80
Ge, -383.57434894, ge_pbe_v1.4.uspp.F.UPF, 40, 320, 14.00, GBRV-1.4, -0.00, 0.00
H, -1.42476617, H.pbe-rrkjus_psl.1.0.0.UPF, 60, 480, 1.00, 100US, -0.01, 0.01
He, -7.05342250, He_ONCV_PBE-1.0.oncvpsp.upf, 50, 200, 2.00, SG15, 0.00, 0.00
Hf, -218.63647410, Hf-sp.oncvpsp.upf, 50, 200, 12.00, Dojo, 0.00, 0.00
Hg, -606.71251711, Hg_ONCV_PBE-1.0.oncvpsp.upf, 50, 200, 20.00, SG15, 0.00, 0.00
Ho, -1188.76771374, Ho.paw.z_21.atompaw.wentzcovitch.v1.2.upf, 40, 320, 21.00, Wentzcovitch, -1.00, 1.28
I, -435.65257338, I.pbe-n-kjpaw_psl.0.2.UPF, 35, 280, 7.00, 031PAW, -0.01, 0.76
In, -269.33526354, In.pbe-dn-rrkjus_psl.0.2.2.UPF, 50, 400, 13.00, 031US, -0.01, 0.02
Ir, -365.80943881, Ir_pbe_v1.2.uspp.F.UPF, 55, 440, 15.00, GBRV-1.2, 0.01, 0.01
K, -180.60549754, K.pbe-spn-kjpaw_psl.1.0.0.UPF, 60, 480, 9.00, 100PAW, -0.03, 0.03
Kr, -82.39872201, Kr_ONCV_PBE-1.0.oncvpsp.upf, 45, 180, 8.00, SG15, -0.00, 0.00
La, -561.91752557, La.paw.z_11.atompaw.wentzcovitch.v1.2.upf, 40, 320, 11.00, Wentzcovitch, -1.02, 1.04
Li, -16.55429846, li_pbe_v1.4.uspp.F.UPF, 40, 320, 3.00, GBRV-1.4, 1.03, 1.03
Lr, -2205.94130224, Lr.paw.z_25.ld1.uni-marburg.v0.upf, 60, 480, 25.00, MalteSachs, 1.00, 1.04
Lu, -1612.15977345, Lu.paw.z_25.atompaw.wentzcovitch.v1.2.upf, 45, 360, 25.00, Wentzcovitch, 1.00, 1.10
Md, -1962.04043036, Md.paw.z_23.ld1.uni-marburg.v0.upf, 60, 480, 23.00, MalteSachs, -0.39, 1.23
Mg, -38.52063065, Mg.pbe-n-kjpaw_psl.0.3.0.UPF, 30, 240, 2.00, 031PAW, -0.00, 0.00
Mn, -369.14505815, mn_pbe_v1.5.uspp.F.UPF, 65, 780, 15.00, GBRV-1.5, -0.99, 0.99
Mo, -256.94367735, Mo_ONCV_PBE-1.0.oncvpsp.upf, 35, 140, 14.00, SG15, -0.00, 0.00
N, -39.43188547, N.pbe-n-radius_5.UPF, 60, 480, 5.00, THEOS, -0.00, 0.00
Na, -200.10626294, na_pbe_v1.5.uspp.F.UPF, 40, 320, 9.00, GBRV-1.5, 0.01, 0.01
Nb, -488.19583884, Nb.pbe-spn-kjpaw_psl.0.3.0.UPF, 40, 320, 13.00, 031PAW, 1.05, 1.08
Nd, -698.34924596, Nd.paw.z_14.atompaw.wentzcovitch.v1.2.upf, 40, 320, 14.00, Wentzcovitch, -0.00, 0.00
Ne, -102.82915688, Ne_ONCV_PBE-1.0.oncvpsp.upf, 50, 200, 8.00, SG15, -0.00, 0.00
Ni, -563.36680380, ni_pbe_v1.4.uspp.F.UPF, 45, 360, 18.00, GBRV-1.4, 0.00, 0.00
No, -2085.14050622, No.paw.z_24.ld1.uni-marburg.v0.upf, 60, 480, 24.00, MalteSachs, -0.00, 0.00
Np, -1272.52611811, Np.paw.z_15.ld1.uni-marburg.v0.upf, 60, 480, 15.00, MalteSachs, -1.02, 1.08
O, -67.98580050, O.pbe-n-kjpaw_psl.0.1.UPF, 50, 400, 6.00, 031PAW, -0.00, 0.00
Os, -405.08959008, Os_pbe_v1.2.uspp.F.UPF, 40, 320, 16.00, GBRV-1.2, 0.00, 1.48
P, -34.55522421, P.pbe-n-rrkjus_psl.1.0.0.UPF, 30, 240, 5.00, 100US, -0.00, 0.00
Pa, -1149.36160492, Pa.paw.z_13.ld1.uni-marburg.v0.upf, 60, 480, 13.00, MalteSachs, 0.01, 0.01
Pb, -1036.29905108, Pb.pbe-dn-kjpaw_psl.0.2.2.UPF, 40, 320, 14.00, 031PAW, 0.76, 0.93
Pd, -486.55232929, Pd_ONCV_PBE-1.0.oncvpsp.upf, 45, 180, 18.00, SG15, -0.00, 0.00
Pm, -750.34506568, Pm.paw.z_15.atompaw.wentzcovitch.v1.2.upf, 40, 320, 15.00, Wentzcovitch, -1.07, 1.07
Po, -402.07586960, Po.pbe-dn-rrkjus_psl.1.0.0.UPF, 75, 600, 16.00, 100US, 2.01, 2.02
Pr, -647.96032798, Pr.paw.z_13.atompaw.wentzcovitch.v1.2.upf, 40, 320, 13.00, Wentzcovitch, 1.00, 1.04
Pt, -420.70951132, pt_pbe_v1.4.uspp.F.UPF, 35, 280, 16.00, GBRV-1.4, 2.01, 2.01
Pu, -1340.71465474, Pu.paw.z_16.ld1.uni-marburg.v0.upf, 60, 480, 16.00, MalteSachs, -0.00, 0.00
Ra, -5026.86578592, Ra.paw.z_20.ld1.psl.v1.0.0-high.upf, 90, 720, 20.00, 100PAW, -0.00, 0.00
Rb, -92.83769831, Rb_ONCV_PBE-1.0.oncvpsp.upf, 30, 120, 9.00, SG15, 0.04, 0.04
Re, -370.56098398, Re_pbe_v1.2.uspp.F.UPF, 30, 240, 15.00, GBRV-1.2, -0.00, 0.00
Rh, -394.82771454, Rh_ONCV_PBE-1.0.oncvpsp.upf, 35, 140, 17.00, SG15, -1.00, 1.03
Rn, -1282.42932160, Rn.pbe-dn-kjpaw_psl.1.0.0.UPF, 120, 960, 18.00, 100PAW, -0.00, 0.00
Ru, -346.19506454, Ru_ONCV_PBE-1.0.oncvpsp.upf, 35, 140, 16.00, SG15, 0.00, 1.30
Sb, -370.13310825, sb_pbe_v1.4.uspp.F.UPF, 40, 320, 15.00, GBRV-1.4, -0.11, 0.63
Sc, -170.36515158, Sc_ONCV_PBE-1.0.oncvpsp.upf, 40, 160, 11.00, SG15, 0.00, 0.00
Se, -85.22716439, Se_pbe_v1.uspp.F.UPF, 30, 240, 6.00, GBRV-1.2, 0.00, 1.41
Si, -23.96403632, Si.pbe-n-rrkjus_psl.1.0.0.UPF, 30, 240, 4.00, 100US, 0.32, 1.11
Sm, -805.68359674, Sm.paw.z_16.atompaw.wentzcovitch.v1.2.upf, 40, 320, 16.00, Wentzcovitch, -0.16, 0.35
Sn, -319.14909970, Sn_pbe_v1.uspp.F.UPF, 60, 480, 14.00, GBRV-1.2, 0.00, 0.01
Sr, -161.65198525, Sr_pbe_v1.uspp.F.UPF, 30, 240, 10.00, GBRV-1.2, -0.00, 0.00
S, -56.00972683, s_pbe_v1.4.uspp.F.UPF, 35, 280, 6.00, GBRV-1.4, 0.00, 0.01
Ta, -277.72604396, Ta_pbe_v1.uspp.F.UPF, 45, 360, 13.00, GBRV-1.2, 1.00, 1.04
Tb, -728.43904895, Tb.paw.z_19.atompaw.wentzcovitch.v1.2.upf, 40, 320, 19.00, Wentzcovitch, 0.00, 0.82
Tc, -160.65807147, Tc_ONCV_PBE-1.0.oncvpsp.upf, 30, 120, 15.00, SG15, -0.96, 2.85
Te, -54.94666466, Te_pbe_v1.uspp.F.UPF, 30, 240, 6.00, GBRV-1.2, -0.00, 0.00
Th, -1096.71557163, Th.paw.z_12.ld1.uni-marburg.v0.upf, 60, 480, 12.00, MalteSachs, 0.01, 0.77
Ti, -223.74809795, ti_pbe_v1.4.uspp.F.UPF, 35, 280, 12.00, GBRV-1.4, 0.00, 0.03
Tl, -284.70293068, Tl_pbe_v1.2.uspp.F.UPF, 50, 400, 13.00, GBRV-1.2, -1.00, 1.05
Tm, -1389.94094225, Tm.paw.z_23.atompaw.wentzcovitch.v1.2.upf, 40, 320, 23.00, Wentzcovitch, 1.00, 1.18
U, -1209.62190738, U.paw.z_14.ld1.uni-marburg.v0.upf, 60, 480, 14.00, MalteSachs, -0.01, 0.06
V, -271.52393925, v_pbe_v1.4.uspp.F.UPF, 35, 280, 13.00, GBRV-1.4, 1.00, 1.04
W, -158.44853517, W_pbe_v1.2.uspp.F.UPF, 30, 240, 14.00, GBRV-1.2, -1.93, 3.37
Xe, -478.40745764, Xe_ONCV_PBE-1.1.oncvpsp.upf, 60, 240, 18.00, SG15-1.1, -0.00, 0.00
Yb, -1500.03293871, Yb.paw.z_24.atompaw.wentzcovitch.v1.2.upf, 40, 320, 24.00, Wentzcovitch, 0.00, 0.54
Y, -186.17915935, Y_pbe_v1.uspp.F.UPF, 35, 280, 11.00, GBRV-1.2, -0.00, 0.01
Zn, -752.59088475, Zn_pbe_v1.uspp.F.UPF, 40, 320, 20.00, GBRV-1.2, 0.00, 0.00
Zr, -217.23191454, Zr_pbe_v1.uspp.F.UPF, 30, 240, 12.00, GBRV-1.2, 0.00, 0.01
