############################################################
# group name of the atoms under study      : all
# total number of atoms in the group       : 512
# dimension of the system                  : 3 D
# number of atoms per unit cell            : 1
# dimension of the FFT mesh                : 8 x 8 x 8
# number of wait steps before measurement  : 50000
# frequency of the measurement             : 10
# output result after this many measurement: 5000
# number of processors used by this run    : 1
############################################################
# mapping information between lattice indices and atom id
# nx ny nz nucell
8 8 8 1
# l1 l2 l3 k atom_id
0.5 0.75 0 0.160586 -1.33933e-20 -0.0182933 -0.000963784 -0.0513385 0.000317464 -0.0182933 0.000963784 0.0990964 2.69105e-20 0.000145378 -0.000879203 -0.0513385 -0.000317464 0.000145378 0.000879203 0.0979827 5.63701e-21
0.5 0.75 0.125 0.156807 -9.19457e-19 -0.00955666 -0.00155827 -0.0359492 0.00153307 -0.00955666 0.00155827 0.105276 1.84987e-19 -0.0191107 -0.000698197 -0.0359492 -0.00153307 -0.0191107 0.000698197 0.123464 -6.28245e-19
0.5 0.75 0.25 0.166002 5.72477e-20 0.0074804 0.00886319 -0.00920231 -0.0122187 0.0074804 -0.00886319 0.124982 1.23324e-19 -0.0317068 -0.000427705 -0.00920231 0.0122187 -0.0317068 0.000427705 0.148354 1.91504e-19
0.5 0.75 0.375 0.170244 2.19204e-19 0.0149311 -1.31341e-05 0.0392081 -0.00022554 0.0149311 1.31341e-05 0.110664 4.30935e-20 -0.0251876 0.000286714 0.0392081 0.00022554 -0.0251876 -0.000286714 0.127808 3.95128e-19
0.5 0.75 0.5 0.16654 3.81729e-19 0.0187417 -0.00012485 0.0526961 -0.000284429 0.0187417 0.00012485 0.106937 -1.60407e-20 -0.00296284 -9.58307e-05 0.0526961 0.000284429 -0.00296284 9.58307e-05 0.104448 3.05808e-19
0.5 0.75 0.625 0.159607 1.98456e-19 0.00936937 0.000752515 0.0320978 -0.000252595 0.00936937 -0.000752515 0.0956794 -2.71744e-20 0.0227217 -1.75391e-05 0.0320978 0.000252595 0.0227217 1.75391e-05 0.0766226 3.94591e-20
0.5 0.75 0.75 0.160085 -8.31866e-22 0.000131656 0.000854907 0.000232688 0.000612355 0.000131656 -0.000854907 0.0669988 -2.89357e-20 0.0262071 -5.48975e-05 0.000232688 -0.000612355 0.0262071 5.48975e-05 0.0480465 -2.27242e-20
0.5 0.75 0.875 0.154477 -3.90397e-19 -0.00789838 -0.000459183 -0.0332849 4.91689e-06 -0.00789838 0.000459183 0.0919681 -3.92396e-20 0.0260536 -0.000158978 -0.0332849 -4.91689e-06 0.0260536 0.000158978 0.067817 -1.80913e-19
0.5 0.875 0 0.168407 8.24854e-19 -0.0606661 0.000470936 -0.0543012 -0.000272715 -0.0606661 -0.000470936 0.0854623 4.8042e-19 0.0209021 0.000586611 -0.0543012 0.000272715 0.0209021 -0.000586611 0.0705331 1.77566e-19
0.5 0.875 0.125 0.161973 -1.23992e-18 -0.0531609 7.48794e-05 -0.0371523 0.000368221 -0.0531609 -7.48794e-05 0.0981052 -8.96905e-20 -0.00739109 0.000446524 -0.0371523 -0.000368221 -0.00739109 -0.000446524 0.102768 -4.15524e-19
0.5 0.875 0.25 0.154406 2.16688e-19 -0.0399097 -0.000750331 -0.00450864 0.00147105 -0.0399097 0.000750331 0.0981981 -3.92396e-20 -0.0280316 -0.000616708 -0.00450864 -0.00147105 -0.0280316 0.000616708 0.126922 -1.73064e-19
0.5 0.875 0.375 0.151377 -5.71256e-19 -0.0326585 9.53147e-06 0.0456012 0.000149063 -0.0326585 -9.53147e-06 0.117866 -2.20372e-19 -0.0231955 0.000300688 0.0456012 -0.000149063 -0.0231955 -0.000300688 0.136433 -5.25021e-19
0.5 0.875 0.5 0.148161 -1.82414e-19 -0.0132814 -0.0010377 0.0463479 -0.000289402 -0.0132814 0.0010377 0.113953 -6.65009e-19 -0.0219469 -0.000738321 0.0463479 0.000289402 -0.0219469 0.000738321 0.114392 -7.44085e-19
0.5 0.875 0.625 0.169299 6.54987e-19 -0.0308903 -0.000387058 0.044176 -0.000379151 -0.0308903 0.000387058 0.092747 2.17716e-19 -0.000648602 -0.00080965 0.044176 0.000379151 -0.000648602 0.00080965 0.0940235 1.91658e-19
0.5 0.875 0.75 0.158906 -9.83587e-21 -0.0411444 -7.74474e-05 -0.00252879 -6.919e-05 -0.0411444 7.74474e-05 0.0799175 -1.59463e-19 0.0179165 0.000393758 -0.00252879 6.919e-05 0.0179165 -0.000393758 0.063504 -1.1732e-19
0.5 0.875 0.875 0.156114 6.3288e-19 -0.0485995 0.000541798 -0.0344959 0.000247282 -0.0485995 -0.000541798 0.0791947 5.41307e-19 0.0295141 -0.000513915 -0.0344959 -0.000247282 0.0295141 0.000513915 0.0588337 1.24014e-19
0.625 0 0 0.164001 -5.23107e-16 -0.0719975 -0.000328859 -0.052762 0.0007656 -0.0719975 0.000328859 0.0776017 -1.97125e-16 0.0349188 0.00143863 -0.052762 -0.0007656 0.0349188 -0.00143863 0.0476705 -1.19099e-16
0.625 0 0.125 0.13552 1.03015e-18 -0.0568916 -0.000437461 -0.0367933 0.000222342 -0.0568916 0.000437461 0.0694645 5.07312e-19 0.0211336 9.85799e-05 -0.0367933 -0.000222342 0.0211336 -9.85799e-05 0.0827243 2.42028e-19
0.625 0 0.25 0.139858 -6.38019e-19 -0.0468398 -0.000484747 -0.0076546 0.000183619 -0.0468398 0.000484747 0.08398 -3.83987e-19 0.00437236 -0.000523168 -0.0076546 -0.000183619 0.00437236 0.000523168 0.14881 7.21529e-21
0.625 0 0.375 0.153096 -4.48203e-19 -0.03947 0.000133397 0.0188706 3.04806e-05 -0.03947 -0.000133397 0.107542 -2.35438e-19 -0.0109319 0.000602104 0.0188706 -3.04806e-05 -0.0109319 -0.000602104 0.165557 -3.4026e-19
0.625 0 0.5 0.148845 3.23574e-19 -0.0258393 -0.000603288 0.043841 -0.000585967 -0.0258393 0.000603288 0.11494 1.6817e-19 -0.0261796 -0.000575303 0.043841 0.000585967 -0.0261796 0.000575303 0.152529 6.30694e-19
0.625 0 0.625 0.136458 -7.73672e-19 -0.0199031 -0.00323979 0.0383223 -0.00241176 -0.0199031 0.00323979 0.115633 3.52864e-19 -0.0190175 -0.00459887 0.0383223 0.00241176 -0.0190175 0.00459887 0.116744 0
0.625 0 0.75 0.119829 2.14404e-19 -0.0336225 -0.000107632 0.0133841 -0.000129712 -0.0336225 0.000107632 0.0810313 2.80283e-20 -0.00531466 0.00085668 0.0133841 0.000129712 -0.00531466 -0.00085668 0.0778 1.40925e-19
0.625 0 0.875 0.120544 -1.59237e-18 -0.0439373 6.14724e-05 -0.0153433 -0.000282237 -0.0439373 -6.14724e-05 0.0683802 -7.85282e-19 0.0106809 -0.000434039 -0.0153433 0.000282237 0.0106809 0.000434039 0.0481672 1.18377e-19
0.625 0.125 0 0.144749 8.70544e-20 -0.0602053 -0.000381368 -0.0430043 -2.24589e-05 -0.0602053 0.000381368 0.0947078 1.19746e-19 0.0172662 0.000444876 -0.0430043 2.24589e-05 0.0172662 -0.000444876 0.0612086 -1.73338e-19
0.625 0.125 0.125 0.147482 -9.63742e-20 -0.0589365 -2.1227e-06 -0.0420534 -6.16477e-05 -0.0589365 2.1227e-06 0.0905885 2.78376e-19 0.0312055 -4.68282e-05 -0.0420534 6.16477e-05 0.0312055 4.68282e-05 0.0687967 -1.57836e-19
0.625 0.125 0.25 0.155712 -6.29626e-20 -0.0480803 -0.000164965 -0.0183165 -0.00023111 -0.0480803 0.000164965 0.106884 -1.23324e-19 0.025885 -0.000729579 -0.0183165 0.00023111 0.025885 0.000729579 0.0985913 -8.32105e-20
0.625 0.125 0.375 0.151404 0 -0.0375621 -0.000510986 0.0201535 -0.000735688 -0.0375621 0.000510986 0.112132 1.79381e-19 0.0130926 0.000658976 0.0201535 0.000735688 0.0130926 -0.000658976 0.128097 1.84499e-20
0.625 0.125 0.5 0.159679 -1.43018e-18 -0.0322519 -0.000725019 0.0424434 -0.000119622 -0.0322519 0.000725019 0.120753 -8.63271e-19 -0.0254209 -0.00016112 0.0424434 0.000119622 -0.0254209 0.00016112 0.140768 -1.06408e-18
0.625 0.125 0.625 0.147725 8.50044e-19 -0.0361744 0.000187078 0.0441407 9.99273e-05 -0.0361744 -0.000187078 0.130415 5.38451e-19 -0.0348137 0.00019832 0.0441407 -9.99273e-05 -0.0348137 -0.00019832 0.135043 5.80612e-19
0.625 0.125 0.75 0.147095 -2.75318e-19 -0.0472386 0.000333707 0.0206994 0.000132516 -0.0472386 -0.000333707 0.129122 -2.38646e-19 -0.0380469 0.000307884 0.0206994 -0.000132516 -0.0380469 -0.000307884 0.102718 -3.12854e-19
0.625 0.125 0.875 0.14505 -5.4636e-21 -0.051655 -1.48388e-05 -0.0221232 0.000183954 -0.051655 1.48388e-05 0.114028 4.57974e-19 -0.0143387 0.000288122 -0.0221232 -0.000183954 -0.0143387 -0.000288122 0.0769292 -9.01922e-20
0.625 0.25 0 0.137113 -1.34743e-18 -0.0280038 0.000383455 -0.0410907 -0.000735784 -0.0280038 -0.000383455 0.118216 2.59761e-19 -0.00590194 0.000231266 -0.0410907 0.000735784 -0.00590194 -0.000231266 0.080801 -7.80726e-19
0.625 0.25 0.125 0.148887 1.9284e-19 -0.0355333 -0.000121681 -0.0409873 3.78779e-05 -0.0355333 0.000121681 0.107434 2.2092e-19 0.0231655 -0.000139209 -0.0409873 -3.78779e-05 0.0231655 0.000139209 0.0829958 4.79146e-20
0.625 0.25 0.25 0.145767 1.2139e-19 -0.0171524 7.32792e-05 -0.0122978 0.000109978 -0.0171524 -7.32792e-05 0.108507 -1.02713e-19 0.034801 0.000102882 -0.0122978 -0.000109978 0.034801 -0.000102882 0.0847922 -7.60996e-20
0.625 0.25 0.375 0.155653 3.52324e-19 -0.0135425 0.00323406 0.0150026 0.00212263 -0.0135425 -0.00323406 0.127792 1.90645e-19 0.0337191 4.3137e-06 0.0150026 -0.00212263 0.0337191 -4.3137e-06 0.103007 -9.01922e-20
0.625 0.25 0.5 0.152701 2.27067e-19 -0.00594381 0.000357381 0.0443847 0.00053252 -0.00594381 -0.000357381 0.12787 3.80433e-20 0.00424014 -0.000322573 0.0443847 -0.00053252 0.00424014 0.000322573 0.106268 6.62349e-20
0.625 0.25 0.625 0.138002 -4.74769e-19 -0.00596532 0.00230463 0.0414899 -0.000579113 -0.00596532 -0.00230463 0.132158 -1.67685e-20 -0.0239842 -0.00129118 0.0414899 0.000579113 -0.0239842 0.00129118 0.108823 -4.28413e-19
0.625 0.25 0.75 0.156936 3.83739e-20 -0.00835116 0.00186363 0.0160494 -0.00103725 -0.00835116 -0.00186363 0.151924 6.25722e-20 -0.036829 0.00024386 0.0160494 0.00103725 -0.036829 -0.00024386 0.120935 1.35288e-19
0.625 0.25 0.875 0.150672 -1.85701e-19 -0.0254979 0.000967978 -0.0180272 -0.000287138 -0.0254979 -0.000967978 0.14299 2.68696e-19 -0.0291594 0.00059421 -0.0180272 0.000287138 -0.0291594 -0.00059421 0.102653 2.87487e-19
0.625 0.375 0 0.145003 5.46003e-21 0.0045252 0.00131668 -0.0463386 -0.000379729 0.0045252 -0.00131668 0.137293 -5.3552e-20 -0.0258178 0.000275226 -0.0463386 0.000379729 -0.0258178 -0.000275226 0.109105 -3.94591e-20
0.625 0.375 0.125 0.148444 -1.47425e-19 0.00857734 0.000729678 -0.0497435 0.000310089 0.00857734 -0.000729678 0.149246 -2.33545e-20 0.00852468 0.000446879 -0.0497435 -0.000310089 0.00852468 -0.000446879 0.0963819 1.1274e-20
0.625 0.375 0.25 0.166015 4.04375e-19 0.0116577 0.00102994 -0.0165788 0.00040531 0.0116577 -0.00102994 0.131094 1.2918e-19 0.0294686 0.000645588 -0.0165788 -0.00040531 0.0294686 -0.000645588 0.110201 2.48028e-19
0.625 0.375 0.375 0.165047 -4.40345e-19 0.0254387 -0.00084458 0.0180013 -0.00028726 0.0254387 0.00084458 0.120121 -3.97638e-19 0.0407099 5.08822e-05 0.0180013 0.00028726 0.0407099 -5.08822e-05 0.0914881 -2.74452e-19
0.625 0.375 0.5 0.161877 4.08285e-19 0.0345051 0.000670461 0.0442327 0.000261526 0.0345051 -0.000670461 0.119243 3.74621e-19 0.0262553 -0.000132203 0.0442327 -0.000261526 0.0262553 0.000132203 0.0857837 1.1873e-19
0.625 0.375 0.625 0.154711 0 0.0330344 0.00020098 0.0458469 -0.000210966 0.0330344 -0.00020098 0.135105 -1.72285e-19 -0.00614871 -0.000454577 0.0458469 0.000210966 -0.00614871 0.000454577 0.0907467 6.76441e-20
0.625 0.375 0.75 0.146641 4.36515e-19 0.0441215 -0.00369361 0.00679201 0.00242485 0.0441215 0.00369361 0.152632 1.00148e-18 -0.0314503 0.00127154 0.00679201 -0.00242485 -0.0314503 -0.00127154 0.0929578 1.35288e-19
0.625 0.375 0.875 0.164309 -2.80431e-20 0.00378625 -0.000369621 -0.0173622 0.000390707 0.00378625 0.000369621 0.155988 -3.24913e-19 -0.0487222 4.65632e-05 -0.0173622 -0.000390707 -0.0487222 -4.65632e-05 0.109888 -2.42391e-19
0.625 0.5 0 0.15528 3.75683e-19 0.0295784 -0.000744223 -0.0428295 0.00100299 0.0295784 0.000744223 0.143997 8.79714e-20 -0.0340466 4.4714e-05 -0.0428295 -0.00100299 -0.0340466 -4.4714e-05 0.138814 5.07331e-19
0.625 0.5 0.125 0.157981 1.16661e-19 0.0295373 -0.00028536 -0.0402517 0.000179645 0.0295373 0.00028536 0.139622 6.02608e-20 -0.0119436 0.000106993 -0.0402517 -0.000179645 -0.0119436 -0.000106993 0.149221 6.01454e-20
0.625 0.5 0.25 0.157332 4.11391e-19 0.0472366 0.00054103 -0.0220915 0.000702138 0.0472366 -0.00054103 0.107063 3.20223e-19 0.00785573 0.000255075 -0.0220915 -0.000702138 0.00785573 -0.000255075 0.112303 1.14527e-21
0.625 0.5 0.375 0.144534 3.79733e-20 0.0435954 0.000501517 0.0127328 0.00124301 0.0435954 -0.000501517 0.0965732 -1.56958e-19 0.0275717 -0.000687711 0.0127328 -0.00124301 0.0275717 0.000687711 0.0952558 -1.62194e-19
0.625 0.5 0.5 0.165463 -2.38881e-18 0.0664907 0.000116698 0.0480074 -0.000200446 0.0664907 -0.000116698 0.0981828 -2.31907e-18 0.0404666 0.000769443 0.0480074 0.000200446 0.0404666 -0.000769443 0.0687593 -1.02594e-18
0.625 0.5 0.625 0.152034 -1.38054e-19 0.0638328 0.000350722 0.0472812 1.19093e-05 0.0638328 -0.000350722 0.0996954 -1.72591e-19 0.0170101 -0.000118308 0.0472812 -1.19093e-05 0.0170101 0.000118308 0.0599005 7.66281e-21
0.625 0.5 0.75 0.135869 4.02679e-19 0.0447954 -0.000324879 0.0160035 0.000673684 0.0447954 0.000324879 0.108296 3.05757e-19 -0.00846536 -0.000354799 0.0160035 -0.000673684 -0.00846536 0.000354799 0.0755184 6.76441e-20
0.625 0.5 0.875 0.132913 -4.01404e-21 0.0269859 -8.56855e-05 -0.00746887 -0.000365518 0.0269859 8.56855e-05 0.114792 3.39762e-19 -0.0296401 0.000510016 -0.00746887 0.000365518 -0.0296401 -0.000510016 0.100178 3.15673e-19
0.625 0.625 0 0.146928 -4.20444e-19 0.0262752 0.000464701 -0.0427524 0.000129064 0.0262752 -0.000464701 0.110189 -3.8679e-19 -0.0274837 7.55352e-05 -0.0427524 -0.000129064 -0.0274837 -7.55352e-05 0.123658 -3.15782e-19
0.625 0.625 0.125 0.143561 -1.36372e-19 0.0354257 0.000796739 -0.047385 0.000303619 0.0354257 -0.000796739 0.101222 5.60566e-20 -0.0272053 -0.000434892 -0.047385 -0.000303619 -0.0272053 0.000434892 0.153253 -4.8977e-20
0.625 0.625 0.25 0.152789 4.55773e-19 0.0396988 -0.000641817 -0.026804 0.000870254 0.0396988 0.000641817 0.104995 2.91494e-19 -0.0149194 0.00137484 -0.026804 -0.000870254 -0.0149194 -0.00137484 0.155862 -2.53293e-20
0.625 0.625 0.375 0.136485 -5.80481e-20 0.0476128 -7.61144e-05 0.0136073 0.000786058 0.0476128 7.61144e-05 0.0804199 -1.4855e-19 0.00784316 9.66319e-05 0.0136073 -0.000786058 0.00784316 -9.66319e-05 0.12324 1.1718e-19
0.625 0.625 0.5 0.140728 -6.45428e-19 0.0578785 -0.00012122 0.0357168 -2.69223e-05 0.0578785 0.00012122 0.0728884 -2.07409e-19 0.0201737 -0.000113402 0.0357168 2.69223e-05 0.0201737 0.000113402 0.0910697 -9.14308e-20
0.625 0.625 0.625 0.143094 3.82841e-18 0.0652755 0.000883727 0.0453184 -0.000355682 0.0652755 -0.000883727 0.0684913 1.61443e-18 0.0242404 0.000448246 0.0453184 0.000355682 0.0242404 -0.000448246 0.0537817 1.11163e-18
0.625 0.625 0.75 0.133855 1.04221e-18 0.046272 0.000760797 0.0183661 -0.0014534 0.046272 -0.000760797 0.0783685 4.72888e-19 0.0120794 0.00293705 0.0183661 0.0014534 0.0120794 -0.00293705 0.0445051 4.50961e-20
0.625 0.625 0.875 0.126623 -1.42601e-19 0.0365206 -1.86441e-05 -0.0146446 0.00020315 0.0365206 1.86441e-05 0.0838014 -2.8729e-20 -0.00668028 -9.99737e-05 -0.0146446 -0.00020315 -0.00668028 9.99737e-05 0.0796148 7.25973e-20
0.625 0.75 0 0.120044 -1.13201e-19 0.00110966 0.000563807 -0.0312489 0.000206189 0.00110966 -0.000563807 0.0865365 -9.53032e-21 -0.00332271 -0.000472804 -0.0312489 -0.000206189 -0.00332271 0.000472804 0.0891144 -8.17366e-20
0.625 0.75 0.125 0.134672 2.4182e-19 0.00207017 -0.000103892 -0.0329284 -0.000230017 0.00207017 0.000103892 0.0883603 -5.01005e-20 -0.0140573 0.000134648 -0.0329284 0.000230017 -0.0140573 -0.000134648 0.136072 1.73748e-19
0.625 0.75 0.25 0.16088 -9.10948e-20 0.0164401 -0.000164369 -0.0142902 0.000736139 0.0164401 0.000164369 0.0834473 6.16622e-20 -0.0242343 0.000266959 -0.0142902 -0.000736139 -0.0242343 -0.000266959 0.181089 1.11124e-19
0.625 0.75 0.375 0.156226 -9.69279e-19 0.0314552 -0.00123999 0.018836 0.00433108 0.0314552 0.00123999 0.0814108 -2.69071e-19 -0.0158133 0.0021375 0.018836 -0.00433108 -0.0158133 -0.0021375 0.16719 2.33158e-19
0.625 0.75 0.5 0.129963 1.05267e-19 0.0367478 0.000239353 0.0348882 -0.000278542 0.0367478 -0.000239353 0.0634033 0 -0.00332014 -3.69368e-05 0.0348882 0.000278542 -0.00332014 3.69368e-05 0.113078 1.15106e-20
0.625 0.75 0.625 0.125036 7.14538e-19 0.0320283 -0.000175087 0.0381896 0.00060147 0.0320283 0.000175087 0.057906 7.28735e-20 0.0131394 -0.000320813 0.0381896 -0.00060147 0.0131394 0.000320813 0.0638114 3.04332e-19
0.625 0.75 0.75 0.137404 -7.74629e-19 0.027237 0.000276962 0.019264 0.000369963 0.027237 -0.000276962 0.0538868 -4.85115e-19 0.0234446 8.44227e-05 0.019264 -0.000369963 0.0234446 -8.44227e-05 0.0376149 -2.67758e-19
0.625 0.75 0.875 0.124834 3.96579e-19 0.011338 -0.000297516 -0.0156492 -0.00049213 0.011338 0.000297516 0.0575874 -1.35732e-19 0.00880493 -3.37328e-05 -0.0156492 0.00049213 0.00880493 3.37328e-05 0.0523923 -2.67758e-20
0.625 0.875 0 0.135318 1.61669e-18 -0.0374709 -0.000155919 -0.0478527 0.00012471 -0.0374709 0.000155919 0.0559317 1.24357e-18 0.0178469 0.00163698 -0.0478527 -0.00012471 0.0178469 -0.00163698 0.057004 3.60769e-19
0.625 0.875 0.125 0.132421 5.00896e-19 -0.0338175 0.000145829 -0.0392387 -0.000231756 -0.0338175 -0.000145829 0.0644407 2.6767e-19 0.00186015 0.000194206 -0.0392387 0.000231756 0.00186015 -0.000194206 0.109296 2.3368e-20
0.625 0.875 0.25 0.1351 1.66164e-19 -0.0260611 -0.000301812 -0.0208206 0.00242567 -0.0260611 0.000301812 0.0700638 9.95004e-20 -0.0134331 -0.000986422 -0.0208206 -0.00242567 -0.0134331 0.000986422 0.158235 -5.22127e-20
0.625 0.875 0.375 0.156776 8.49913e-20 -0.0128298 -0.000468228 0.0193225 -0.000125992 -0.0128298 0.000468228 0.0969072 -9.8099e-20 -0.0210209 -0.000163034 0.0193225 0.000125992 -0.0210209 0.000163034 0.17763 8.01901e-20
0.625 0.875 0.5 0.137875 -2.62226e-20 -0.00347416 -0.000644543 0.0427302 -0.000195757 -0.00347416 0.000644543 0.0811457 1.87789e-19 -0.0172248 -0.000335993 0.0427302 0.000195757 -0.0172248 0.000335993 0.140241 2.97344e-19
0.625 0.875 0.625 0.138143 1.04068e-19 -0.00237129 -0.00193745 0.0473459 -0.000512176 -0.00237129 0.00193745 0.0744562 -1.40141e-19 -0.00363625 -0.00204853 0.0473459 0.000512176 -0.00363625 0.00204853 0.0920093 -2.67557e-20
0.625 0.875 0.75 0.136843 1.02118e-19 -0.0133 0.000276979 0.0191446 8.16428e-05 -0.0133 -0.000276979 0.0499115 -4.27224e-20 0.00824925 -8.65377e-05 0.0191446 -8.16428e-05 0.00824925 8.65377e-05 0.0445738 -1.26833e-20
0.625 0.875 0.875 0.141229 2.38258e-19 -0.0266587 5.57611e-05 -0.0188303 6.94834e-05 -0.0266587 -5.57611e-05 0.0570943 8.54862e-20 0.0264121 0.000165908 -0.0188303 -6.94834e-05 0.0264121 -0.000165908 0.0386222 4.22776e-20
0.75 0 0 0.0915445 5.96252e-16 -0.0419203 -0.000603307 -0.0287411 0.000988452 -0.0419203 0.000603307 0.0425082 2.46425e-16 0.0169799 0.00175337 -0.0287411 -0.000988452 0.0169799 -0.00175337 0.0325161 1.1022e-16
0.75 0 0.125 0.0873773 -4.75827e-20 -0.0372716 -0.000322047 -0.0307204 -8.92897e-05 -0.0372716 0.000322047 0.0439882 -7.56763e-20 0.0175991 1.64013e-05 -0.0307204 8.92897e-05 0.0175991 -1.64013e-05 0.0743559 1.19868e-19
0.75 0 0.25 0.100433 -6.89525e-20 -0.0355199 -0.00012907 -0.0244311 0.000378191 -0.0355199 0.00012907 0.0579578 1.12113e-20 0.0137579 -0.000261752 -0.0244311 -0.000378191 0.0137579 0.000261752 0.139906 4.08173e-20
0.75 0 0.375 0.112401 -7.10428e-21 -0.0356506 -5.91885e-05 0.00247186 0.000113085 -0.0356506 5.91885e-05 0.069369 5.60566e-21 -0.00148495 0.00091293 0.00247186 -0.000113085 -0.00148495 -0.00091293 0.203944 3.21868e-20
0.75 0 0.5 0.096411 7.46031e-20 -0.0139206 4.04576e-05 0.0238318 8.79604e-05 -0.0139206 -4.04576e-05 0.080487 1.27529e-19 -0.0135134 -0.000124699 0.0238318 -8.79604e-05 -0.0135134 0.000124699 0.170086 -1.50816e-20
0.75 0 0.625 0.0890331 1.31516e-18 -0.0159667 0.00245616 0.0469859 0.000412212 -0.0159667 -0.00245616 0.0684074 2.06288e-18 -0.0279701 0.00213337 0.0469859 -0.000412212 -0.0279701 -0.00213337 0.148844 4.01931e-18
0.75 0 0.75 0.0728138 2.64344e-19 -0.0151704 -0.000841817 0.0240575 -0.000561885 -0.0151704 0.000841817 0.0589109 4.48452e-20 -0.0113867 -0.00115346 0.0240575 0.000561885 -0.0113867 0.00115346 0.0644319 5.54652e-20
0.75 0 0.875 0.0799114 1.19396e-19 -0.0250067 -0.000189809 -0.00188834 0.000203763 -0.0250067 0.000189809 0.0502997 1.53313e-19 -0.000366412 0.000457914 -0.00188834 -0.000203763 -0.000366412 -0.000457914 0.0242569 -2.2548e-20
0.75 0.125 0 0.0977627 2.18409e-19 -0.0520932 8.43883e-05 -0.0293176 -3.67563e-06 -0.0520932 -8.43883e-05 0.0882529 -3.45275e-19 0.00765116 0.000447466 -0.0293176 3.67563e-06 0.00765116 -0.000447466 0.0349583 1.8197e-19
0.75 0.125 0.125 0.107189 2.72103e-18 -0.0490347 0.00043877 -0.0353147 -0.000844059 -0.0490347 -0.00043877 0.0824432 1.96041e-18 0.0290012 -0.000406878 -0.0353147 0.000844059 0.0290012 0.000406878 0.0616973 1.33033e-18
0.75 0.125 0.25 0.116173 5.39725e-19 -0.0491404 -0.000259565 -0.0252002 -0.000497811 -0.0491404 0.000259565 0.0890552 3.13917e-19 0.0345284 -0.000179706 -0.0252002 0.000497811 0.0345284 0.000179706 0.109077 4.05865e-19
0.75 0.125 0.375 0.120191 -5.81247e-20 -0.0384259 -7.59042e-05 0.00284092 -0.00114132 -0.0384259 7.59042e-05 0.105677 2.80283e-21 0.0193979 0.000458302 0.00284092 0.00114132 0.0193979 -0.000458302 0.157639 2.59102e-20
0.75 0.125 0.5 0.116983 1.30142e-19 -0.0298025 -0.000142225 0.0316797 -0.000249158 -0.0298025 0.000142225 0.118983 2.33096e-19 -0.00816033 0.000111937 0.0316797 0.000249158 -0.00816033 -0.000111937 0.178349 -9.01679e-20
0.75 0.125 0.625 0.100283 -1.81067e-19 -0.0284757 0.000986215 0.0419337 0.000874792 -0.0284757 -0.000986215 0.127982 2.75994e-19 -0.029177 -0.000337081 0.0419337 -0.000874792 -0.029177 0.000337081 0.147867 1.59581e-19
0.75 0.125 0.75 0.0895873 5.65689e-19 -0.0281551 0.00151417 0.024067 0.00189227 -0.0281551 -0.00151417 0.112178 4.22213e-19 -0.0365783 0.00118551 0.024067 -0.00189227 -0.0365783 -0.00118551 0.089727 5.41153e-19
0.75 0.125 0.875 0.0966534 -7.71735e-20 -0.0455 -0.00025317 -0.00256513 0.00016292 -0.0455 0.00025317 0.113297 -1.61503e-19 -0.025735 -0.000277877 -0.00256513 -0.00016292 -0.025735 0.000277877 0.0502359 -4.0516e-20
0.75 0.25 0 0.100701 -1.67004e-19 -0.0306861 0.00103434 -0.0257615 -0.00055962 -0.0306861 -0.00103434 0.136452 3.28215e-19 -0.0156219 0.000421382 -0.0257615 0.00055962 -0.0156219 -0.000421382 0.06165 -2.76213e-19
0.75 0.25 0.125 0.117079 3.7717e-19 -0.0509269 -1.44806e-05 -0.0378103 -0.000228302 -0.0509269 1.44806e-05 0.127292 7.20969e-19 0.0278632 -0.000140529 -0.0378103 0.000228302 0.0278632 0.000140529 0.0699004 7.32811e-20
0.75 0.25 0.25 0.11759 -9.13638e-20 -0.0353066 -0.000103534 -0.0246829 -0.000922748 -0.0353066 0.000103534 0.119127 2.82706e-19 0.0410337 -0.00029065 -0.0246829 0.000922748 0.0410337 0.00029065 0.0909198 5.29879e-19
0.75 0.25 0.375 0.134213 1.91136e-19 -0.030335 0.000105786 0.00518066 0.000432677 -0.030335 -0.000105786 0.133907 3.1021e-19 0.0474116 -2.38941e-05 0.00518066 -0.000432677 0.0474116 2.38941e-05 0.123127 2.91715e-19
0.75 0.25 0.5 0.126967 -4.21547e-19 -0.0197288 0.000440692 0.0193319 0.000350303 -0.0197288 -0.000440692 0.162131 -5.99456e-19 0.0210814 -0.00143048 0.0193319 -0.000350303 0.0210814 0.00143048 0.138524 1.50254e-19
0.75 0.25 0.625 0.118409 1.0185e-19 -0.0196927 -0.00060757 0.0255913 0.000522901 -0.0196927 0.00060757 0.150222 -1.77457e-19 -0.0247642 0.000534936 0.0255913 -0.000522901 -0.0247642 -0.000534936 0.128718 8.79667e-20
0.75 0.25 0.75 0.100261 -7.05536e-20 -0.0185857 -0.000501186 0.0238278 -9.43996e-05 -0.0185857 0.000501186 0.157693 -2.08583e-19 -0.0423065 -0.000606053 0.0238278 9.43996e-05 -0.0423065 0.000606053 0.100544 -9.01922e-20
0.75 0.25 0.875 0.0840103 -4.3641e-20 -0.028027 0.000338438 0.00185468 -0.000342093 -0.028027 -0.000338438 0.154654 0 -0.0433726 4.80649e-05 0.00185468 0.000342093 -0.0433726 -4.80649e-05 0.0683519 3.66406e-20
