################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.3837151742923002E+00 a      1059     0    53     1    19
 -1.6084505873667272E+00 a      1060     0    53     1    20
 -1.4769847296164220E+00 a      1061     0    54     1     1
  3.7729360931089868E+00 a      1062     0    54     1     2
 -1.3165033460848388E-01 a      1063     0    54     1     3
  2.2304722090006330E+00 a      1064     0    54     1     4
  3.6021703080655958E+00 a      1065     0    54     1     5
 -1.4403496570631251E+00 a      1066     0    54     1     6
 -4.7986016308036272E-01 a      1067     0    54     1     7
  4.4806640581351740E+00 a      1068     0    54     1     8
 -9.1165733512717750E-01 a      1069     0    54     1     9
  5.2697491544503164E-02 a      1070     0    54     1    10
  6.8729365572415968E-01 a      1071     0    54     1    11
 -1.8689625802606611E+00 a      1072     0    54     1    12
 -3.9201594910068440E+00 a      1073     0    54     1    13
  3.9903179872867622E-01 a      1074     0    54     1    14
 -7.1908259090342872E+00 a      1075     0    54     1    15
 -4.5863710848688486E+00 a      1076     0    54     1    16
 -2.7567961445797202E+00 a      1077     0    54     1    17
 -4.0641529642118250E+00 a      1078     0    54     1    18
 -2.4057924308934102E+00 a      1079     0    54     1    19
 -1.6898459587186301E+00 a      1080     0    54     1    20
  2.2772410935433727E+00 a      1081     0    55     1     1
  2.2083119110192717E+00 a      1082     0    55     1     2
 -6.2381495839082279E-01 a      1083     0    55     1     3
  1.6486045928440962E+00 a      1084     0    55     1     4
 -5.0801362642659846E+00 a      1085     0    55     1     5
  1.5001843498854099E+00 a      1086     0    55     1     6
 -6.3638422187850150E+00 a      1087     0    55     1     7
 -1.0460327250787743E-01 a      1088     0    55     1     8
  1.7243991049853979E+00 a      1089     0    55     1     9
 -2.7512039469964522E+00 a      1090     0    55     1    10
  2.0165571876416597E+00 a      1091     0    55     1    11
  2.9264129091479298E+00 a      1092     0    55     1    12
 -3.6500670399271323E-01 a      1093     0    55     1    13
 -1.2253065733169630E+00 a      1094     0    55     1    14
 -2.6570240540733883E+00 a      1095     0    55     1    15
  3.0805405524089791E+00 a      1096     0    55     1    16
 -6.4367542132474460E+00 a      1097     0    55     1    17
 -1.5001350450432338E+00 a      1098     0    55     1    18
 -1.7248054027886666E+00 a      1099     0    55     1    19
  4.3932900205219845E+00 a      1100     0    55     1    20
 -2.2765988185561967E-01 a      1101     0    56     1     1
 -6.4081877809731658E-01 a      1102     0    56     1     2
 -8.9503050534484863E-01 a      1103     0    56     1     3
  2.9817711219097389E+00 a      1104     0    56     1     4
 -3.2683392680129014E-02 a      1105     0    56     1     5
 -1.7866603788835604E+00 a      1106     0    56     1     6
  1.2320870145677218E+00 a      1107     0    56     1     7
  2.4099679562572551E-01 a      1108     0    56     1     8
 -1.1016717358099386E+00 a      1109     0    56     1     9
  1.5592026298526912E-01 a      1110     0    56     1    10
 -1.6363540620959431E+00 a      1111     0    56     1    11
 -2.7564202867343579E-01 a      1112     0    56     1    12
  1.6543194265015306E+00 a      1113     0    56     1    13
  6.7194167382344894E-01 a      1114     0    56     1    14
 -3.1321901597719215E-01 a      1115     0    56     1    15
  1.8098926270158202E+00 a      1116     0    56     1    16
  1.0451625308314562E-01 a      1117     0    56     1    17
 -1.3798253282468673E+00 a      1118     0    56     1    18
 -1.2844557820034519E+00 a      1119     0    56     1    19
  2.1693600403627208E-01 a      1120     0    56     1    20
  1.2534560005263418E+00 a      1121     0    57     1     1
  2.2907454110430697E-01 a      1122     0    57     1     2
 -1.0068456324887207E+00 a      1123     0    57     1     3
 -8.3018165602400584E-01 a      1124     0    57     1     4
  2.3608067614238382E-01 a      1125     0    57     1     5
  1.9379127836770365E+00 a      1126     0    57     1     6
 -2.3969693163056633E+00 a      1127     0    57     1     7
  3.4289185384413519E+00 a      1128     0    57     1     8
  1.2625866351448924E+00 a      1129     0    57     1     9
 -8.2889714191144359E-01 a      1130     0    57     1    10
  7.6923077936441153E-01 a      1131     0    57     1    11
 -2.5134570440137501E-02 a      1132     0    57     1    12
 -3.2028873522317958E+00 a      1133     0    57     1    13
 -3.2906958215029021E+00 a      1134     0    57     1    14
 -5.4463202298165632E+00 a      1135     0    57     1    15
 -1.2969591381291392E+00 a      1136     0    57     1    16
 -3.2470068319552525E+00 a      1137     0    57     1    17
 -2.6860460983860066E+00 a      1138     0    57     1    18
 -1.9796101912341226E+00 a      1139     0    57     1    19
  1.7339871009045065E+00 a      1140     0    57     1    20
 -7.4853113657295933E-01 a      1141     0    58     1     1
 -1.2632348731004441E+00 a      1142     0    58     1     2
  9.9528175994273416E-01 a      1143     0    58     1     3
 -1.3669614855295511E+00 a      1144     0    58     1     4
 -6.7946191850624094E-01 a      1145     0    58     1     5
  7.8638804448114419E-01 a      1146     0    58     1     6
 -5.7726572838532088E-02 a      1147     0    58     1     7
 -8.0763307855152255E-01 a      1148     0    58     1     8
  1.2248024743729606E+00 a      1149     0    58     1     9
  2.9149962069474445E-02 a      1150     0    58     1    10
 -1.9598484643869969E+00 a      1151     0    58     1    11
  4.2558762147218759E-01 a      1152     0    58     1    12
  2.5274488858668724E+00 a      1153     0    58     1    13
 -9.0604434144024130E-03 a      1154     0    58     1    14
  2.4184809096527711E+00 a      1155     0    58     1    15
  3.6385597574083168E+00 a      1156     0    58     1    16
  1.5824973958689494E+00 a      1157     0    58     1    17
  2.8479839109296949E+00 a      1158     0    58     1    18
  1.8016986978165745E+00 a      1159     0    58     1    19
  2.1071356326320285E+00 a      1160     0    58     1    20
 -1.7233426459373633E+00 a      1161     0    59     1     1
 -2.3397297496058629E+00 a      1162     0    59     1     2
 -3.0872862712450727E-01 a      1163     0    59     1     3
 -4.0640950870221915E-01 a      1164     0    59     1     4
  5.9760060433612261E-01 a      1165     0    59     1     5
  6.9107602154453079E-02 a      1166     0    59     1     6
 -7.5428779972403703E-01 a      1167     0    59     1     7
 -1.7810460485769253E+00 a      1168     0    59     1     8
 -2.9662317433500975E+00 a      1169     0    59     1     9
 -6.6186322350137738E-01 a      1170     0    59     1    10
 -6.5977148832315524E-01 a      1171     0    59     1    11
  1.3530465998322089E-01 a      1172     0    59     1    12
  2.2855251553722247E+00 a      1173     0    59     1    13
 -4.6155043567778442E-01 a      1174     0    59     1    14
 -8.4138739446640376E-01 a      1175     0    59     1    15
 -9.9474033250408223E-01 a      1176     0    59     1    16
 -2.1392853562348518E-01 a      1177     0    59     1    17
  4.0729954623977360E-01 a      1178     0    59     1    18
  1.1858071736977098E+00 a      1179     0    59     1    19
  1.4074902020900510E+00 a      1180     0    59     1    20
 -5.7285453415251659E+00 a      1181     0    60     1     1
  1.3123450930439347E+00 a      1182     0    60     1     2
  4.3796368627394227E+00 a      1183     0    60     1     3
  2.4528125523947990E+00 a      1184     0    60     1     4
 -1.6762203417342441E+00 a      1185     0    60     1     5
 -3.7182723953374990E+00 a      1186     0    60     1     6
  3.7798188005005167E+00 a      1187     0    60     1     7
 -3.4834185495124226E+00 a      1188     0    60     1     8
  4.5950293318162444E-01 a      1189     0    60     1     9
  2.4818053960240216E+00 a      1190     0    60     1    10
 -2.1318291496063488E+00 a      1191     0    60     1    11
 -5.6471509065271341E+00 a      1192     0    60     1    12
 -2.1429079231846090E-01 a      1193     0    60     1    13
  1.2215749926338633E+00 a      1194     0    60     1    14
  9.5840212979185879E-01 a      1195     0    60     1    15
  1.0128839634391096E+00 a      1196     0    60     1    16
  2.5653551064680360E+00 a      1197     0    60     1    17
  3.5944600003866117E-01 a      1198     0    60     1    18
  2.4626075129085376E+00 a      1199     0    60     1    19
  1.5797255596188144E+00 a      1200     0    60     1    20
  1.1758412097993098E+00 a      1201     0    61     1     1
  2.2054061498071073E-01 a      1202     0    61     1     2
 -2.9315692653109260E-01 a      1203     0    61     1     3
 -1.7371228142554569E+00 a      1204     0    61     1     4
  7.0867549038088384E-01 a      1205     0    61     1     5
  7.9581222648329841E-01 a      1206     0    61     1     6
  4.6361939821921710E-01 a      1207     0    61     1     7
  5.8651411299971035E-01 a      1208     0    61     1     8
  1.7592184858665021E+00 a      1209     0    61     1     9
  8.4990104269015126E-02 a      1210     0    61     1    10
 -5.5775206133634703E-01 a      1211     0    61     1    11
 -1.1193038505441182E+00 a      1212     0    61     1    12
 -1.3394654901390104E+00 a      1213     0    61     1    13
 -7.8634830772259323E-01 a      1214     0    61     1    14
  2.5530163915204235E-01 a      1215     0    61     1    15
  4.8456967069432744E-01 a      1216     0    61     1    16
 -1.4928326005602902E-01 a      1217     0    61     1    17
 -7.0319934501148734E-02 a      1218     0    61     1    18
 -3.2893626458236758E-01 a      1219     0    61     1    19
  8.7664090265344274E-01 a      1220     0    61     1    20
  1.2201734949725180E+00 a      1221     0    62     1     1
 -1.4741282462277103E+00 a      1222     0    62     1     2
 -2.6902780631418377E+00 a      1223     0    62     1     3
  6.4118345856203451E-01 a      1224     0    62     1     4
 -2.0029745723707673E+00 a      1225     0    62     1     5
  1.1639439057413552E+00 a      1226     0    62     1     6
 -1.0804334702537539E+00 a      1227     0    62     1     7
  1.0290102889259245E-01 a      1228     0    62     1     8
  1.0792635264365626E+00 a      1229     0    62     1     9
 -6.1060373174862281E-01 a      1230     0    62     1    10
  6.4271618754368176E-01 a      1231     0    62     1    11
  4.1704914961959952E-02 a      1232     0    62     1    12
 -2.7020299657497460E+00 a      1233     0    62     1    13
  7.0042901958008086E-01 a      1234     0    62     1    14
  4.6220173590025944E+00 a      1235     0    62     1    15
 -9.3007120036372426E-01 a      1236     0    62     1    16
  1.6606547617791900E+00 a      1237     0    62     1    17
 -4.4291026268269190E-01 a      1238     0    62     1    18
 -1.5762494882996854E+00 a      1239     0    62     1    19
 -9.3673168725829967E-02 a      1240     0    62     1    20
  1.9823508114151447E+00 a      1241     0    63     1     1
  1.3708674555959606E+00 a      1242     0    63     1     2
 -1.3872645306414191E+00 a      1243     0    63     1     3
  2.4049175915987625E-02 a      1244     0    63     1     4
  1.8122928857537732E+00 a      1245     0    63     1     5
  3.0622650946427874E+00 a      1246     0    63     1     6
 -4.8785683097280971E-02 a      1247     0    63     1     7
 -8.6789556404333001E-01 a      1248     0    63     1     8
 -4.4272020903662845E-01 a      1249     0    63     1     9
  3.6660625068148450E-01 a      1250     0    63     1    10
  4.7428353836302426E+00 a      1251     0    63     1    11
 -7.2078335057537701E-01 a      1252     0    63     1    12
 -1.8132283496867250E+00 a      1253     0    63     1    13
 -1.8717525454053010E+00 a      1254     0    63     1    14
 -5.0462661481012405E-01 a      1255     0    63     1    15
  3.8990665585961071E-01 a      1256     0    63     1    16
  3.3543132186612540E-01 a      1257     0    63     1    17
 -3.4194382188485273E+00 a      1258     0    63     1    18
 -1.3270555210221129E+00 a      1259     0    63     1    19
 -1.8197651176315846E+00 a      1260     0    63     1    20
 -2.1547112851987089E+00 a      1261     0    64     1     1
 -7.6794840481148963E-01 a      1262     0    64     1     2
 -3.8537299760125310E-01 a      1263     0    64     1     3
  1.7323751692113210E-01 a      1264     0    64     1     4
 -4.0435675795026293E-01 a      1265     0    64     1     5
 -3.9643425616766692E-01 a      1266     0    64     1     6
 -3.0352191317240623E-01 a      1267     0    64     1     7
 -1.1846074939001963E+00 a      1268     0    64     1     8
  6.2088422710959590E-01 a      1269     0    64     1     9
  3.3820296884075067E+00 a      1270     0    64     1    10
 -3.3691627685991681E+00 a      1271     0    64     1    11
  3.1297205715399540E-01 a      1272     0    64     1    12
  6.6022442938567449E-01 a      1273     0    64     1    13
  5.1057741610034590E-01 a      1274     0    64     1    14
 -1.2242752503124203E+00 a      1275     0    64     1    15
  2.1418034229898364E-01 a      1276     0    64     1    16
  9.7965821963587899E-02 a      1277     0    64     1    17
  4.5689251655756484E+00 a      1278     0    64     1    18
  7.4178280708475686E-01 a      1279     0    64     1    19
  1.4580371510660652E+00 a      1280     0    64     1    20
  5.0230250090038697E-01 b      1281     1     1
 -1.6789766381683149E-01 b      1282     1     2
 -1.6334527899104823E-01 b      1283     1     3
  4.2476464442336015E-01 b      1284     1     4
  1.0000082326460649E-01 b      1285     1     5
 -2.8080034424835043E-01 b      1286     1     6
 -8.3851915373645697E-02 b      1287     1     7
  5.7031721478441266E-01 b      1288     1     8
 -2.2632446349298371E-01 b      1289     1     9
  1.0854196017104555E-01 b      1290     1    10
 -3.0234444770641494E-01 b      1291     1    11
 -8.4903552348528769E-02 b      1292     1    12
 -5.6243528411010613E-01 b      1293     1    13
 -6.0533610782341130E-01 b      1294     1    14
  3.0863074257501943E-01 b      1295     1    15
 -1.2081249716458355E-01 b      1296     1    16
 -1.3242929399997003E-01 b      1297     1    17
  1.9120023608922374E-01 b      1298     1    18
  6.3002948072508214E-01 b      1299     1    19
  8.2651835850766034E-02 b      1300     1    20
  5.0538804774598478E-01 a      1301     1     1     2     1
 -2.8558100399821318E-01 a      1302     1     1     2     2
 -9.2172411008856525E-01 a      1303     1     1     2     3
 -8.1069644202427804E-01 a      1304     1     1     2     4
 -9.9642511530109901E-01 a      1305     1     1     2     5
 -1.6734929211849796E+00 a      1306     1     1     2     6
  6.9036335902932433E-01 a      1307     1     1     2     7
  4.3604731939046132E-01 a      1308     1     1     2     8
  1.1772830995706172E+00 a      1309     1     1     2     9
  6.2720225172584354E-01 a      1310     1     1     2    10
 -7.6913035626926618E-01 a      1311     1     1     2    11
  8.2636067079642095E-01 a      1312     1     1     2    12
  4.2953344283841788E-02 a      1313     1     1     2    13
  1.2038502951669274E+00 a      1314     1     1     2    14
 -1.7569083483554726E-01 a      1315     1     1     2    15
 -1.4531971678316394E-01 a      1316     1     1     2    16
 -7.1273060902948937E-02 a      1317     1     1     2    17
  2.1427561008110993E-01 a      1318     1     1     2    18
  2.7014514260728201E-01 a      1319     1     1     2    19
  9.2561599098665859E-01 a      1320     1     1     2    20
  1.6610679695459024E-01 a      1321     1     2     2     1
 -8.1937116414764033E-01 a      1322     1     2     2     2
 -8.2712971768483834E-01 a      1323     1     2     2     3
 -5.7520758149801454E-01 a      1324     1     2     2     4
 -5.8093575192038331E-02 a      1325     1     2     2     5
  6.7852906050330408E-01 a      1326     1     2     2     6
  1.2227400145509835E+00 a      1327     1     2     2     7
  8.6990024075426453E-01 a      1328     1     2     2     8
  2.9226997290459290E-02 a      1329     1     2     2     9
 -7.9101776357993425E-01 a      1330     1     2     2    10
 -9.3824268593112869E-01 a      1331     1     2     2    11
 -9.8569319580301518E-01 a      1332     1     2     2    12
  7.3043418757186129E-01 a      1333     1     2     2    13
  2.5003372118962038E-02 a      1334     1     2     2    14
  2.7271137166694048E-01 a      1335     1     2     2    15
  1.9248413559726694E+00 a      1336     1     2     2    16
  4.5486918192910936E-01 a      1337     1     2     2    17
 -5.9843339793897776E-01 a      1338     1     2     2    18
 -1.2211545033131620E-01 a      1339     1     2     2    19
  3.9320254731149790E-01 a      1340     1     2     2    20
 -5.2029580468927228E-01 a      1341     1     3     2     1
  1.8290822491361095E-01 a      1342     1     3     2     2
  6.9997246240965305E-01 a      1343     1     3     2     3
  2.7571827392564108E-01 a      1344     1     3     2     4
 -1.3250419350026060E-01 a      1345     1     3     2     5
  4.0741737926030941E-01 a      1346     1     3     2     6
 -7.4477517981870789E-01 a      1347     1     3     2     7
  1.2593637811463989E+00 a      1348     1     3     2     8
 -3.9892390219413754E-01 a      1349     1     3     2     9
 -1.2989095322633903E-01 a      1350     1     3     2    10
  1.0058970361329092E+00 a      1351     1     3     2    11
 -4.3049975966462778E-01 a      1352     1     3     2    12
 -7.4848717410450460E-02 a      1353     1     3     2    13
 -8.2424669837585895E-01 a      1354     1     3     2    14
  1.7651547705385850E-01 a      1355     1     3     2    15
  3.6243836182899042E-01 a      1356     1     3     2    16
 -8.3905768207897385E-02 a      1357     1     3     2    17
 -1.2444915530163470E-01 a      1358     1     3     2    18
  8.6603347465023484E-01 a      1359     1     3     2    19
 -6.3619470968229452E-01 a      1360     1     3     2    20
  3.9349269319238089E-01 a      1361     1     4     2     1
  2.1119869381458783E-01 a      1362     1     4     2     2
 -1.9454729521787215E-01 a      1363     1     4     2     3
  3.7821330132398773E-02 a      1364     1     4     2     4
 -2.7939097411561620E-01 a      1365     1     4     2     5
  1.5663914374993679E-01 a      1366     1     4     2     6
 -1.5147033460958754E+00 a      1367     1     4     2     7
  6.7330499096895824E-01 a      1368     1     4     2     8
 -1.3181601321747707E+00 a      1369     1     4     2     9
 -2.0421724013884943E+00 a      1370     1     4     2    10
 -8.2668610852776725E-01 a      1371     1     4     2    11
  1.0217737588681708E+00 a      1372     1     4     2    12
 -9.0050983390709738E-01 a      1373     1     4     2    13
  9.4277963426056410E-01 a      1374     1     4     2    14
 -9.8564331871635602E-01 a      1375     1     4     2    15
  2.0450780978463248E-01 a      1376     1     4     2    16
  1.7569305385585614E+00 a      1377     1     4     2    17
 -8.4055230147250337E-01 a      1378     1     4     2    18
  3.3632812815756630E-01 a      1379     1     4     2    19
 -1.4471835989733537E+00 a      1380     1     4     2    20
  1.1617312342097970E+00 a      1381     1     5     2     1
 -2.8081258204333392E-01 a      1382     1     5     2     2
  6.6182226594902416E-01 a      1383     1     5     2     3
  2.1161470253214776E-01 a      1384     1     5     2     4
  2.8579508569517731E-01 a      1385     1     5     2     5
  1.0989339385472949E+00 a      1386     1     5     2     6
  3.3111151052235849E-01 a      1387     1     5     2     7
 -1.8220825616073960E-01 a      1388     1     5     2     8
 -9.7362564803438978E-01 a      1389     1     5     2     9
 -2.0135831502203844E-01 a      1390     1     5     2    10
  7.0165690023007321E-01 a      1391     1     5     2    11
  3.0625383611745832E-01 a      1392     1     5     2    12
 -8.5896856952949030E-01 a      1393     1     5     2    13
 -1.0822249913653290E+00 a      1394     1     5     2    14
  1.6652961230897405E+00 a      1395     1     5     2    15
 -1.2628399240862359E-01 a      1396     1     5     2    16
 -1.3180338499800506E+00 a      1397     1     5     2    17
 -9.1190404677921821E-01 a      1398     1     5     2    18
  8.7890996723141646E-01 a      1399     1     5     2    19
 -7.2468286583753039E-02 a      1400     1     5     2    20
 -5.0290824037634296E-01 a      1401     1     6     2     1
 -2.8054897363479471E-02 a      1402     1     6     2     2
 -9.6748724780243767E-01 a      1403     1     6     2     3
 -7.0539569741440329E-03 a      1404     1     6     2     4
  8.7725202618506668E-03 a      1405     1     6     2     5
 -9.8454764387773075E-01 a      1406     1     6     2     6
  1.2318475718097310E+00 a      1407     1     6     2     7
  8.0663378016801268E-01 a      1408     1     6     2     8
 -7.4358888244002844E-02 a      1409     1     6     2     9
  1.1727230960668857E+00 a      1410     1     6     2    10
 -1.2715933249822328E-01 a      1411     1     6     2    11
  8.6395577933062606E-01 a      1412     1     6     2    12
  7.3483985220130599E-01 a      1413     1     6     2    13
  1.6440243301413038E-01 a      1414     1     6     2    14
  1.4892097684309624E+00 a      1415     1     6     2    15
  2.1004483239547100E-01 a      1416     1     6     2    16
  7.2401491080731306E-01 a      1417     1     6     2    17
 -8.8994508793519778E-02 a      1418     1     6     2    18
  9.5738498680179607E-01 a      1419     1     6     2    19
  1.6749107898856730E-01 a      1420     1     6     2    20
  3.8575821234859843E-02 a      1421     1     7     2     1
 -7.8963721925790720E-01 a      1422     1     7     2     2
  9.9867741860741988E-01 a      1423     1     7     2     3
 -1.1236916955451198E-01 a      1424     1     7     2     4
  4.3516428801576212E-01 a      1425     1     7     2     5
  2.1025202227009312E+00 a      1426     1     7     2     6
  4.7041418267409746E-01 a      1427     1     7     2     7
  5.9822891794285615E-01 a      1428     1     7     2     8
 -4.3075402732543427E-01 a      1429     1     7     2     9
  1.3145868913576813E+00 a      1430     1     7     2    10
  1.9609047682779523E+00 a      1431     1     7     2    11
  3.1610953122693081E-01 a      1432     1     7     2    12
 -6.1219159970755654E-01 a      1433     1     7     2    13
 -6.9168706363792076E-01 a      1434     1     7     2    14
  5.8767046551940749E-01 a      1435     1     7     2    15
 -3.6329462034802873E-01 a      1436     1     7     2    16
  3.3352907833436966E-02 a      1437     1     7     2    17
  5.0665984900019578E-01 a      1438     1     7     2    18
  4.5065541574755114E-01 a      1439     1     7     2    19
  5.1719686493147810E-01 a      1440     1     7     2    20
  1.6686544961834851E-01 a      1441     1     8     2     1
 -2.3149307907539081E+00 a      1442     1     8     2     2
 -2.2208192771509341E-01 a      1443     1     8     2     3
  4.0099241128065150E-01 a      1444     1     8     2     4
  8.6511814656473984E-01 a      1445     1     8     2     5
 -8.3005298156934881E-01 a      1446     1     8     2     6
  2.0146070853244287E+00 a      1447     1     8     2     7
 -7.5490435980726034E-01 a      1448     1     8     2     8
  5.8615936602281871E-01 a      1449     1     8     2     9
  8.6353516910713934E-01 a      1450     1     8     2    10
  6.8637304504136809E-01 a      1451     1     8     2    11
  1.9920302919692618E+00 a      1452     1     8     2    12
 -6.8345650254507367E-02 a      1453     1     8     2    13
  8.1492069014247404E-01 a      1454     1     8     2    14
  7.4694168029558794E-01 a      1455     1     8     2    15
 -9.9730511436682726E-02 a      1456     1     8     2    16
 -1.2564910966131417E+00 a      1457     1     8     2    17
 -6.4018585278158277E-02 a      1458     1     8     2    18
 -9.6057553580958699E-01 a      1459     1     8     2    19
  2.2775009494908138E+00 a      1460     1     8     2    20
 -2.2366612583333675E-01 a      1461     1     9     2     1
 -2.2935075179977782E-01 a      1462     1     9     2     2
 -1.5719307532470808E-01 a      1463     1     9     2     3
  1.2360565624433943E-01 a      1464     1     9     2     4
  6.1916483021545987E-01 a      1465     1     9     2     5
  2.0934099300597697E-01 a      1466     1     9     2     6
  1.1085089742169050E+00 a      1467     1     9     2     7
  5.1067842540978792E-01 a      1468     1     9     2     8
  3.6135298028865670E-01 a      1469     1     9     2     9
 -3.3341957182883375E-01 a      1470     1     9     2    10
 -1.3425532492290282E+00 a      1471     1     9     2    11
 -3.4377979480961308E-02 a      1472     1     9     2    12
 -7.5722073906695109E-01 a      1473     1     9     2    13
  2.6337072508512338E-01 a      1474     1     9     2    14
 -6.8604205412636968E-02 a      1475     1     9     2    15
  5.3955913612778583E-01 a      1476     1     9     2    16
  7.7926991606456275E-01 a      1477     1     9     2    17
 -1.5182432797776304E+00 a      1478     1     9     2    18
  7.2609036425149223E-02 a      1479     1     9     2    19
 -1.0309960022981382E-02 a      1480     1     9     2    20
  1.9356671314746468E-01 a      1481     1    10     2     1
 -1.0186607062711547E-01 a      1482     1    10     2     2
  5.4495240378512166E-01 a      1483     1    10     2     3
 -5.1250389103067007E-01 a      1484     1    10     2     4
  5.2013207031330289E-01 a      1485     1    10     2     5
  1.3076491945058573E+00 a      1486     1    10     2     6
  8.0928214539016863E-01 a      1487     1    10     2     7
 -1.4200276433160319E+00 a      1488     1    10     2     8
  2.4776463764866258E-01 a      1489     1    10     2     9
  8.4993652887011995E-02 a      1490     1    10     2    10
 -1.3938699754035726E+00 a      1491     1    10     2    11
  2.3631706329459992E-01 a      1492     1    10     2    12
  3.4736006458406765E-01 a      1493     1    10     2    13
 -1.9307031226151253E-03 a      1494     1    10     2    14
  6.1286380003949215E-01 a      1495     1    10     2    15
  1.6799860699930533E-01 a      1496     1    10     2    16
 -2.8197014248932204E-02 a      1497     1    10     2    17
 -4.1805364827326341E-01 a      1498     1    10     2    18
  2.6151619522623265E-01 a      1499     1    10     2    19
  6.4455418903442385E-01 a      1500     1    10     2    20
  7.1203944055434909E-01 a      1501     1    11     2     1
 -5.0611592178325326E-01 a      1502     1    11     2     2
  1.0341908505906066E+00 a      1503     1    11     2     3
 -4.6308221166068281E-01 a      1504     1    11     2     4
 -4.6468157979908842E-01 a      1505     1    11     2     5
 -4.2532034588626272E-01 a      1506     1    11     2     6
 -4.0400417108338571E-01 a      1507     1    11     2     7
 -5.6187688710686960E-02 a      1508     1    11     2     8
 -9.0985789055812905E-01 a      1509     1    11     2     9
  3.4558281290306520E-01 a      1510     1    11     2    10
  7.1082839953427579E-01 a      1511     1    11     2    11
  1.5134729221121725E+00 a      1512     1    11     2    12
 -9.3812360330538569E-01 a      1513     1    11     2    13
  2.6473417981490516E-01 a      1514     1    11     2    14
  4.5669970335650706E-01 a      1515     1    11     2    15
 -8.6508834707274374E-01 a      1516     1    11     2    16
  7.1274290665296036E-01 a      1517     1    11     2    17
  2.6132075311155939E-01 a      1518     1    11     2    18
  3.3785164971557458E-01 a      1519     1    11     2    19
  6.8554631320943493E-01 a      1520     1    11     2    20
 -6.3050065595344496E-01 a      1521     1    12     2     1
  4.2425743403263189E-01 a      1522     1    12     2     2
  7.0557006376112863E-01 a      1523     1    12     2     3
 -9.4939961765863438E-03 a      1524     1    12     2     4
 -6.5178828888875284E-01 a      1525     1    12     2     5
 -8.6127496385046587E-01 a      1526     1    12     2     6
  1.6534775313963848E-01 a      1527     1    12     2     7
 -8.5251535338253903E-01 a      1528     1    12     2     8
  1.4169133993145394E-01 a      1529     1    12     2     9
  9.8216118410322328E-01 a      1530     1    12     2    10
  1.3149318356723994E-01 a      1531     1    12     2    11
 -1.5250449001345201E+00 a      1532     1    12     2    12
  4.2100840266133283E-01 a      1533     1    12     2    13
 -5.4482482932076681E-01 a      1534     1    12     2    14
  2.7370567903942139E-01 a      1535     1    12     2    15
 -1.1409348694409678E+00 a      1536     1    12     2    16
 -7.6679609768155121E-01 a      1537     1    12     2    17
  8.2573582154480962E-01 a      1538     1    12     2    18
  5.9239476583781613E-02 a      1539     1    12     2    19
  4.1398916702870303E-01 a      1540     1    12     2    20
 -4.2570248063164806E-01 a      1541     1    13     2     1
  9.5471028967750993E-01 a      1542     1    13     2     2
  6.4138236493812073E-01 a      1543     1    13     2     3
  3.7327790305727436E-02 a      1544     1    13     2     4
 -1.6063653202269110E+00 a      1545     1    13     2     5
  1.9314459883240397E-03 a      1546     1    13     2     6
 -2.1874340011238358E+00 a      1547     1    13     2     7
  1.7134658211292406E+00 a      1548     1    13     2     8
  1.4250600594191400E+00 a      1549     1    13     2     9
  4.4543295368448352E-02 a      1550     1    13     2    10
  2.7634638222737542E+00 a      1551     1    13     2    11
 -5.5772986115727341E-01 a      1552     1    13     2    12
 -4.8562776537362257E-01 a      1553     1    13     2    13
  8.2200840064788838E-02 a      1554     1    13     2    14
 -1.1030125741300236E+00 a      1555     1    13     2    15
 -1.3909713479283288E+00 a      1556     1    13     2    16
 -6.4399714258065066E-01 a      1557     1    13     2    17
  6.7036180930694256E-01 a      1558     1    13     2    18
 -2.5710129305798357E-01 a      1559     1    13     2    19
 -7.3230458020407743E-02 a      1560     1    13     2    20
  1.1151737654596721E+00 a      1561     1    14     2     1
 -7.7510110381712793E-01 a      1562     1    14     2     2
  3.3125038107825389E-01 a      1563     1    14     2     3
 -8.5724569366954795E-01 a      1564     1    14     2     4
 -5.0910872958010245E-01 a      1565     1    14     2     5
 -1.0044948379663805E-01 a      1566     1    14     2     6
  1.2511613588557817E+00 a      1567     1    14     2     7
  1.7052523819669391E-01 a      1568     1    14     2     8
  9.6436160163246187E-02 a      1569     1    14     2     9
 -3.5611452598567922E-01 a      1570     1    14     2    10
  4.2414440541465126E-01 a      1571     1    14     2    11
  1.4250917565519308E-01 a      1572     1    14     2    12
 -3.8411858250272207E-01 a      1573     1    14     2    13
  1.4853894867693415E-01 a      1574     1    14     2    14
 -2.2071166224945210E-01 a      1575     1    14     2    15
  1.3462287563720501E-01 a      1576     1    14     2    16
 -1.3575535318769725E+00 a      1577     1    14     2    17
  2.3926844065605699E-01 a      1578     1    14     2    18
 -4.2498587743495714E-01 a      1579     1    14     2    19
  3.8171102011102509E-01 a      1580     1    14     2    20
