    608  1           9.418 -43.864   0.000 
    609  2           6.907 -49.664   0.000 
    610  2           9.418 -45.314   0.000 
    611  1          15.697 -50.390   0.000 
    612  1          13.186 -46.039   0.000 
    613  2          10.674 -51.840   0.000 
    614  2          13.186 -47.489   0.000 
    615  1          13.186 -50.390   0.000 
    616  1          15.697 -46.039   0.000 
    617  2          13.186 -51.840   0.000 
    618  2          10.674 -47.489   0.000 
    619  1          14.441 -48.214   0.000 
    620  1          11.930 -43.864   0.000 
    621  2          14.441 -49.664   0.000 
    622  2          11.930 -45.314   0.000 
    623  1          11.930 -48.214   0.000 
    624  1          14.441 -43.864   0.000 
    625  2          11.930 -49.664   0.000 
    626  2          14.441 -45.314   0.000 
    627  1          20.720 -50.390   0.000 
    628  1          18.209 -46.039   0.000 
    629  2          15.697 -51.840   0.000 
    630  2          18.209 -47.489   0.000 
    631  1          18.209 -50.390   0.000 
    632  1          20.720 -46.039   0.000 
    633  2          18.209 -51.840   0.000 
    634  2          15.697 -47.489   0.000 
    635  1          19.465 -48.214   0.000 
    636  1          16.953 -43.864   0.000 
    637  2          19.465 -49.664   0.000 
    638  2          16.953 -45.314   0.000 
    639  1          16.953 -48.214   0.000 
    640  1          19.465 -43.864   0.000 
    641  2          16.953 -49.664   0.000 
    642  2          19.465 -45.314   0.000 
    643  1          25.744 -50.390   0.000 
    644  1          23.232 -46.039   0.000 
    645  2          20.720 -51.840   0.000 
    646  2          23.232 -47.489   0.000 
    647  1          23.232 -50.390   0.000 
    648  1          25.744 -46.039   0.000 
    649  2          23.232 -51.840   0.000 
    650  2          20.720 -47.489   0.000 
    651  1          24.488 -48.214   0.000 
    652  1          21.976 -43.864   0.000 
    653  2          24.488 -49.664   0.000 
    654  2          21.976 -45.314   0.000 
    655  1          21.976 -48.214   0.000 
    656  1          24.488 -43.864   0.000 
    657  2          21.976 -49.664   0.000 
    658  2          24.488 -45.314   0.000 
    659  1          30.767 -50.390   0.000 
    660  1          28.255 -46.039   0.000 
    661  2          25.744 -51.840   0.000 
    662  2          28.255 -47.489   0.000 
    663  1          28.255 -50.390   0.000 
    664  1          30.767 -46.039   0.000 
    665  2          28.255 -51.840   0.000 
    666  2          25.744 -47.489   0.000 
    667  1          29.511 -48.214   0.000 
    668  1          26.999 -43.864   0.000 
    669  2          29.511 -49.664   0.000 
    670  2          26.999 -45.314   0.000 
    671  1          26.999 -48.214   0.000 
    672  1          29.511 -43.864   0.000 
    673  2          26.999 -49.664   0.000 
    674  2          29.511 -45.314   0.000 
    675  1          35.790 -50.390   0.000 
    676  1          33.278 -46.039   0.000 
    677  2          30.767 -51.840   0.000 
    678  2          33.278 -47.489   0.000 
    679  1          33.278 -50.390   0.000 
    680  1          35.790 -46.039   0.000 
    681  2          33.278 -51.840   0.000 
    682  2          30.767 -47.489   0.000 
    683  1          34.534 -48.214   0.000 
    684  1          32.023 -43.864   0.000 
    685  2          34.534 -49.664   0.000 
    686  2          32.023 -45.314   0.000 
    687  1          32.023 -48.214   0.000 
    688  1          34.534 -43.864   0.000 
    689  2          32.023 -49.664   0.000 
    690  2          34.534 -45.314   0.000 
    691  1          40.813 -50.390   0.000 
    692  1          38.302 -46.039   0.000 
    693  2          35.790 -51.840   0.000 
    694  2          38.302 -47.489   0.000 
    695  1          38.302 -50.390   0.000 
    696  1          40.813 -46.039   0.000 
    697  2          38.302 -51.840   0.000 
    698  2          35.790 -47.489   0.000 
    699  1          39.557 -48.214   0.000 
    700  1          37.046 -43.864   0.000 
    701  2          39.557 -49.664   0.000 
    702  2          37.046 -45.314   0.000 
    703  1          37.046 -48.214   0.000 
    704  1          39.557 -43.864   0.000 
    705  2          37.046 -49.664   0.000 
    706  2          39.557 -45.314   0.000 
    707  1          45.836 -50.390   0.000 
    708  1          43.325 -46.039   0.000 
