# Time-averaged data for fix f7
# TimeStep c_allmsd[1] c_allmsd[2] c_allmsd[3] c_allmsd[4]
41640 0.0135303 0.0108243 0.0103318 0.0346864
41645 0.0133423 0.0108541 0.0102769 0.0344733
41650 0.0131645 0.0109098 0.010225 0.0342993
41655 0.0129945 0.0109901 0.0101749 0.0341594
41660 0.0128346 0.0110963 0.010127 0.0340579
41665 0.0126927 0.0112312 0.0100834 0.0340073
41670 0.0125812 0.011398 0.0100468 0.034026
41675 0.0125134 0.0115977 0.0100206 0.0341318
41680 0.0125004 0.0118275 0.0100081 0.034336
41685 0.0125471 0.0120787 0.0100133 0.0346391
41690 0.0126504 0.0123381 0.0100409 0.0350294
41695 0.0127995 0.0125893 0.0100968 0.0354856
41700 0.0129764 0.0128158 0.0101874 0.0359796
41705 0.0131593 0.0130034 0.0103172 0.0364799
41710 0.0133252 0.0131421 0.0104874 0.0369546
41715 0.013453 0.0132277 0.010693 0.0373737
41720 0.0135256 0.0132626 0.0109233 0.0377115
41725 0.0135317 0.0132563 0.0111633 0.0379514
41730 0.0134674 0.0132237 0.0113966 0.0380877
41735 0.0133367 0.013182 0.0116084 0.0381272
41740 0.0131514 0.0131477 0.0117886 0.0380876
41745 0.0129285 0.0131336 0.0119326 0.0379947
41750 0.012688 0.0131466 0.0120424 0.0378769
41755 0.0124499 0.0131865 0.0121232 0.0377596
41760 0.0122308 0.0132466 0.0121817 0.0376591
41765 0.0120412 0.0133155 0.012223 0.0375797
41770 0.011884 0.0133794 0.0122496 0.037513
41775 0.0117556 0.0134253 0.0122613 0.0374422
41780 0.0116489 0.0134431 0.0122562 0.0373482
41785 0.0115571 0.0134281 0.0122324 0.0372177
41790 0.0114772 0.0133804 0.0121895 0.0370472
41795 0.0114118 0.0133043 0.0121306 0.0368468
41800 0.0113693 0.0132073 0.0120624 0.0366389
41805 0.011361 0.0130983 0.0119934 0.0364527
41810 0.0113983 0.0129864 0.0119325 0.0363172
41815 0.0114881 0.0128801 0.0118874 0.0362556
41820 0.0116302 0.0127869 0.0118638 0.0362809
41825 0.0118162 0.0127134 0.0118649 0.0363944
41830 0.0120305 0.012665 0.0118909 0.0365864
41835 0.0122534 0.012647 0.0119399 0.0368402
41840 0.0124645 0.0126626 0.0120078 0.0371349
41845 0.0126476 0.0127121 0.0120883 0.037448
41850 0.0127931 0.0127928 0.0121743 0.0377602
41855 0.0128995 0.0128988 0.0122588 0.0380572
41860 0.0129732 0.0130216 0.0123349 0.0383297
41865 0.0130256 0.0131506 0.012396 0.0385722
41870 0.0130713 0.0132744 0.012437 0.0387827
41875 0.0131248 0.0133815 0.0124545 0.0389608
41880 0.013198 0.0134603 0.0124468 0.0391051
41885 0.0132994 0.0135002 0.0124129 0.0392125
41890 0.0134328 0.0134926 0.0123529 0.0392783
41895 0.0135975 0.0134308 0.0122678 0.0392961
41900 0.0137884 0.0133114 0.0121603 0.0392601
41905 0.013997 0.0131344 0.0120352 0.0391666
41910 0.014212 0.012905 0.0119005 0.0390175
41915 0.0144208 0.0126343 0.0117665 0.0388216
41920 0.0146111 0.0123401 0.0116452 0.0385964
41925 0.0147716 0.0120446 0.0115479 0.0383641
41930 0.0148933 0.0117719 0.0114824 0.0381475
41935 0.0149701 0.0115437 0.0114524 0.0379662
41940 0.0149998 0.0113779 0.0114568 0.0378345
41945 0.0149847 0.0112864 0.0114909 0.037762
41950 0.0149317 0.0112744 0.0115468 0.0377528
41955 0.0148512 0.0113398 0.0116149 0.037806
41960 0.0147559 0.011474 0.0116855 0.0379154
41965 0.0146596 0.0116624 0.0117495 0.0380715
41970 0.0145767 0.0118854 0.0118008 0.0382629
41975 0.0145211 0.0121208 0.0118369 0.0384788
41980 0.0145044 0.0123461 0.0118596 0.03871
41985 0.014533 0.0125404 0.0118744 0.0389478
41990 0.0146063 0.0126862 0.0118904 0.0391829
41995 0.0147158 0.0127701 0.0119183 0.0394041
42000 0.0148452 0.0127841 0.0119684 0.0395977
42005 0.0149734 0.0127272 0.0120486 0.0397491
42010 0.0150783 0.0126052 0.012163 0.0398465
42015 0.0151414 0.0124311 0.0123123 0.0398848
42020 0.0151513 0.0122237 0.012493 0.039868
42025 0.0151043 0.0120062 0.012697 0.0398076
42030 0.0150048 0.0118027 0.012912 0.0397194
42035 0.0148618 0.0116349 0.013123 0.0396197
42040 0.0146876 0.0115187 0.0133142 0.0395205
42045 0.0144954 0.011461 0.0134712 0.0394275
42050 0.0142976 0.011459 0.0135833 0.0393398
42055 0.0141055 0.0115007 0.0136449 0.0392511
42060 0.0139292 0.0115672 0.0136554 0.0391518
42065 0.0137788 0.0116362 0.0136183 0.0390334
42070 0.0136645 0.0116873 0.013541 0.0388929
42075 0.0135962 0.011706 0.0134323 0.0387346
42080 0.013582 0.0116867 0.0133019 0.0385705
42085 0.0136265 0.0116327 0.0131595 0.0384187
42090 0.0137298 0.0115549 0.0130147 0.0382993
42095 0.0138864 0.011469 0.0128749 0.0382303
42100 0.0140852 0.0113933 0.0127454 0.0382238
42105 0.014311 0.0113452 0.0126284 0.0382846
42110 0.0145467 0.0113393 0.0125241 0.0384101
42115 0.0147753 0.0113842 0.0124315 0.038591
42120 0.0149819 0.0114806 0.0123488 0.0388113
42125 0.0151547 0.0116214 0.0122728 0.0390489
42130 0.0152851 0.0117925 0.0121998 0.0392774
42135 0.0153684 0.011975 0.012126 0.0394693
42140 0.0154038 0.0121495 0.0120475 0.0396008
42145 0.0153949 0.0122995 0.0119616 0.0396561
42150 0.015349 0.0124143 0.0118677 0.039631
42155 0.0152771 0.0124918 0.0117681 0.039537
42160 0.0151939 0.0125389 0.0116678 0.0394006
42165 0.0151153 0.0125692 0.0115744 0.039259
42170 0.0150572 0.0126013 0.0114965 0.039155
42175 0.0150333 0.0126545 0.0114423 0.0391302
42180 0.0150532 0.0127457 0.0114188 0.0392177
42185 0.01512 0.0128855 0.0114301 0.0394356
42190 0.0152292 0.0130755 0.0114766 0.0397813
42195 0.0153682 0.0133088 0.0115549 0.0402319
42200 0.0155178 0.0135711 0.0116587 0.0407477
42205 0.0156558 0.0138437 0.0117799 0.0412794
42210 0.015761 0.0141067 0.0119101 0.0417778
42215 0.0158173 0.0143421 0.0120426 0.042202
42220 0.0158159 0.014536 0.0121733 0.0425252
42225 0.0157567 0.0146798 0.0123004 0.0427369
42230 0.0156476 0.0147714 0.0124231 0.0428421
42235 0.0155028 0.0148135 0.0125407 0.0428571
42240 0.0153407 0.0148129 0.0126509 0.0428045
42245 0.0151802 0.014779 0.0127506 0.0427098
42250 0.0150385 0.014722 0.0128359 0.0425964
42255 0.014928 0.0146511 0.0129029 0.042482
42260 0.014854 0.0145729 0.0129474 0.0423743
42265 0.0148141 0.0144915 0.0129653 0.0422709
42270 0.0147981 0.0144084 0.012953 0.0421595
42275 0.01479 0.0143237 0.0129074 0.042021
42280 0.0147703 0.014237 0.0128268 0.0418341
42285 0.0147196 0.0141488 0.0127126 0.041581
42290 0.0146205 0.0140618 0.0125708 0.041253
42295 0.014461 0.0139813 0.0124106 0.0408529
42300 0.0142363 0.0139137 0.0122438 0.0403938
42305 0.0139496 0.0138668 0.0120822 0.0398986
42310 0.0136128 0.013848 0.0119365 0.0393973
42315 0.0132447 0.0138635 0.011814 0.0389222
42320 0.0128697 0.0139162 0.0117167 0.0385025
42325 0.0125147 0.0140044 0.011643 0.038162
42330 0.0122056 0.0141227 0.011588 0.0379163
42335 0.0119642 0.0142618 0.0115441 0.0377701
42340 0.0118048 0.0144087 0.0115036 0.0377172
42345 0.011733 0.0145481 0.0114609 0.037742
42350 0.011745 0.0146629 0.0114142 0.0378221
42355 0.0118287 0.0147364 0.011365 0.0379301
42360 0.0119651 0.0147535 0.0113158 0.0380343
42365 0.0121305 0.014703 0.0112689 0.0381025
42370 0.0123001 0.0145795 0.0112259 0.0381054
42375 0.01245 0.0143834 0.0111869 0.0380203
42380 0.0125612 0.0141226 0.0111514 0.0378352
42385 0.0126218 0.0138114 0.0111184 0.0375516
42390 0.0126277 0.0134684 0.0110881 0.0371842
42395 0.0125817 0.0131145 0.0110609 0.0367571
42400 0.0124908 0.0127692 0.0110373 0.0362974
42405 0.0123644 0.0124493 0.0110162 0.0358299
42410 0.0122117 0.0121666 0.0109954 0.0353737
42415 0.0120416 0.0119285 0.0109722 0.0349423
42420 0.0118617 0.0117381 0.0109446 0.0345444
42425 0.0116791 0.0115958 0.0109112 0.034186
42430 0.0115001 0.0115008 0.0108726 0.0338734
42435 0.01133 0.0114522 0.010831 0.0336132
42440 0.0111732 0.0114485 0.0107899 0.0334116
42445 0.0110332 0.011488 0.0107536 0.0332748
42450 0.0109127 0.011568 0.0107265 0.0332072
42455 0.0108145 0.0116854 0.010713 0.0332129
42460 0.0107412 0.0118364 0.0107181 0.0332957
42465 0.010696 0.0120163 0.0107463 0.0334586
42470 0.0106822 0.0122185 0.0108015 0.0337021
42475 0.0107023 0.012434 0.0108857 0.034022
42480 0.0107575 0.0126507 0.0109986 0.0344067
42485 0.0108456 0.0128539 0.0111362 0.0348357
42490 0.0109608 0.0130282 0.0112911 0.0352801
42495 0.0110947 0.0131572 0.0114521 0.035704
42500 0.0112366 0.0132276 0.011606 0.0360702
42505 0.011376 0.0132312 0.0117388 0.036346
42510 0.011504 0.0131668 0.0118377 0.0365085
42515 0.0116156 0.0130399 0.0118928 0.0365483
42520 0.0117102 0.0128618 0.0118992 0.0364712
42525 0.011792 0.0126477 0.0118571 0.0362968
42530 0.0118686 0.0124137 0.011773 0.0360553
42535 0.0119492 0.0121745 0.0116578 0.0357816
42540 0.0120426 0.0119421 0.0115263 0.035511
42545 0.0121551 0.0117245 0.011395 0.0352746
42550 0.0122901 0.0115267 0.0112792 0.035096
42555 0.0124471 0.0113515 0.0111918 0.0349904
42560 0.012624 0.0112009 0.0111412 0.0349661
42565 0.0128163 0.0110765 0.0111303 0.0350231
42570 0.0130191 0.0109802 0.0111566 0.0351558
42575 0.0132266 0.0109135 0.0112126 0.0353527
42580 0.0134332 0.010877 0.0112873 0.0355974
42585 0.0136332 0.0108698 0.0113684 0.0358715
42590 0.0138221 0.0108898 0.0114459 0.0361578
42595 0.0139965 0.0109335 0.0115134 0.0364434
42600 0.0141535 0.0109967 0.0115702 0.0367204
42605 0.0142903 0.0110757 0.0116208 0.0369868
42610 0.0144028 0.0111683 0.0116726 0.0372437
42615 0.0144863 0.0112736 0.0117344 0.0374943
42620 0.0145362 0.0113934 0.0118137 0.0377434
42625 0.0145498 0.0115314 0.0119146 0.0379958
42630 0.014527 0.0116923 0.0120385 0.0382578
42635 0.0144723 0.0118796 0.0121839 0.0385358
42640 0.0143935 0.0120951 0.012348 0.0388365
42645 0.0143017 0.0123379 0.012528 0.0391676
42650 0.0142102 0.0126039 0.0127225 0.0395365
42655 0.0141322 0.0128852 0.0129298 0.0399471
42660 0.0140796 0.0131712 0.0131477 0.0403985
42665 0.0140611 0.0134498 0.0133727 0.0408836
42670 0.0140813 0.0137086 0.0135994 0.0413893
42675 0.0141402 0.0139371 0.0138207 0.041898
42680 0.0142346 0.0141277 0.0140294 0.0423916
42685 0.0143596 0.0142758 0.0142183 0.0428537
42690 0.0145093 0.0143816 0.0143817 0.0432726
42695 0.0146779 0.0144494 0.0145156 0.0436429
42700 0.0148599 0.0144874 0.0146177 0.043965
42705 0.01505 0.0145057 0.0146866 0.0442423
42710 0.0152431 0.0145151 0.0147221 0.0444802
42715 0.0154331 0.014526 0.0147245 0.0446835
42720 0.0156131 0.0145458 0.0146947 0.0448536
42725 0.0157761 0.0145779 0.0146333 0.0449873
42730 0.0159152 0.014621 0.014541 0.0450772
42735 0.0160249 0.0146692 0.0144197 0.0451138
42740 0.0161023 0.0147126 0.0142728 0.0450877
42745 0.0161469 0.0147393 0.0141065 0.0449927
42750 0.0161616 0.0147376 0.0139292 0.0448284
42755 0.0161516 0.0146984 0.0137508 0.0446008
42760 0.0161238 0.0146176 0.0135806 0.044322
42765 0.0160855 0.0144972 0.0134247 0.0440073
42770 0.0160438 0.0143453 0.0132854 0.0436745
42775 0.0160046 0.014174 0.0131604 0.043339
42780 0.0159712 0.0139968 0.0130423 0.0430102
42785 0.0159437 0.0138249 0.0129216 0.0426902
42790 0.0159194 0.0136656 0.0127894 0.0423744
42795 0.0158934 0.0135207 0.0126396 0.0420537
42800 0.0158607 0.0133887 0.0124713 0.0417207
42805 0.0158189 0.0132684 0.012289 0.0413763
42810 0.015769 0.0131608 0.012102 0.0410319
42815 0.0157156 0.0130683 0.0119212 0.0407051
42820 0.0156647 0.012991 0.0117562 0.0404119
42825 0.0156215 0.0129255 0.0116143 0.0401613
42830 0.0155884 0.0128661 0.0114988 0.0399533
42835 0.0155647 0.012807 0.0114092 0.0397809
42840 0.0155459 0.0127437 0.0113414 0.039631
42845 0.015524 0.0126757 0.0112894 0.0394891
42850 0.0154893 0.0126071 0.0112472 0.0393436
42855 0.0154314 0.0125459 0.0112112 0.0391885
42860 0.0153412 0.0125032 0.0111808 0.0390251
42865 0.0152131 0.0124907 0.0111582 0.038862
42870 0.0150456 0.0125188 0.011148 0.0387124
42875 0.0148419 0.0125948 0.0111547 0.0385914
42880 0.0146097 0.0127213 0.0111816 0.0385126
42885 0.01436 0.0128962 0.0112297 0.0384859
42890 0.0141058 0.0131136 0.0112978 0.0385171
42895 0.0138611 0.0133642 0.0113813 0.0386066
42900 0.0136385 0.0136362 0.011473 0.0387477
42905 0.0134474 0.0139154 0.0115634 0.0389262
42910 0.0132932 0.014186 0.011643 0.0391222
42915 0.013177 0.0144318 0.0117042 0.039313
42920 0.013096 0.0146385 0.0117434 0.0394779
42925 0.0130451 0.0147947 0.0117623 0.0396021
42930 0.0130169 0.014893 0.0117682 0.0396781
42935 0.0130037 0.0149298 0.0117724 0.0397059
42940 0.0129976 0.0149045 0.0117888 0.0396909
42945 0.0129922 0.0148196 0.0118317 0.0396434
42950 0.0129827 0.0146794 0.0119137 0.0395759
42955 0.0129667 0.0144898 0.0120431 0.0394995
42960 0.0129422 0.014257 0.0122226 0.0394219
42965 0.0129078 0.0139883 0.0124487 0.0393448
42970 0.0128622 0.0136911 0.0127121 0.0392655
42975 0.012804 0.0133736 0.0130012 0.0391789
42980 0.0127321 0.0130445 0.0133018 0.0390785
42985 0.0126467 0.0127124 0.0135998 0.0389588
42990 0.0125493 0.0123856 0.0138816 0.0388165
42995 0.0124436 0.0120715 0.0141343 0.0386494
43000 0.0123348 0.0117765 0.0143455 0.0384568
43005 0.01223 0.0115051 0.0145049 0.03824
43010 0.0121372 0.0112614 0.0146055 0.0380041
43015 0.0120655 0.011049 0.0146444 0.0377588
43020 0.0120238 0.0108727 0.0146221 0.0375185
43025 0.0120211 0.0107386 0.0145427 0.0373024
43030 0.0120662 0.0106529 0.0144124 0.0371315
43035 0.0121653 0.0106212 0.0142394 0.0370259
43040 0.0123207 0.010647 0.0140331 0.0370009
43045 0.0125291 0.0107309 0.0138035 0.0370636
43050 0.012781 0.0108697 0.0135605 0.0372111
43055 0.0130615 0.0110566 0.013312 0.0374301
43060 0.0133524 0.0112812 0.0130653 0.0376988
43065 0.0136342 0.0115298 0.0128267 0.0379907
43070 0.0138897 0.0117875 0.0126003 0.0382775
43075 0.0141066 0.0120387 0.0123876 0.0385328
43080 0.0142793 0.0122695 0.0121863 0.0387351
43085 0.0144095 0.0124687 0.0119926 0.0388708
43090 0.0145039 0.0126288 0.0118023 0.038935
43095 0.0145719 0.0127469 0.0116112 0.03893
43100 0.0146229 0.0128245 0.0114167 0.038864
43105 0.0146641 0.0128672 0.0112199 0.0387512
43110 0.014699 0.012884 0.0110269 0.0386099
43115 0.0147276 0.0128852 0.0108484 0.0384613
43120 0.0147469 0.012881 0.0106997 0.0383276
43125 0.0147525 0.0128793 0.0105981 0.03823
43130 0.014741 0.0128852 0.0105597 0.0381859
43135 0.0147106 0.0129011 0.0105955 0.0382071
43140 0.0146622 0.0129284 0.0107081 0.0382988
43145 0.014599 0.0129687 0.010891 0.0384587
43150 0.0145263 0.0130234 0.0111289 0.0386786
43155 0.0144515 0.0130943 0.0114011 0.0389469
43160 0.0143828 0.0131836 0.0116849 0.0392513
43165 0.0143275 0.0132934 0.0119588 0.0395797
43170 0.0142907 0.0134236 0.0122048 0.0399191
43175 0.014273 0.0135717 0.0124104 0.0402551
43180 0.0142707 0.0137314 0.012569 0.0405711
43185 0.0142763 0.013893 0.0126801 0.0408494
43190 0.0142801 0.0140444 0.0127486 0.0410732
43195 0.0142725 0.0141731 0.0127833 0.0412289
43200 0.0142459 0.0142677 0.0127935 0.0413071
43205 0.014196 0.0143192 0.0127881 0.0413033
43210 0.0141213 0.0143218 0.0127737 0.0412168
43215 0.0140231 0.014273 0.0127534 0.0410495
43220 0.0139047 0.0141741 0.0127267 0.0408055
43225 0.0137706 0.0140314 0.012692 0.040494
43230 0.0136256 0.0138551 0.012647 0.0401277
43235 0.0134747 0.0136573 0.01259 0.039722
43240 0.0133218 0.0134499 0.0125201 0.0392919
43245 0.0131695 0.0132428 0.0124371 0.0388495
43250 0.0130188 0.0130435 0.012341 0.0384034
43255 0.0128699 0.0128571 0.0122321 0.0379592
43260 0.0127233 0.0126872 0.0121117 0.0375223
43265 0.0125807 0.0125362 0.0119822 0.0370991
43270 0.012445 0.0124047 0.0118467 0.0366964
43275 0.0123206 0.0122914 0.0117077 0.0363197
43280 0.0122122 0.0121924 0.0115675 0.0359721
43285 0.0121248 0.0121027 0.0114276 0.0356552
43290 0.0120635 0.0120163 0.0112905 0.0353702
43295 0.0120333 0.0119286 0.011161 0.0351229
43300 0.0120383 0.0118379 0.0110471 0.0349234
43305 0.0120799 0.0117452 0.0109599 0.0347849
43310 0.0121556 0.0116543 0.0109128 0.0347226
43315 0.0122588 0.0115715 0.0109204 0.0347506
43320 0.0123791 0.0115042 0.0109952 0.0348785
43325 0.0125032 0.0114602 0.0111453 0.0351087
43330 0.012617 0.0114465 0.0113719 0.0354354
43335 0.0127083 0.0114681 0.0116679 0.0358444
43340 0.012769 0.0115264 0.0120172 0.0363126
43345 0.0127958 0.0116185 0.0123948 0.036809
43350 0.0127904 0.0117376 0.01277 0.037298
43355 0.0127596 0.011873 0.013111 0.0377437
43360 0.0127145 0.0120105 0.0133896 0.0381146
43365 0.0126682 0.0121346 0.0135849 0.0383878
43370 0.0126345 0.0122307 0.0136865 0.0385517
43375 0.0126253 0.0122876 0.0136956 0.0386086
43380 0.0126486 0.0123004 0.0136237 0.0385726
43385 0.0127065 0.01227 0.0134884 0.0384648
43390 0.0127958 0.0122031 0.0133091 0.038308
43395 0.0129086 0.0121106 0.0131042 0.0381234
43400 0.0130347 0.0120064 0.0128907 0.0379318
43405 0.0131642 0.0119061 0.0126849 0.0377551
43410 0.0132897 0.0118252 0.0125032 0.0376181
43415 0.0134073 0.0117777 0.012361 0.037546
43420 0.0135165 0.0117745 0.0122702 0.0375611
43425 0.0136194 0.0118222 0.0122371 0.0376787
43430 0.0137188 0.011923 0.0122601 0.037902
43435 0.0138169 0.0120747 0.0123288 0.0382204
43440 0.0139137 0.0122699 0.0124242 0.0386078
43445 0.0140067 0.0124991 0.0125226 0.0390284
43450 0.0140909 0.0127525 0.0126005 0.0394439
43455 0.0141609 0.013021 0.0126388 0.0398207
43460 0.0142125 0.0132966 0.0126262 0.0401352
43465 0.0142445 0.0135711 0.0125604 0.040376
43470 0.0142594 0.0138361 0.012448 0.0405436
43475 0.0142634 0.0140824 0.0123032 0.040649
43480 0.0142653 0.0143004 0.0121441 0.0407097
43485 0.0142761 0.0144808 0.0119883 0.0407453
43490 0.0143074 0.0146151 0.01185 0.0407725
43495 0.0143693 0.0146958 0.011737 0.0408021
43500 0.0144683 0.014717 0.0116507 0.040836
43505 0.0146064 0.0146743 0.0115861 0.0408669
43510 0.0147795 0.0145665 0.0115345 0.0408805
43515 0.0149779 0.0143958 0.0114865 0.0408602
43520 0.0151886 0.0141682 0.011434 0.0407908
43525 0.0153973 0.0138939 0.0113717 0.0406629
43530 0.0155907 0.0135872 0.0112977 0.0404756
43535 0.0157581 0.0132658 0.0112136 0.0402375
43540 0.015892 0.0129491 0.0111245 0.0399656
43545 0.015987 0.0126565 0.0110372 0.0396808
43550 0.01604 0.0124041 0.0109595 0.0394036
43555 0.0160487 0.0122022 0.0108987 0.0391495
43560 0.0160117 0.0120542 0.0108604 0.0389263
43565 0.0159291 0.0119553 0.010848 0.0387324
43570 0.0158029 0.0118939 0.0108617 0.0385585
43575 0.0156385 0.0118538 0.0109001 0.0383925
43580 0.0154454 0.0118181 0.0109614 0.0382249
43585 0.0152377 0.0117731 0.0110438 0.0380546
43590 0.0150321 0.0117113 0.0111469 0.0378903
43595 0.0148453 0.0116326 0.0112702 0.0377481
43600 0.014691 0.0115436 0.0114123 0.0376469
43605 0.0145772 0.0114564 0.0115704 0.0376041
43610 0.0145045 0.0113868 0.0117401 0.0376313
