# Time-averaged data for fix f3
# TimeStep c_Nimsd[1] c_Nimsd[2] c_Nimsd[3] c_Nimsd[4]
43575 0.00228696 0.00301889 0.0034992 0.00880505
43580 0.00227267 0.00309905 0.00350881 0.00888053
43585 0.00224986 0.00317035 0.00350562 0.00892582
43590 0.00221733 0.00323736 0.00348884 0.00894353
43595 0.00217742 0.00330655 0.00345869 0.00894267
43600 0.00213566 0.00338479 0.00341627 0.00893672
43605 0.00209971 0.00347772 0.00336343 0.00894086
43610 0.00207788 0.00358839 0.00330262 0.00896889
43615 0.00207731 0.00371643 0.00323674 0.00903048
43620 0.0021024 0.00385791 0.00316902 0.00912933
43625 0.00215369 0.0040058 0.0031028 0.00926229
43630 0.00222743 0.00415105 0.00304141 0.00941989
43635 0.00231597 0.0042839 0.00298797 0.00958784
43640 0.00240895 0.00439526 0.00294533 0.00974953
43645 0.00249493 0.00447791 0.00291609 0.00988893
43650 0.00256329 0.00452739 0.00290274 0.00999343
43655 0.00260596 0.00454252 0.00290772 0.0100562
43660 0.00261878 0.00452538 0.00293342 0.0100776
43665 0.00260211 0.0044809 0.00298196 0.010065
43670 0.00256078 0.00441607 0.00305478 0.0100316
43675 0.00250325 0.0043389 0.00315211 0.00999425
43680 0.00244015 0.00425723 0.00327238 0.00996976
43685 0.00238254 0.00417768 0.00341179 0.00997201
43690 0.00234008 0.00410475 0.00356399 0.0100088
43695 0.00231948 0.00404037 0.00372018 0.01008
43700 0.00232364 0.00398384 0.00386942 0.0101769
43705 0.00235148 0.00393229 0.00399941 0.0102832
43710 0.00239854 0.0038815 0.00409748 0.0103775
43715 0.00245827 0.00382699 0.00415201 0.0104373
43720 0.0025235 0.00376515 0.00415372 0.0104424
43725 0.00258792 0.00369426 0.00409699 0.0103792
43730 0.00264699 0.00361493 0.00398072 0.0102426
43735 0.00269835 0.00353016 0.00380866 0.0100372
43740 0.00274153 0.00344469 0.00358919 0.0097754
43745 0.00277725 0.003364 0.00333445 0.0094757
43750 0.00280651 0.00329306 0.00305914 0.0091587
43755 0.00282979 0.00323518 0.00277898 0.00884396
43760 0.00284666 0.00319125 0.00250919 0.0085471
43765 0.00285566 0.00315958 0.00226298 0.00827822
43770 0.00285475 0.0031363 0.00205051 0.00804156
43775 0.00284186 0.00311636 0.0018782 0.00783642
43780 0.00281566 0.00309472 0.00174862 0.007659
43785 0.00277601 0.0030676 0.00166076 0.00750438
43790 0.00272423 0.00303335 0.00161079 0.00736836
43795 0.00266286 0.00299273 0.0015929 0.00724849
43800 0.00259527 0.00294859 0.00160029 0.00714416
43805 0.002525 0.00290504 0.00162593 0.00705597
43810 0.00245522 0.00286619 0.00166314 0.00698454
43815 0.00238834 0.00283499 0.00170595 0.00692928
43820 0.00232583 0.00281232 0.00174934 0.00688748
43825 0.00226814 0.00279671 0.00178931 0.00685416
43830 0.00221508 0.00278466 0.00182307 0.00682281
43835 0.00216615 0.00277163 0.00184906 0.00678684
43840 0.0021212 0.00275329 0.00186714 0.00674163
43845 0.00208097 0.00272677 0.00187864 0.00668638
43850 0.00204747 0.00269154 0.00188633 0.00662535
43855 0.00202396 0.00264965 0.00189423 0.00656783
43860 0.00201438 0.00260521 0.00190706 0.00652666
43865 0.00202247 0.00256347 0.00192954 0.00651547
43870 0.00205058 0.00252945 0.00196535 0.00654538
43875 0.00209865 0.00250681 0.0020163 0.00662175
43880 0.00216348 0.002497 0.00208167 0.00674215
43885 0.0022387 0.002499 0.00215809 0.00689579
43890 0.00231536 0.00250964 0.00223981 0.00706481
43895 0.00238318 0.00252438 0.0023196 0.00722716
43900 0.00243231 0.00253833 0.00238988 0.00736052
43905 0.00245521 0.00254735 0.00244396 0.00744651
43910 0.00244824 0.00254893 0.00247718 0.00747435
43915 0.00241273 0.0025427 0.00248773 0.00744316
43920 0.00235493 0.00253061 0.00247701 0.00736254
43925 0.00228517 0.00251657 0.00244942 0.00725116
43930 0.00221611 0.00250584 0.00241174 0.00713369
43935 0.00216052 0.002504 0.00237213 0.00703666
43940 0.00212903 0.00251592 0.00233895 0.0069839
43945 0.00212832 0.00254472 0.00231945 0.00699249
43950 0.00215995 0.00259108 0.00231878 0.00706981
43955 0.00222017 0.00265294 0.00233921 0.00721232
43960 0.00230065 0.00272573 0.00237987 0.00740625
43965 0.00238994 0.00280313 0.00243694 0.00763002
43970 0.00247551 0.00287814 0.00250437 0.00785803
43975 0.00254581 0.00294422 0.00257485 0.00806488
43980 0.00259212 0.00299635 0.00264104 0.00822951
43985 0.00260986 0.00303171 0.00269676 0.00833834
43990 0.00259916 0.00304998 0.00273795 0.00838709
43995 0.00256466 0.00305307 0.00276328 0.00838101
44000 0.00251465 0.00304471 0.00277419 0.00833356
