# Time-averaged data for fix f5
# TimeStep c_Femsd[1] c_Femsd[2] c_Femsd[3] c_Femsd[4]
43575 0.00207846 0.00290262 0.00248429 0.00746537
43580 0.0021519 0.00293672 0.00252352 0.00761214
43585 0.0022462 0.00296622 0.00257419 0.00778661
43590 0.00235965 0.00299496 0.0026382 0.00799281
43595 0.00248848 0.00302806 0.00271509 0.00823163
43600 0.00262722 0.00307073 0.00280169 0.00849964
43605 0.0027693 0.00312717 0.00289233 0.0087888
43610 0.00290796 0.00319967 0.00297965 0.00908728
43615 0.00303701 0.00328815 0.00305572 0.00938088
43620 0.00315153 0.00339003 0.0031133 0.00965486
43625 0.00324821 0.00350055 0.00314687 0.00989563
43630 0.00332543 0.00361322 0.00315342 0.0100921
43635 0.00338301 0.00372059 0.00313265 0.0102363
43640 0.00342195 0.00381499 0.00308683 0.0103238
43645 0.00344407 0.00388947 0.00302023 0.0103538
43650 0.00345176 0.00393858 0.00293852 0.0103289
43655 0.00344785 0.00395912 0.00284814 0.0102551
43660 0.00343562 0.00395064 0.00275572 0.010142
43665 0.00341885 0.00391555 0.00266766 0.0100021
43670 0.00340178 0.00385879 0.00258966 0.00985023
43675 0.00338901 0.00378715 0.00252629 0.00970246
43680 0.00338513 0.0037084 0.00248044 0.00957398
43685 0.00339406 0.00363012 0.00245295 0.00947713
43690 0.00341822 0.00355857 0.00244228 0.00941907
43695 0.00345786 0.00349787 0.0024446 0.00940033
43700 0.00351058 0.00344959 0.00245417 0.00941434
43705 0.0035712 0.00341286 0.00246417 0.00944823
43710 0.00363207 0.00338497 0.00246784 0.00948488
43715 0.00368381 0.00336225 0.00245977 0.00950583
43720 0.00371653 0.00334103 0.00243712 0.00949469
43725 0.00372123 0.00331862 0.00240039 0.00944024
43730 0.00369102 0.00329393 0.00235367 0.00933862
43735 0.00362232 0.00326781 0.00230406 0.00919419
43740 0.00351559 0.00324278 0.00226045 0.00901882
43745 0.00337565 0.00322252 0.00223185 0.00883001
43750 0.00321124 0.00321105 0.00222558 0.00864787
43755 0.00303404 0.00321189 0.00224581 0.00849175
43760 0.00285715 0.00322734 0.00229267 0.00837716
43765 0.00269329 0.00325807 0.00236216 0.00831352
43770 0.00255305 0.00330288 0.00244683 0.00830276
43775 0.00244346 0.00335882 0.00253701 0.0083393
43780 0.0023671 0.00342148 0.00262242 0.008411
43785 0.002322 0.00348541 0.00269374 0.00850115
43790 0.00230233 0.00354465 0.00274404 0.00859102
43795 0.00229964 0.0035933 0.00276977 0.00866271
43800 0.0023045 0.003626 0.00277121 0.00870171
43805 0.00230812 0.00363843 0.00275236 0.00869891
43810 0.00230383 0.00362774 0.00272014 0.00865171
43815 0.00228796 0.0035928 0.00268319 0.00856394
43820 0.00226017 0.00353439 0.00265028 0.00844484
43825 0.00222316 0.0034552 0.00262872 0.00830707
43830 0.0021818 0.00335959 0.00262303 0.00816442
43835 0.00214197 0.00325317 0.00263424 0.00802939
43840 0.0021092 0.00314219 0.00265998 0.00791137
43845 0.00208728 0.0030329 0.00269527 0.00781545
43850 0.00207744 0.00293091 0.00273383 0.00774219
43855 0.00207794 0.0028406 0.00276951 0.00768806
43860 0.00208447 0.00276468 0.00279744 0.00764658
43865 0.00209121 0.00270409 0.00281464 0.00760995
43870 0.00209237 0.00265819 0.00282002 0.00757057
43875 0.00208381 0.00262509 0.00281382 0.00752272
43880 0.00206446 0.00260227 0.00279701 0.00746374
43885 0.00203705 0.0025871 0.00277074 0.00739489
43890 0.002008 0.00257731 0.0027361 0.00732141
43895 0.00198638 0.0025712 0.0026942 0.00725178
43900 0.00198203 0.00256774 0.00264646 0.00719622
43905 0.00200341 0.00256642 0.00259483 0.00716467
43910 0.0020557 0.00256714 0.00254195 0.00716479
43915 0.00213938 0.00256998 0.00249101 0.00720037
43920 0.00224982 0.00257516 0.00244546 0.00727044
43925 0.00237787 0.00258297 0.0024086 0.00736944
43930 0.00251133 0.00259381 0.00238314 0.00748829
43935 0.00263694 0.00260828 0.00237091 0.00761613
43940 0.00274253 0.00262718 0.00237271 0.00774242
43945 0.00281898 0.00265149 0.00238834 0.0078588
43950 0.00286152 0.00268243 0.0024166 0.00796055
43955 0.00287025 0.0027214 0.00245555 0.00804721
43960 0.00284976 0.0027699 0.00250275 0.00812241
43965 0.00280799 0.00282945 0.00255559 0.00819302
43970 0.00275463 0.0029014 0.00261163 0.00826767
43975 0.00269932 0.00298678 0.00266888 0.00835498
43980 0.00264998 0.00308596 0.00272588 0.00846182
43985 0.0026116 0.00319837 0.00278159 0.00859156
43990 0.00258563 0.00332206 0.0028351 0.00874278
43995 0.00257006 0.00345337 0.0028853 0.00890873
44000 0.00256026 0.0035868 0.00293067 0.00907773
