# Time-averaged data for fix f6
# TimeStep c_Mnmsd[1] c_Mnmsd[2] c_Mnmsd[3] c_Mnmsd[4]
41920 0.00268725 0.00338523 0.003167 0.00923949
41925 0.00271289 0.00337075 0.00311865 0.00920228
41930 0.00274127 0.00334753 0.00306661 0.0091554
41935 0.00277225 0.00331779 0.00301487 0.00910491
41940 0.00280602 0.00328411 0.00296806 0.00905819
41945 0.00284306 0.00324918 0.00293078 0.00902302
41950 0.00288407 0.00321575 0.00290689 0.0090067
41955 0.0029298 0.00318655 0.00289895 0.00901529
41960 0.00298086 0.00316431 0.00290783 0.009053
41965 0.00303756 0.00315171 0.00293249 0.00912176
41970 0.00309975 0.00315119 0.00296996 0.00922091
41975 0.00316677 0.00316472 0.00301561 0.0093471
41980 0.00323744 0.00319347 0.00306367 0.00949458
41985 0.00331022 0.00323751 0.00310781 0.00965555
41990 0.00338332 0.00329561 0.00314196 0.00982089
41995 0.00345485 0.00336513 0.00316104 0.00998102
42000 0.00352292 0.00344219 0.0031617 0.0101268
42005 0.00358567 0.003522 0.00314282 0.0102505
42010 0.00364122 0.00359945 0.00310575 0.0103464
42015 0.00368767 0.0036697 0.00305418 0.0104115
42020 0.00372319 0.00372887 0.00299366 0.0104457
42025 0.0037461 0.00377457 0.00293085 0.0104515
42030 0.00375497 0.00380613 0.00287261 0.0104337
42035 0.00374878 0.00382463 0.00282517 0.0103986
42040 0.00372705 0.00383266 0.00279335 0.0103531
42045 0.00369009 0.0038338 0.00278018 0.0103041
42050 0.00363913 0.00383198 0.0027868 0.0102579
42055 0.00357658 0.00383068 0.0028127 0.01022
42060 0.00350604 0.00383219 0.00285617 0.0101944
42065 0.00343228 0.00383695 0.00291488 0.0101841
42070 0.0033609 0.00384317 0.00298637 0.0101904
42075 0.00329771 0.00384692 0.00306841 0.010213
42080 0.00324808 0.00384247 0.00315917 0.0102497
42085 0.00321607 0.00382324 0.00325714 0.0102964
42090 0.00320375 0.00378285 0.00336101 0.0103476
42095 0.00321087 0.00371644 0.00346943 0.0103967
42100 0.00323477 0.00362182 0.00358095 0.0104375
42105 0.00327082 0.00350037 0.00369376 0.010465
42110 0.00331319 0.00335748 0.00380568 0.0104764
42115 0.00335572 0.00320236 0.00391404 0.0104721
42120 0.00339299 0.00304728 0.00401568 0.0104559
42125 0.0034211 0.00290631 0.004107 0.0104344
42130 0.00343834 0.00279369 0.00418431 0.0104163
42135 0.00344535 0.0027221 0.00424413 0.0104116
42140 0.00344491 0.00270102 0.00428372 0.0104296
42145 0.00344136 0.00273558 0.00430151 0.0104785
42150 0.00343977 0.00282589 0.00429736 0.010563
42155 0.00344495 0.00296714 0.00427262 0.0106847
42160 0.00346059 0.00315027 0.00422992 0.0108408
42165 0.00348867 0.0033632 0.00417288 0.0110248
42170 0.00352916 0.00359226 0.00410558 0.011227
42175 0.00358015 0.00382362 0.00403214 0.0114359
42180 0.00363826 0.00404456 0.00395624 0.0116391
42185 0.00369921 0.00424435 0.00388076 0.0118243
42190 0.00375851 0.0044148 0.00380759 0.0119809
42195 0.00381205 0.00455054 0.00373764 0.0121002
42200 0.00385652 0.00464895 0.003671 0.0121765
42205 0.00388965 0.00470992 0.00360727 0.0122068
42210 0.00391027 0.00473549 0.00354604 0.0121918
42215 0.00391822 0.00472935 0.00348729 0.0121349
42220 0.00391417 0.00469636 0.00343184 0.0120424
42225 0.00389948 0.00464201 0.00338151 0.011923
42230 0.00387598 0.00457195 0.00333922 0.0117872
42235 0.00384581 0.00449149 0.00330871 0.011646
42240 0.00381122 0.00440524 0.00329413 0.0115106
42245 0.00377435 0.00431685 0.00329931 0.0113905
42250 0.00373714 0.00422881 0.00332704 0.011293
42255 0.00370123 0.00414255 0.00337825 0.011222
42260 0.00366791 0.00405858 0.00345148 0.011178
42265 0.0036383 0.00397684 0.00354277 0.0111579
42270 0.00361341 0.00389711 0.0036459 0.0111564
42275 0.0035944 0.00381946 0.00375319 0.011167
42280 0.00358264 0.00374452 0.00385658 0.0111837
42285 0.0035797 0.00367372 0.00394885 0.0112023
42290 0.00358722 0.0036092 0.00402459 0.011221
42295 0.00360652 0.00355358 0.00408098 0.0112411
42300 0.00363825 0.00350954 0.00411794 0.0112657
42305 0.00368182 0.00347934 0.00413793 0.0112991
42310 0.00373501 0.00346442 0.00414532 0.0113447
42315 0.00379372 0.00346514 0.00414558 0.0114044
42320 0.00385202 0.00348076 0.00414442 0.0114772
42325 0.00390257 0.00350972 0.00414695 0.0115592
42330 0.00393738 0.00355004 0.00415717 0.0116446
42335 0.00394883 0.00359979 0.00417754 0.0117262
42340 0.00393081 0.0036575 0.00420881 0.0117971
42345 0.00387969 0.00372241 0.00425003 0.0118521
42350 0.00379503 0.00379445 0.00429876 0.0118882
42355 0.00367976 0.00387411 0.00435136 0.0119052
42360 0.00353991 0.00396204 0.00440342 0.0119054
42365 0.00338389 0.00405875 0.0044502 0.0118928
42370 0.00322131 0.00416423 0.00448718 0.0118727
42375 0.0030618 0.00427783 0.00451044 0.0118501
42380 0.00291377 0.00439827 0.00451702 0.0118291
42385 0.00278343 0.00452368 0.00450512 0.0118122
42390 0.0026742 0.0046519 0.00447418 0.0118003
42395 0.00258656 0.00478062 0.0044248 0.011792
42400 0.00251839 0.00490761 0.00435862 0.0117846
42405 0.00246574 0.00503066 0.00427802 0.0117744
42410 0.00242382 0.00514755 0.00418592 0.0117573
42415 0.00238812 0.0052558 0.0040855 0.0117294
42420 0.00235531 0.00535242 0.00397988 0.0116876
42425 0.00232383 0.00543374 0.003872 0.0116296
42430 0.00229399 0.0054954 0.0037644 0.0115538
42435 0.00226781 0.00553262 0.00365924 0.0114597
42440 0.00224842 0.00554065 0.00355836 0.0113474
42445 0.00223942 0.00551542 0.00346342 0.0112183
42450 0.00224408 0.00545419 0.00337603 0.0110743
42455 0.0022647 0.00535616 0.00329778 0.0109186
42460 0.00230203 0.00522276 0.00323012 0.0107549
42465 0.00235506 0.00505776 0.00317408 0.0105869
42470 0.00242097 0.00486713 0.00312997 0.0104181
42475 0.00249544 0.00465865 0.00309704 0.0102511
42480 0.00257315 0.00444142 0.00307335 0.0100879
42485 0.00264841 0.00422519 0.00305589 0.00992949
42490 0.00271581 0.00401964 0.003041 0.00977645
42495 0.00277077 0.00383357 0.00302498 0.00962932
42500 0.00280995 0.0036742 0.00300483 0.00948898
42505 0.00283143 0.0035466 0.00297892 0.00935695
42510 0.00283478 0.00345335 0.00294751 0.00923564
42515 0.00282088 0.00339449 0.00291284 0.00912822
42520 0.00279172 0.00336773 0.00287894 0.00903839
42525 0.00275004 0.00336879 0.00285098 0.00896981
42530 0.00269897 0.00339199 0.00283439 0.00892535
42535 0.00264177 0.00343071 0.00283396 0.00890643
42540 0.00258149 0.00347803 0.00285298 0.0089125
42545 0.00252089 0.00352717 0.00289272 0.00894078
42550 0.00246239 0.00357195 0.0029522 0.00898654
42555 0.00240812 0.00360712 0.0030284 0.00904364
42560 0.00236014 0.00362862 0.00311673 0.00910549
42565 0.00232059 0.00363379 0.0032116 0.00916599
42570 0.00229184 0.00362143 0.00330709 0.00922036
42575 0.00227652 0.0035918 0.00339748 0.0092658
42580 0.0022774 0.00354655 0.00347774 0.00930169
42585 0.00229707 0.00348858 0.0035439 0.00932955
42590 0.00233761 0.00342181 0.00359321 0.00935262
42595 0.0024001 0.00335091 0.00362429 0.0093753
42600 0.00248437 0.00328097 0.00363708 0.00940243
42605 0.00258876 0.00321711 0.00363271 0.00943858
42610 0.00271024 0.00316392 0.00361326 0.00948741
42615 0.00284448 0.00312502 0.00358149 0.00955099
42620 0.00298631 0.0031025 0.00354058 0.00962939
42625 0.00313004 0.00309657 0.00349389 0.0097205
42630 0.00326997 0.00310534 0.00344484 0.00982015
42635 0.00340078 0.00312502 0.00339687 0.00992268
42640 0.00351795 0.00315036 0.00335357 0.0100219
42645 0.00361802 0.00317545 0.00331862 0.0101121
42650 0.00369891 0.00319471 0.00329581 0.0101894
42655 0.00376008 0.00320387 0.00328887 0.0102528
42660 0.00380255 0.00320084 0.00330112 0.0103045
42665 0.00382882 0.00318627 0.0033351 0.0103502
42670 0.00384264 0.00316357 0.00339211 0.0103983
42675 0.00384858 0.00313856 0.0034718 0.0104589
42680 0.00385147 0.00311865 0.0035719 0.010542
42685 0.00385576 0.00311169 0.0036881 0.0106555
42690 0.00386478 0.00312474 0.0038142 0.0108037
42695 0.00388022 0.00316288 0.00394242 0.0109855
42700 0.00390166 0.00322826 0.00406404 0.011194
42705 0.00392654 0.00331954 0.00417024 0.0114163
42710 0.0039504 0.0034319 0.00425293 0.0116352
42715 0.00396755 0.00355739 0.00430566 0.0118306
42720 0.00397201 0.00368591 0.00432425 0.0119822
42725 0.00395858 0.00380626 0.00430722 0.0120721
42730 0.00392382 0.00390747 0.00425577 0.0120871
42735 0.00386679 0.00397994 0.00417355 0.0120203
42740 0.00378934 0.00401647 0.00406614 0.0118719
42745 0.00369585 0.0040128 0.00394041 0.0116491
42750 0.00359257 0.00396788 0.00380395 0.0113644
42755 0.00348654 0.00388376 0.00366441 0.0110347
42760 0.00338442 0.00376511 0.00352893 0.0106785
42765 0.0032914 0.0036187 0.00340354 0.0103136
42770 0.0032104 0.00345256 0.00329264 0.0099556
42775 0.00314172 0.00327537 0.00319861 0.00961571
42780 0.00308328 0.00309574 0.0031216 0.00930063
42785 0.00303121 0.00292175 0.00305973 0.0090127
42790 0.0029809 0.00276061 0.00300954 0.00875105
42795 0.00292811 0.00261849 0.00296683 0.00851343
42800 0.00286997 0.00250045 0.00292763 0.00829804
42805 0.00280573 0.00241039 0.00288917 0.00810529
42810 0.00273698 0.00235107 0.00285062 0.00793867
42815 0.00266744 0.00232397 0.00281343 0.00780484
42820 0.00260221 0.00232928 0.00278128 0.00771277
42825 0.00254677 0.00236583 0.00275953 0.00767213
42830 0.00250583 0.00243112 0.00275443 0.00769138
42835 0.00248231 0.00252156 0.00277204 0.00777591
42840 0.00247663 0.00263278 0.0028173 0.00792671
42845 0.00248647 0.00276018 0.00289319 0.00813984
42850 0.00250709 0.00289943 0.00300032 0.00840683
42855 0.00253205 0.00304706 0.0031367 0.00871581
42860 0.00255434 0.00320091 0.00329808 0.00905333
42865 0.00256764 0.00336024 0.00347837 0.00940624
42870 0.00256737 0.00352558 0.00367032 0.00976327
42875 0.00255162 0.0036983 0.00386617 0.0101161
42880 0.00252144 0.0038799 0.00405831 0.0104596
42885 0.00248079 0.00407124 0.00423986 0.0107919
42890 0.00243592 0.00427203 0.00440516 0.0111131
42895 0.00239448 0.00448041 0.00455003 0.0114249
42900 0.00236441 0.00469301 0.0046719 0.0117293
42905 0.00235278 0.00490521 0.00476969 0.0120277
42910 0.00236483 0.00511176 0.00484355 0.0123201
42915 0.00240316 0.00530733 0.0048945 0.012605
42920 0.00246737 0.00548711 0.00492412 0.0128786
42925 0.002554 0.00564712 0.00493427 0.0131354
42930 0.00265693 0.00578435 0.00492707 0.0133683
42935 0.00276815 0.00589651 0.00490499 0.0135697
42940 0.00287881 0.00598185 0.00487107 0.0137317
42945 0.00298039 0.00603867 0.00482914 0.0138482
42950 0.00306586 0.00606515 0.00478385 0.0139149
42955 0.00313054 0.00605912 0.00474051 0.0139302
42960 0.00317262 0.00601827 0.00470464 0.0138955
42965 0.00319315 0.00594046 0.00468131 0.0138149
42970 0.0031957 0.0058243 0.00467445 0.0136944
42975 0.00318559 0.00566988 0.00468625 0.0135417
42980 0.0031691 0.00547948 0.00471673 0.0133653
42985 0.00315258 0.00525826 0.0047637 0.0131745
42990 0.00314172 0.00501457 0.00482307 0.0129794
42995 0.00314098 0.0047599 0.0048894 0.0127903
43000 0.00315325 0.00450816 0.00495674 0.0126182
43005 0.00317969 0.00427459 0.00501942 0.0124737
43010 0.0032198 0.00407413 0.0050728 0.0123667
43015 0.00327165 0.00391969 0.00511381 0.0123051
43020 0.00333222 0.00382049 0.00514117 0.0122939
43025 0.00339783 0.00378079 0.00515538 0.012334
43030 0.00346454 0.00379928 0.00515836 0.0124222
43035 0.00352861 0.00386925 0.0051529 0.0125508
43040 0.00358689 0.00397964 0.00514202 0.0127086
43045 0.00363713 0.00411669 0.00512836 0.0128822
43050 0.00367807 0.00426601 0.0051137 0.0130578
43055 0.00370945 0.00441463 0.00509876 0.0132228
43060 0.0037317 0.00455251 0.00508321 0.0133674
43065 0.00374557 0.0046734 0.0050659 0.0134849
43070 0.00375172 0.00477484 0.00504523 0.0135718
43075 0.00375045 0.00485757 0.00501967 0.0136277
43080 0.00374167 0.00492446 0.00498809 0.0136542
43085 0.00372507 0.00497944 0.00495008 0.0136546
43090 0.00370048 0.00502654 0.0049059 0.0136329
43095 0.0036682 0.0050692 0.0048564 0.0135938
43100 0.00362922 0.00510987 0.00480279 0.0135419
43105 0.00358524 0.00514982 0.00474634 0.0134814
43110 0.0035385 0.00518917 0.00468833 0.013416
43115 0.00349155 0.00522698 0.00463003 0.0133486
43120 0.00344689 0.00526136 0.00457286 0.0132811
43125 0.00340663 0.00528968 0.00451847 0.0132148
43130 0.00337229 0.00530874 0.00446885 0.0131499
43135 0.00334458 0.00531508 0.00442628 0.0130859
43140 0.00332334 0.00530546 0.00439312 0.0130219
43145 0.00330756 0.0052775 0.00437157 0.0129566
43150 0.00329543 0.00523036 0.00436338 0.0128892
43155 0.00328449 0.00516541 0.00436947 0.0128194
43160 0.0032719 0.00508674 0.00438971 0.0127484
43165 0.00325476 0.00500118 0.00442274 0.0126787
43170 0.00323048 0.00491788 0.00446585 0.0126142
43175 0.00319728 0.00484738 0.00451501 0.0125597
43180 0.00315455 0.00480027 0.00456512 0.0125199
43185 0.00310315 0.00478561 0.00461036 0.0124991
43190 0.00304542 0.00480951 0.0046448 0.0124997
43195 0.00298498 0.00487386 0.00466308 0.0125219
43200 0.00292625 0.00497561 0.0046612 0.0125631
43205 0.00287381 0.00510673 0.00463718 0.0126177
43210 0.00283172 0.00525492 0.00459154 0.0126782
43215 0.00280307 0.0054049 0.00452751 0.0127355
43220 0.00278958 0.00554026 0.00445084 0.0127807
43225 0.00279154 0.00564551 0.00436925 0.0128063
43230 0.00280797 0.00570801 0.00429157 0.0128075
43235 0.0028368 0.00571943 0.00422672 0.0127829
43240 0.0028753 0.00567664 0.00418239 0.0127343
43245 0.00292044 0.0055818 0.00416396 0.0126662
43250 0.00296923 0.00544189 0.00417345 0.0125846
43255 0.00301912 0.00526758 0.004209 0.0124957
43260 0.00306822 0.00507187 0.00426478 0.0124049
43265 0.00311543 0.0048684 0.0043316 0.0123154
43270 0.00316047 0.0046698 0.00439799 0.0122283
43275 0.00320369 0.00448622 0.00445166 0.0121416
43280 0.0032458 0.0043243 0.00448122 0.0120513
43285 0.00328749 0.00418683 0.00447764 0.011952
43290 0.00332904 0.00407314 0.00443536 0.0118375
43295 0.00336996 0.00398015 0.00435272 0.0117028
43300 0.003409 0.00390382 0.00423222 0.011545
43305 0.00344424 0.00384067 0.00408003 0.0113649
43310 0.00347338 0.00378886 0.00390507 0.0111673
43315 0.00349399 0.00374876 0.00371776 0.0109605
43320 0.00350385 0.00372262 0.00352874 0.0107552
43325 0.00350126 0.00371376 0.00334767 0.0105627
43330 0.0034852 0.00372531 0.00318236 0.0103929
43335 0.00345544 0.00375893 0.00303846 0.0102528
43340 0.00341254 0.00381394 0.00291938 0.0101459
43345 0.00335785 0.00388686 0.00282675 0.0100715
43350 0.00329342 0.00397152 0.00276084 0.0100258
43355 0.00322184 0.00405973 0.00272109 0.0100027
43360 0.00314608 0.00414222 0.00270639 0.00999469
43365 0.00306916 0.00420987 0.00271522 0.00999424
43370 0.00299397 0.00425475 0.00274556 0.00999427
43375 0.002923 0.00427109 0.00279474 0.00998883
43380 0.00285819 0.0042559 0.00285925 0.00997334
43385 0.00280091 0.0042092 0.00293457 0.00994468
43390 0.00275205 0.00413393 0.00301521 0.00990118
43395 0.00271218 0.0040355 0.00309493 0.00984261
43400 0.00268177 0.00392111 0.00316726 0.00977014
43405 0.00266134 0.00379886 0.00322616 0.00968636
43410 0.0026515 0.00367687 0.00326699 0.00959536
43415 0.0026529 0.00356236 0.00328704 0.0095023
43420 0.00266605 0.003461 0.00328586 0.00941291
43425 0.00269109 0.00337641 0.00326532 0.00933282
43430 0.00272752 0.00331004 0.00322943 0.00926699
43435 0.00277398 0.00326138 0.00318383 0.00921919
43440 0.00282817 0.00322841 0.00313516 0.00919174
43445 0.00288699 0.00320829 0.00309026 0.00918554
43450 0.00294678 0.00319807 0.00305553 0.00920038
43455 0.00300366 0.00319527 0.00303631 0.00923523
43460 0.00305394 0.00319827 0.00303647 0.00928867
43465 0.00309449 0.00320642 0.00305811 0.00935902
43470 0.00312309 0.00321983 0.00310152 0.00944443
43475 0.00313872 0.00323907 0.0031652 0.00954298
43480 0.00314173 0.00326475 0.00324612 0.00965259
43485 0.00313393 0.00329714 0.00334005 0.00977113
43490 0.00311847 0.00333591 0.003442 0.00989638
43495 0.00309948 0.00337992 0.00354658 0.010026
43500 0.00308158 0.00342713 0.00364845 0.0101572
43505 0.00306918 0.00347465 0.00374253 0.0102864
43510 0.00306573 0.00351885 0.00382423 0.0104088
43515 0.00307309 0.00355567 0.00388951 0.0105183
43520 0.003091 0.00358107 0.00393491 0.010607
43525 0.00311695 0.00359161 0.00395754 0.0106661
43530 0.00314648 0.00358511 0.00395533 0.0106869
43535 0.00317381 0.00356128 0.00392735 0.0106624
43540 0.00319273 0.00352222 0.00387422 0.0105892
43545 0.0031976 0.00347263 0.0037985 0.0104687
43550 0.00318419 0.00341969 0.00370489 0.0103088
43555 0.00315043 0.00337249 0.00360017 0.0101231
43560 0.00309666 0.00334107 0.00349277 0.0099305
43565 0.00302562 0.00333518 0.00339198 0.00975278
43570 0.00294203 0.00336285 0.00330691 0.0096118
43575 0.00285197 0.00342909 0.00324538 0.00952645
