# Time-averaged data for fix f2
# TimeStep c_Comsd[1] c_Comsd[2] c_Comsd[3] c_Comsd[4]
41330 0.00336821 0.00234191 0.00227944 0.00798955
41335 0.00331601 0.00229637 0.00228904 0.00790142
41340 0.00324758 0.00225597 0.0023083 0.00781185
41345 0.00316008 0.00221616 0.00233614 0.00771238
41350 0.0030517 0.00217207 0.00237202 0.00759579
41355 0.00292281 0.00211963 0.00241577 0.00745821
41360 0.00277659 0.00205666 0.00246741 0.00730066
41365 0.0026194 0.00198346 0.00252634 0.00712921
41370 0.00246028 0.00190316 0.00259068 0.00695413
41375 0.00230966 0.00182138 0.00265728 0.00678832
41380 0.00217789 0.00174535 0.00272193 0.00664516
41385 0.00207377 0.00168263 0.00277954 0.00653594
41390 0.00200287 0.00163977 0.00282453 0.00646717
41395 0.00196709 0.00162145 0.00285145 0.00643999
41400 0.0019654 0.00162976 0.00285611 0.00645127
41405 0.00199375 0.00166413 0.00283641 0.00649428
41410 0.00204566 0.00172127 0.0027928 0.00655974
41415 0.00211292 0.00179519 0.00272859 0.0066367
41420 0.00218672 0.00187743 0.00264954 0.00671369
41425 0.0022586 0.00195877 0.00256257 0.00677994
41430 0.00232111 0.0020321 0.00247428 0.00682749
41435 0.00236855 0.0020926 0.0023907 0.00685185
41440 0.00239686 0.00213799 0.00231668 0.00685153
41445 0.00240366 0.00216877 0.00225555 0.00682798
41450 0.00238724 0.00218841 0.00220813 0.00678377
41455 0.00234694 0.00220207 0.00217317 0.00672219
41460 0.00228374 0.00221481 0.00214815 0.00664671
41465 0.00220026 0.00222995 0.00212972 0.00655994
41470 0.00210085 0.00224811 0.00211375 0.0064627
41475 0.00199191 0.00226672 0.00209634 0.00635497
41480 0.00188145 0.00228074 0.00207453 0.00623671
41485 0.00177859 0.00228407 0.00204693 0.00610958
41490 0.00169315 0.00227132 0.00201404 0.00597851
41495 0.00163458 0.00223945 0.00197846 0.0058525
41500 0.00161148 0.00218891 0.00194388 0.00574428
41505 0.00163043 0.00212388 0.00191399 0.00566831
41510 0.00169428 0.00205139 0.00189192 0.0056376
41515 0.00180098 0.00198011 0.00188051 0.0056616
41520 0.00194313 0.00191885 0.00188156 0.00574355
41525 0.00210834 0.00187497 0.00189538 0.00587869
41530 0.00228076 0.00185286 0.00192058 0.0060542
41535 0.00244417 0.00185293 0.00195435 0.00625145
41540 0.00258421 0.00187178 0.00199275 0.00644874
41545 0.00269067 0.00190299 0.00203054 0.0066242
41550 0.00275913 0.00193895 0.00206279 0.00676087
41555 0.00279131 0.00197228 0.00208575 0.00684934
41560 0.00279399 0.00199619 0.0020975 0.00688768
41565 0.00277716 0.00200595 0.00209788 0.00688099
41570 0.00275187 0.00199969 0.00208834 0.00683991
41575 0.00272792 0.00197806 0.00207217 0.00677815
41580 0.00271208 0.00194441 0.00205319 0.00670968
41585 0.00270764 0.0019045 0.00203572 0.00664786
41590 0.00271499 0.00186536 0.00202463 0.00660497
41595 0.0027323 0.00183416 0.00202485 0.0065913
41600 0.00275642 0.00181748 0.00204053 0.00661444
41605 0.00278418 0.00182062 0.00207448 0.00667928
41610 0.00281349 0.00184673 0.0021277 0.00678792
41615 0.00284391 0.00189635 0.00219863 0.00693888
41620 0.00287629 0.00196737 0.0022831 0.00712676
41625 0.00291147 0.0020555 0.00237496 0.00734193
41630 0.00295046 0.00215448 0.00246622 0.00757116
41635 0.00299406 0.00225597 0.00254964 0.00779967
41640 0.00304206 0.00235133 0.00261965 0.00801303
41645 0.00309317 0.00243315 0.00267199 0.00819831
41650 0.00314483 0.0024964 0.00270411 0.00834535
41655 0.00319377 0.00253937 0.00271545 0.00844859
41660 0.00323654 0.00256382 0.00270762 0.00850798
41665 0.00327063 0.00257398 0.00268465 0.00852927
41670 0.00329508 0.00257495 0.00265181 0.00852184
41675 0.00330892 0.0025719 0.00261519 0.00849601
41680 0.00331168 0.00256959 0.00258177 0.00846303
41685 0.00330384 0.00257229 0.00255857 0.0084347
41690 0.00328466 0.00258203 0.00255098 0.00841766
41695 0.00325357 0.00259775 0.00256186 0.00841318
41700 0.00321114 0.00261597 0.00259086 0.00841797
41705 0.00315803 0.00263143 0.00263448 0.00842394
41710 0.00309426 0.00263861 0.00268584 0.00841871
41715 0.00301948 0.00263221 0.00273683 0.00838852
41720 0.00293332 0.00260746 0.00277938 0.00832016
41725 0.00283539 0.00256084 0.00280626 0.00820249
41730 0.00272618 0.00249099 0.00281223 0.00802939
41735 0.0026081 0.0023991 0.00279516 0.00780236
41740 0.00248549 0.00228851 0.00275619 0.00753019
41745 0.00236442 0.00216451 0.00269919 0.00722812
41750 0.00225184 0.00203387 0.00263018 0.0069159
41755 0.00215393 0.0019044 0.00255709 0.00661543
41760 0.00207536 0.00178464 0.00248779 0.00634779
41765 0.00201869 0.00168323 0.00242906 0.00613098
41770 0.00198427 0.00160824 0.00238634 0.00597885
41775 0.00197054 0.00156638 0.00236301 0.00589993
41780 0.00197468 0.00156195 0.00236055 0.00589719
41785 0.0019934 0.00159583 0.00237914 0.00596837
41790 0.00202373 0.00166576 0.00241732 0.00610681
41795 0.00206377 0.0017665 0.00247106 0.00630133
41800 0.00211263 0.0018891 0.00253546 0.00653719
41805 0.00216992 0.00202242 0.00260507 0.0067974
41810 0.00223481 0.0021543 0.00267412 0.00706322
41815 0.00230529 0.00227327 0.00273706 0.00731562
41820 0.00237767 0.00236961 0.00278903 0.00753632
41825 0.00244689 0.00243606 0.00282627 0.00770922
41830 0.00250732 0.00246915 0.00284608 0.00782255
41835 0.0025535 0.00246952 0.00284673 0.00786976
41840 0.00258086 0.00244193 0.0028277 0.00785049
41845 0.00258666 0.00239458 0.00278995 0.0077712
41850 0.00257057 0.00233819 0.00273569 0.00764445
41855 0.00253531 0.00228447 0.00266752 0.0074873
41860 0.00248626 0.00224376 0.00258848 0.00731851
41865 0.00243049 0.00222351 0.0025024 0.0071564
41870 0.00237664 0.00222749 0.00241276 0.0070169
41875 0.00233353 0.0022554 0.00232338 0.00691231
41880 0.00230882 0.00230327 0.00223841 0.0068505
41885 0.00230818 0.00236441 0.00216238 0.00683498
41890 0.00233418 0.00243105 0.00209956 0.0068648
41895 0.00238548 0.00249547 0.00205289 0.00693384
41900 0.00245781 0.00255088 0.00202348 0.00703217
41905 0.00254425 0.00259261 0.00201082 0.00714768
41910 0.00263562 0.00261862 0.00201273 0.00726696
41915 0.00272208 0.00262946 0.00202545 0.007377
41920 0.00279432 0.00262818 0.00204399 0.00746648
41925 0.00284452 0.00261932 0.00206302 0.00752686
41930 0.00286814 0.00260609 0.00207871 0.00755294
41935 0.00286436 0.00259086 0.00208819 0.00754342
41940 0.00283585 0.0025756 0.00208989 0.00750133
41945 0.00278741 0.00256053 0.00208478 0.00743273
41950 0.00272556 0.0025445 0.00207586 0.00734591
41955 0.0026576 0.00252521 0.0020674 0.00725021
41960 0.00259006 0.00249969 0.00206456 0.00715432
41965 0.00252832 0.00246543 0.00207257 0.00706631
41970 0.00247595 0.00242103 0.00209615 0.00699314
41975 0.0024342 0.00236669 0.00213771 0.0069386
41980 0.00240286 0.00230463 0.00219647 0.00690396
41985 0.00238092 0.00223882 0.00226921 0.00688894
41990 0.00236668 0.0021744 0.00235109 0.00689217
41995 0.00235774 0.00211669 0.00243651 0.00691094
42000 0.0023507 0.00207006 0.00251962 0.00694039
42005 0.00234243 0.00203735 0.00259466 0.00697444
42010 0.00233098 0.00201896 0.00265696 0.0070069
42015 0.00231537 0.00201255 0.00270365 0.00703157
42020 0.00229627 0.00201421 0.00273363 0.00704411
42025 0.00227557 0.00202007 0.00274733 0.00704297
42030 0.00225598 0.00202664 0.00274672 0.00702934
42035 0.00224044 0.00203165 0.00273492 0.00700701
42040 0.00223204 0.00203387 0.00271516 0.00698107
42045 0.0022338 0.00203306 0.00269038 0.00695724
42050 0.00224756 0.00203006 0.00266312 0.00694074
42055 0.00227232 0.00202665 0.00263492 0.00693388
42060 0.00230439 0.00202505 0.00260637 0.00693581
42065 0.00233774 0.0020273 0.00257706 0.0069421
42070 0.00236481 0.00203506 0.00254567 0.00694554
42075 0.00237806 0.00204832 0.00251073 0.0069371
42080 0.00237188 0.00206491 0.00247101 0.0069078
42085 0.00234377 0.00208144 0.00242599 0.0068512
42090 0.00229434 0.00209436 0.00237613 0.00676483
42095 0.00222755 0.00210082 0.0023226 0.00665097
42100 0.00215005 0.00209855 0.00226695 0.00651555
42105 0.0020704 0.00208616 0.00221104 0.00636759
42110 0.00199801 0.00206388 0.00215706 0.00621896
42115 0.0019418 0.00203336 0.00210777 0.00608293
42120 0.00190815 0.00199717 0.00206661 0.00597193
42125 0.00190007 0.00195881 0.00203678 0.00589565
42130 0.00191772 0.00192215 0.00202065 0.00586052
42135 0.00195811 0.0018908 0.00201997 0.00586888
42140 0.00201497 0.00186696 0.00203547 0.0059174
42145 0.0020804 0.00185125 0.00206592 0.00599756
42150 0.00214583 0.0018431 0.00210897 0.0060979
42155 0.00220328 0.00184135 0.00216203 0.00620666
42160 0.002247 0.00184518 0.00222203 0.0063142
42165 0.00227528 0.00185509 0.00228541 0.00641578
42170 0.00229103 0.00187328 0.00234844 0.00651276
42175 0.00230034 0.00190307 0.00240754 0.00661095
42180 0.00231133 0.00194786 0.00245994 0.00671913
42185 0.00233341 0.00200914 0.00250463 0.00684718
42190 0.00237476 0.00208571 0.00254137 0.00700184
42195 0.00243995 0.00217346 0.00257089 0.00718431
42200 0.00253024 0.00226441 0.00259517 0.00738982
42205 0.00264357 0.00234806 0.00261704 0.00760867
42210 0.00277494 0.0024135 0.00264038 0.00782882
42215 0.00291698 0.00245121 0.00266931 0.0080375
42220 0.00306118 0.00245569 0.00270693 0.00822379
42225 0.00320022 0.00242678 0.00275466 0.00838166
42230 0.00332909 0.00237028 0.00281174 0.00851111
42235 0.00344525 0.00229694 0.00287517 0.00861737
42240 0.00354838 0.00222052 0.00294029 0.00870919
42245 0.00363957 0.0021551 0.00300076 0.00879543
42250 0.00371986 0.00211267 0.00304914 0.00888167
42255 0.00378845 0.00210169 0.00307781 0.00896795
42260 0.00384225 0.00212614 0.00308081 0.0090492
42265 0.0038763 0.00218451 0.00305441 0.00911521
42270 0.00388591 0.00226974 0.00299715 0.00915279
42275 0.00386817 0.00237124 0.00291019 0.0091496
42280 0.00382207 0.00247619 0.00279766 0.00909592
42285 0.00374896 0.00257178 0.0026665 0.00898724
42290 0.00365323 0.00264684 0.00252579 0.00882586
42295 0.00354238 0.00269298 0.00238579 0.00862114
42300 0.00342618 0.00270529 0.00225687 0.00838835
42305 0.00331503 0.00268242 0.00214829 0.00814574
42310 0.00321885 0.00262619 0.00206643 0.00791146
42315 0.00314597 0.00254069 0.00201427 0.00770093
42320 0.00310213 0.00243197 0.00199161 0.0075257
42325 0.00308953 0.00230704 0.00199495 0.00739152
42330 0.00310664 0.00217338 0.00201799 0.00729801
42335 0.00314833 0.00203868 0.00205271 0.00723972
42340 0.00320658 0.00191085 0.00209062 0.00720804
42345 0.00327153 0.00179791 0.00212391 0.00719336
42350 0.00333309 0.00170774 0.00214625 0.00718708
42355 0.00338203 0.00164786 0.00215371 0.0071836
42360 0.00341112 0.00162484 0.0021454 0.00718136
42365 0.00341618 0.00164307 0.00212369 0.00718294
42370 0.00339588 0.00170327 0.0020943 0.00719345
42375 0.00335151 0.00180218 0.00206443 0.00721813
42380 0.00328627 0.00193217 0.00204098 0.00725941
42385 0.00320433 0.0020815 0.00202971 0.00731554
42390 0.00310996 0.00223555 0.00203461 0.00738012
42395 0.00300723 0.00237898 0.00205656 0.00744278
42400 0.00289942 0.00249821 0.00209343 0.00749106
42405 0.00278913 0.00258359 0.00214158 0.0075143
42410 0.00267905 0.00263073 0.00219659 0.00750637
42415 0.00257292 0.00264117 0.00225478 0.00746888
42420 0.00247504 0.00262248 0.00231365 0.00741117
42425 0.00239007 0.00258703 0.00237229 0.00734939
42430 0.00232292 0.00254935 0.00243158 0.00730385
42435 0.0022765 0.0025246 0.0024923 0.0072934
42440 0.00225113 0.00252647 0.00255386 0.00733147
42445 0.00224497 0.00256461 0.0026146 0.00742419
42450 0.00225411 0.00264354 0.00267097 0.00756863
42455 0.00227354 0.00276197 0.00271774 0.00775325
42460 0.0022991 0.00291198 0.0027495 0.00796058
42465 0.0023275 0.00308043 0.00276161 0.00816954
42470 0.00235642 0.00325121 0.00275119 0.00835883
42475 0.00238496 0.00340733 0.00271833 0.00851062
42480 0.00241418 0.00353281 0.0026664 0.00861338
42485 0.00244675 0.00361439 0.00260141 0.00866255
42490 0.00248511 0.00364323 0.00253141 0.00865975
42495 0.00253091 0.00361555 0.00246494 0.0086114
42500 0.00258375 0.00353291 0.00240931 0.00852597
42505 0.00264088 0.00340137 0.00236915 0.0084114
42510 0.00269746 0.00323074 0.00234618 0.00827438
42515 0.00274749 0.00303379 0.00233949 0.00812077
42520 0.00278545 0.00282498 0.00234572 0.00795615
42525 0.00280707 0.00261914 0.00235956 0.00778577
42530 0.00281007 0.00242982 0.00237487 0.00761476
42535 0.00279473 0.0022669 0.00238609 0.00744771
42540 0.00276359 0.00213678 0.00238946 0.00728984
42545 0.0027205 0.00204257 0.0023838 0.00714687
42550 0.00267011 0.00198382 0.00237076 0.00702469
42555 0.00261667 0.00195762 0.00235434 0.00692863
42560 0.00256344 0.00195864 0.00233971 0.00686179
42565 0.00251274 0.00197966 0.00233185 0.00682426
42570 0.00246587 0.00201207 0.00233461 0.00681256
42575 0.00242332 0.00204693 0.00235002 0.00682026
42580 0.00238449 0.00207551 0.00237825 0.00683826
42585 0.00234871 0.0020912 0.00241561 0.00685553
42590 0.00231549 0.00209037 0.00245498 0.00686084
42595 0.0022853 0.00207272 0.00248751 0.00684552
42600 0.00226041 0.0020388 0.00250512 0.00680433
42605 0.00224449 0.00198984 0.0025024 0.00673673
42610 0.00224226 0.00192899 0.00247713 0.00664838
42615 0.00225884 0.00186036 0.00243095 0.00655015
42620 0.00229868 0.00178867 0.00236872 0.00645607
42625 0.00236412 0.00171941 0.00229717 0.0063807
42630 0.00245478 0.00165824 0.00222504 0.00633806
42635 0.00256742 0.00161065 0.00216153 0.00633959
42640 0.0026966 0.00158134 0.00211446 0.0063924
42645 0.00283529 0.00157404 0.00208907 0.00649839
42650 0.00297468 0.0015914 0.00208697 0.00665304
42655 0.00310581 0.00163455 0.00210551 0.00684586
42660 0.00322147 0.00170298 0.00213833 0.00706279
42665 0.00331687 0.00179466 0.00217718 0.00728871
42670 0.00338931 0.00190655 0.00221355 0.00750941
42675 0.00343786 0.0020347 0.00224038 0.00771294
42680 0.00346298 0.0021738 0.00225427 0.00789106
42685 0.00346593 0.00231726 0.0022559 0.00803908
42690 0.00344787 0.00245841 0.00224916 0.00815544
42695 0.00341024 0.00259019 0.00224187 0.0082423
42700 0.00335514 0.00270464 0.0022452 0.00830498
42705 0.00328537 0.00279427 0.00227002 0.00834966
42710 0.00320455 0.00285382 0.0023248 0.00838317
42715 0.00311704 0.00288111 0.00241432 0.00841246
42720 0.00302739 0.00287718 0.00253856 0.00844313
42725 0.00294008 0.00284635 0.00269255 0.00847898
42730 0.00285909 0.00279657 0.00286666 0.00852232
42735 0.00278821 0.00273812 0.00304787 0.0085742
42740 0.00273101 0.0026816 0.00322091 0.00863352
42745 0.00269075 0.0026356 0.00337016 0.00869651
42750 0.00267004 0.00260528 0.00348208 0.0087574
42755 0.00266987 0.00259113 0.00354715 0.00880815
42760 0.0026899 0.00258862 0.00356135 0.00883988
42765 0.00272851 0.00258999 0.00352546 0.00884396
42770 0.00278195 0.00258682 0.00344413 0.0088129
42775 0.00284513 0.00257076 0.00332655 0.00874244
42780 0.00291187 0.00253468 0.00318508 0.00863163
42785 0.00297513 0.00247382 0.00303369 0.00848264
42790 0.00302755 0.00238655 0.00288603 0.00830013
42795 0.00306125 0.00227502 0.00275327 0.00808954
42800 0.0030691 0.00214496 0.00264326 0.00785733
42805 0.00304638 0.00200499 0.00256013 0.0076115
42810 0.00299165 0.00186544 0.00250442 0.00736151
42815 0.00290697 0.00173711 0.0024732 0.00711728
42820 0.00279763 0.00163005 0.00246044 0.00688812
42825 0.00267146 0.00155231 0.00245777 0.00668155
42830 0.00253801 0.00150903 0.00245561 0.00650264
42835 0.00240776 0.00150171 0.00244413 0.00635361
42840 0.00229118 0.00152804 0.00241485 0.00623408
42845 0.00219741 0.00158181 0.00236248 0.00614171
42850 0.00213284 0.00165342 0.00228656 0.00607282
42855 0.0021009 0.00173216 0.00219041 0.00602347
42860 0.002102 0.0018085 0.00208029 0.00599079
42865 0.00213379 0.00187579 0.00196482 0.00597439
42870 0.00219139 0.00193069 0.00185383 0.00597591
42875 0.00226854 0.00197307 0.00175635 0.00599795
42880 0.00235846 0.00200509 0.00167921 0.00604277
42885 0.0024545 0.00203045 0.00162646 0.00611141
42890 0.0025504 0.00205362 0.00159877 0.00620279
42895 0.00264048 0.00207849 0.0015932 0.00631217
42900 0.00271989 0.00210653 0.00160418 0.0064306
42905 0.00278524 0.0021374 0.00162511 0.00654775
42910 0.00283469 0.00216883 0.00165018 0.0066537
42915 0.00286743 0.00219713 0.00167551 0.00674006
42920 0.00288279 0.00221841 0.00169986 0.00680106
42925 0.00287969 0.00222904 0.00172474 0.00683347
42930 0.00285762 0.00222593 0.00175418 0.00683774
42935 0.00281638 0.00220783 0.00179365 0.00681786
42940 0.00275632 0.00217587 0.00184857 0.00678077
42945 0.00267942 0.00213366 0.00192289 0.00673597
42950 0.00258918 0.00208697 0.00201801 0.00669417
42955 0.00249046 0.0020427 0.0021322 0.00666536
42960 0.00238863 0.00200805 0.00225979 0.00665647
42965 0.00228948 0.00198981 0.00239206 0.00667135
42970 0.00219879 0.00199329 0.00251913 0.0067112
42975 0.00212196 0.0020215 0.0026312 0.00677467
42980 0.00206388 0.002075 0.00271984 0.00685872
42985 0.0020277 0.00215181 0.00277925 0.00695877
42990 0.00201447 0.00224747 0.00280713 0.00706908
42995 0.00202241 0.00235544 0.00280489 0.00718274
43000 0.00204715 0.00246811 0.00277648 0.00729174
43005 0.00208229 0.00257739 0.00272756 0.00738725
43010 0.00212105 0.00267576 0.00266516 0.00746197
43015 0.00215805 0.00275734 0.00259666 0.00751205
43020 0.00218924 0.00281824 0.00252965 0.00753713
43025 0.00221206 0.00285659 0.00247129 0.00753994
43030 0.00222603 0.00287203 0.00242728 0.00752534
43035 0.00223298 0.00286577 0.00240096 0.00749971
43040 0.0022363 0.00284067 0.00239335 0.00747032
43045 0.0022403 0.00280002 0.00240372 0.00744404
43050 0.00224905 0.00274677 0.00243006 0.00742588
43055 0.0022659 0.0026835 0.00246969 0.0074191
43060 0.00229306 0.00261241 0.00251985 0.00742532
43065 0.00233124 0.0025355 0.002578 0.00744473
43070 0.00237958 0.00245471 0.0026419 0.00747619
43075 0.00243555 0.00237191 0.00270943 0.00751688
43080 0.00249512 0.00228926 0.00277818 0.00756255
43085 0.00255325 0.00220969 0.0028452 0.00760814
43090 0.0026048 0.00213623 0.00290702 0.00764804
43095 0.00264532 0.00207207 0.00295996 0.00767736
43100 0.00267143 0.0020209 0.0030008 0.00769313
43105 0.00268114 0.00198681 0.00302703 0.00769498
43110 0.00267422 0.00197396 0.0030366 0.00768478
43115 0.002653 0.00198561 0.00302842 0.00766702
43120 0.00262216 0.00202348 0.00300279 0.00764844
43125 0.00258855 0.00208696 0.00296144 0.00763696
43130 0.00256046 0.00217292 0.00290841 0.00764179
43135 0.00254641 0.00227586 0.0028497 0.00767196
43140 0.00255383 0.00238831 0.00279261 0.00773474
43145 0.00258779 0.00250056 0.00274424 0.00783258
43150 0.00265099 0.00260304 0.00270947 0.0079635
43155 0.00274236 0.0026882 0.00269057 0.00812113
43160 0.00285621 0.00275036 0.00268726 0.00829383
43165 0.00298267 0.0027856 0.00269762 0.00846589
43170 0.00310905 0.00279243 0.00271881 0.00862029
43175 0.00322122 0.00277222 0.00274854 0.00874198
43180 0.00330549 0.00272909 0.00278413 0.00881871
43185 0.00335081 0.00266946 0.00282204 0.00884232
43190 0.00335149 0.00260112 0.00285827 0.00881088
43195 0.00330805 0.00253246 0.00288898 0.00872949
43200 0.00322774 0.0024708 0.00291137 0.0086099
43205 0.0031235 0.00242083 0.0029239 0.00846823
43210 0.0030123 0.00238434 0.00292609 0.00832273
43215 0.00291233 0.00235983 0.00291783 0.00818999
43220 0.00283975 0.0023427 0.00289887 0.00808132
43225 0.00280617 0.00232579 0.00286954 0.0080015
43230 0.00281708 0.00230082 0.00283112 0.00794902
43235 0.00287091 0.00226001 0.00278608 0.007917
43240 0.00295886 0.00219746 0.00273804 0.00789437
43245 0.00306638 0.00211035 0.00269099 0.00786772
43250 0.00317654 0.00199963 0.00264905 0.00782521
43255 0.00327293 0.00187035 0.00261614 0.00775942
43260 0.00334215 0.00173133 0.0025957 0.00766917
43265 0.00337597 0.00159366 0.00259061 0.00756024
43270 0.00337237 0.00146889 0.00260257 0.00744383
43275 0.00333497 0.0013673 0.00263104 0.0073333
43280 0.00327224 0.0012972 0.0026729 0.00724233
43285 0.00319514 0.00126406 0.00272279 0.00718199
43290 0.00311431 0.00126954 0.00277377 0.00715762
43295 0.00303761 0.00131113 0.00281834 0.00716708
43300 0.00296985 0.00138239 0.00284979 0.00720204
43305 0.00291187 0.00147383 0.00286357 0.00724927
43310 0.00286107 0.00157406 0.00285747 0.0072926
43315 0.00281338 0.00167182 0.00283108 0.00731628
43320 0.00276473 0.00175747 0.00278573 0.00730793
43325 0.00271254 0.00182458 0.00272366 0.00726079
43330 0.00265683 0.00187002 0.00264767 0.00717451
43335 0.00260067 0.00189376 0.00256094 0.00705536
43340 0.0025494 0.00189871 0.0024661 0.00691421
43345 0.00250853 0.00189009 0.00236532 0.00676393
43350 0.00248164 0.00187448 0.00226076 0.00661689
43355 0.00246965 0.00185875 0.00215518 0.00648358
43360 0.0024709 0.0018491 0.00205134 0.00637134
43365 0.00248102 0.00184998 0.00195182 0.00628283
43370 0.00249367 0.00186364 0.00185918 0.0062165
43375 0.00250145 0.00188961 0.00177594 0.006167
43380 0.00249737 0.00192482 0.00170487 0.00612706
43385 0.00247608 0.0019647 0.00164909 0.00608988
43390 0.00243519 0.00200407 0.00161156 0.00605082
43395 0.00237622 0.00203802 0.00159455 0.00600879
43400 0.00230428 0.00206248 0.00159907 0.00596583
43405 0.00222645 0.0020749 0.0016247 0.00592604
43410 0.00215073 0.00207473 0.00166915 0.00589461
43415 0.00208552 0.00206316 0.00172819 0.00587687
43420 0.00203793 0.00204266 0.00179691 0.0058775
43425 0.00201229 0.00201614 0.00187038 0.00589881
43430 0.00200931 0.00198616 0.00194402 0.00593949
43435 0.00202589 0.00195455 0.00201402 0.00599446
43440 0.00205565 0.00192234 0.00207733 0.00605533
43445 0.00208987 0.00189004 0.00213125 0.00611116
43450 0.00211923 0.0018575 0.00217337 0.0061501
43455 0.00213608 0.00182418 0.00220248 0.00616274
43460 0.00213557 0.00179007 0.00221891 0.00614455
43465 0.00211649 0.00175566 0.00222486 0.00609702
43470 0.0020813 0.00172249 0.00222362 0.0060274
43475 0.00203513 0.00169307 0.00221893 0.00594713
43480 0.00198458 0.00167072 0.00221539 0.00587069
43485 0.00193713 0.00165865 0.00221837 0.00581414
43490 0.00190006 0.00165897 0.00223205 0.00579108
43495 0.00187835 0.00167228 0.00225828 0.0058089
43500 0.00187432 0.00169734 0.002297 0.00586867
43505 0.0018879 0.00173155 0.00234604 0.00596549
43510 0.00191715 0.00177177 0.00240138 0.0060903
43515 0.00195905 0.00181449 0.00245841 0.00623195
43520 0.00201003 0.00185649 0.00251258 0.0063791
43525 0.00206648 0.00189525 0.00255937 0.00652111
43530 0.00212516 0.00192941 0.00259469 0.00664926
43535 0.00218302 0.00195928 0.00261582 0.00675813
43540 0.00223752 0.00198646 0.00262184 0.00684582
43545 0.00228691 0.00201382 0.00261342 0.00691415
43550 0.00233071 0.00204564 0.00259168 0.00696803
43555 0.00236952 0.00208666 0.00255876 0.00701494
43560 0.00240479 0.00214076 0.00251811 0.00706366
43565 0.00243798 0.00220955 0.00247377 0.00712129
43570 0.00247024 0.00229155 0.00243014 0.00719193
