# Time-averaged data for fix f7
# TimeStep c_allmsd[1] c_allmsd[2] c_allmsd[3] c_allmsd[4]
41605 0.00341946 0.00365368 0.00319063 0.0102638
41610 0.00342703 0.00361586 0.00321038 0.0102533
41615 0.00342144 0.00358157 0.00322908 0.0102321
41620 0.0034037 0.00355291 0.00324814 0.0102048
41625 0.00337625 0.00353103 0.00326861 0.0101759
41630 0.0033426 0.00351588 0.00329067 0.0101492
41635 0.00330671 0.00350618 0.00331371 0.0101266
41640 0.00327223 0.00349986 0.00333637 0.0101085
41645 0.00324196 0.00349477 0.00335656 0.0100933
41650 0.00321738 0.00348926 0.00337197 0.0100786
41655 0.00319864 0.00348274 0.00338072 0.0100621
41660 0.00318457 0.00347591 0.00338187 0.0100424
41665 0.00317316 0.00347051 0.00337588 0.0100195
41670 0.00316201 0.00346878 0.00336445 0.00999524
41675 0.00314847 0.00347299 0.00335031 0.00997178
41680 0.0031302 0.00348493 0.00333683 0.00995197
41685 0.00310566 0.00350558 0.00332737 0.00993861
41690 0.00307398 0.0035346 0.00332444 0.00993302
41695 0.00303547 0.00357016 0.00332918 0.00993481
41700 0.00299178 0.00360927 0.00334102 0.00994208
41705 0.0029457 0.00364816 0.00335778 0.00995164
41710 0.00290064 0.00368305 0.00337581 0.0099595
41715 0.00286035 0.00371056 0.00339093 0.00996184
41720 0.00282847 0.00372813 0.00339912 0.00995573
41725 0.00280796 0.00373436 0.00339736 0.00993968
41730 0.00280083 0.00372926 0.00338422 0.00991431
41735 0.00280802 0.00371434 0.00336036 0.00988272
41740 0.00282925 0.00369226 0.00332851 0.00985003
41745 0.00286312 0.0036665 0.00329298 0.0098226
41750 0.00290714 0.00364083 0.00325893 0.00980691
41755 0.00295784 0.00361886 0.00323159 0.00980829
41760 0.00301106 0.00360354 0.00321505 0.00982965
41765 0.00306229 0.00359686 0.00321162 0.00987077
41770 0.00310704 0.00359967 0.00322142 0.00992812
41775 0.00314129 0.00361164 0.00324235 0.00999529
41780 0.00316194 0.00363145 0.0032706 0.010064
41785 0.00316719 0.00365699 0.00330143 0.0101256
41790 0.00315692 0.00368587 0.00332997 0.0101728
41795 0.00313286 0.00371587 0.00335187 0.0102006
41800 0.00309848 0.00374493 0.00336427 0.0102077
41805 0.00305857 0.00377147 0.00336613 0.0101962
41810 0.00301849 0.00379433 0.00335818 0.010171
41815 0.00298334 0.00381266 0.00334255 0.0101386
41820 0.00295711 0.00382563 0.00332211 0.0101049
41825 0.00294215 0.00383215 0.0032997 0.010074
41830 0.00293891 0.00383097 0.00327744 0.0100473
41835 0.00294604 0.0038209 0.00325633 0.0100233
41840 0.00296081 0.00380117 0.00323617 0.00999815
41845 0.00297973 0.00377194 0.00321599 0.00996767
41850 0.00299935 0.00373464 0.00319449 0.00992849
41855 0.00301687 0.00369208 0.0031704 0.00987936
41860 0.00303053 0.00364802 0.00314296 0.00982151
41865 0.00303963 0.00360672 0.00311221 0.00975855
41870 0.00304459 0.00357224 0.00307877 0.0096956
41875 0.00304664 0.00354775 0.00304383 0.00963821
41880 0.00304744 0.00353491 0.00300887 0.00959123
41885 0.00304885 0.00353365 0.00297542 0.00955792
41890 0.00305256 0.00354221 0.00294473 0.0095395
41895 0.00305974 0.00355749 0.00291746 0.00953469
41900 0.00307104 0.00357553 0.00289364 0.00954021
41905 0.00308634 0.00359227 0.0028728 0.00955141
41910 0.00310461 0.00360419 0.00285411 0.00956291
41915 0.00312401 0.00360881 0.00283663 0.00956944
41920 0.00314211 0.00360502 0.00281946 0.0095666
41925 0.00315619 0.00359309 0.00280212 0.0095514
41930 0.00316382 0.00357404 0.00278481 0.00952267
41935 0.00316329 0.00354955 0.00276832 0.00948115
41940 0.00315388 0.00352172 0.00275384 0.00942944
41945 0.0031359 0.0034924 0.00274303 0.00937133
41950 0.00311069 0.00346293 0.00273758 0.00931121
41955 0.0030805 0.00343403 0.00273887 0.0092534
41960 0.00304799 0.00340577 0.00274768 0.00920144
41965 0.00301591 0.00337794 0.00276407 0.00915792
41970 0.00298673 0.00335027 0.00278735 0.00912435
41975 0.00296215 0.00332273 0.00281606 0.00910094
41980 0.00294311 0.00329576 0.00284814 0.00908702
41985 0.00292981 0.0032703 0.00288146 0.00908158
41990 0.00292172 0.00324771 0.00291424 0.00908367
41995 0.00291768 0.00322953 0.00294531 0.00909252
42000 0.00291605 0.00321721 0.00297419 0.00910745
42005 0.00291517 0.00321194 0.0030009 0.00912801
42010 0.00291374 0.00321432 0.00302591 0.00915397
42015 0.00291106 0.00322425 0.00304989 0.0091852
42020 0.00290725 0.00324109 0.00307345 0.00922179
42025 0.00290324 0.00326389 0.0030969 0.00926402
42030 0.00290064 0.0032914 0.00312012 0.00931216
42035 0.00290144 0.00332223 0.00314265 0.00936632
42040 0.00290766 0.00335475 0.00316369 0.00942609
42045 0.002921 0.00338715 0.00318232 0.00949047
42050 0.00294231 0.00341759 0.00319792 0.00955782
42055 0.002971 0.00344426 0.00321032 0.00962558
42060 0.00300513 0.00346554 0.00322001 0.00969068
42065 0.00304164 0.00348 0.00322814 0.00974978
42070 0.00307684 0.00348651 0.00323642 0.00979977
42075 0.00310715 0.00348408 0.00324695 0.00983817
42080 0.00312981 0.00347171 0.00326186 0.00986339
42085 0.00314336 0.00344862 0.00328293 0.00987491
42090 0.00314763 0.00341436 0.00331117 0.00987316
42095 0.00314375 0.003369 0.0033465 0.00985924
42100 0.00313382 0.00331317 0.00338759 0.00983458
42105 0.00312066 0.00324826 0.00343203 0.00980095
42110 0.00310742 0.00317669 0.00347674 0.00976085
42115 0.00309726 0.00310189 0.00351848 0.00971764
42120 0.00309287 0.00302818 0.00355449 0.00967553
42125 0.00309618 0.00296045 0.00358267 0.00963931
42130 0.00310847 0.00290372 0.00360188 0.00961407
42135 0.00313008 0.00286252 0.00361201 0.00960462
42140 0.0031604 0.00284022 0.00361395 0.00961457
42145 0.00319803 0.00283864 0.00360913 0.0096458
42150 0.00324096 0.00285803 0.00359945 0.00969845
42155 0.00328685 0.00289717 0.0035871 0.00977112
42160 0.00333342 0.00295374 0.00357418 0.00986134
42165 0.00337894 0.00302481 0.00356251 0.00996625
42170 0.00342247 0.00310716 0.00355348 0.0100831
42175 0.00346375 0.00319743 0.00354806 0.0102092
42180 0.0035031 0.00329206 0.00354693 0.0103421
42185 0.00354134 0.0033871 0.00355058 0.010479
42190 0.0035794 0.00347816 0.00355913 0.0106167
42195 0.0036179 0.0035606 0.00357233 0.0107508
42200 0.00365725 0.00362967 0.00358963 0.0108765
42205 0.00369767 0.00368113 0.00361016 0.010989
42210 0.00373913 0.00371204 0.0036329 0.0110841
42215 0.00378133 0.00372146 0.00365667 0.0111595
42220 0.00382369 0.00371098 0.00368008 0.0112147
42225 0.00386556 0.00368486 0.00370165 0.0112521
42230 0.0039063 0.00364968 0.00371995 0.0112759
42235 0.0039452 0.00361341 0.0037338 0.0112924
42240 0.00398141 0.00358418 0.00374253 0.0113081
42245 0.00401394 0.00356894 0.00374603 0.0113289
42250 0.00404146 0.00357222 0.00374468 0.0113584
42255 0.00406222 0.0035954 0.00373918 0.0113968
42260 0.00407416 0.00363648 0.00373047 0.0114411
42265 0.00407513 0.00369026 0.00371938 0.0114848
42270 0.00406354 0.00374898 0.00370636 0.0115189
42275 0.00403878 0.00380376 0.00369146 0.011534
42280 0.00400136 0.00384593 0.00367459 0.0115219
42285 0.00395296 0.00386843 0.00365582 0.0114772
42290 0.00389646 0.00386687 0.00363563 0.011399
42295 0.00383565 0.00384002 0.00361499 0.0112907
42300 0.00377473 0.00378987 0.00359529 0.0111599
42305 0.00371751 0.00372114 0.00357805 0.0110167
42310 0.00366687 0.00364054 0.00356445 0.0108719
42315 0.00362433 0.00355571 0.00355508 0.0107351
42320 0.00358982 0.00347436 0.00354989 0.0106141
42325 0.00356172 0.00340324 0.00354818 0.0105131
42330 0.00353717 0.00334752 0.00354878 0.0104335
42335 0.00351266 0.00331037 0.0035503 0.0103733
42340 0.00348468 0.0032929 0.00355136 0.0103289
42345 0.00345035 0.00329442 0.00355081 0.0102956
42350 0.00340805 0.00331287 0.0035477 0.0102686
42355 0.00335762 0.00334539 0.00354133 0.0102443
42360 0.00330044 0.0033889 0.00353131 0.0102207
42365 0.0032392 0.00344048 0.00351763 0.0101973
42370 0.00317738 0.00349749 0.0035007 0.0101756
42375 0.00311859 0.00355774 0.00348113 0.0101575
42380 0.00306594 0.00361941 0.00345945 0.0101448
42385 0.00302143 0.00368093 0.00343601 0.0101384
42390 0.0029857 0.00374084 0.00341089 0.0101374
42395 0.00295798 0.00379787 0.00338377 0.0101396
42400 0.00293643 0.00385107 0.00335397 0.0101415
42405 0.00291852 0.00389992 0.00332089 0.0101393
42410 0.00290181 0.00394445 0.00328426 0.0101305
42415 0.00288461 0.00398518 0.00324448 0.0101143
42420 0.00286616 0.00402311 0.00320274 0.010092
42425 0.0028468 0.00405937 0.00316086 0.010067
42430 0.00282777 0.00409471 0.0031212 0.0100437
42435 0.00281057 0.00412925 0.00308594 0.0100258
42440 0.00279657 0.00416233 0.00305667 0.0100156
42445 0.00278679 0.00419235 0.00303428 0.0100134
42450 0.00278178 0.00421703 0.00301878 0.0100176
42455 0.00278162 0.0042338 0.00300942 0.0100248
42460 0.00278623 0.00423998 0.00300509 0.0100313
42465 0.00279523 0.00423336 0.00300458 0.0100332
42470 0.00280793 0.00421266 0.00300685 0.0100274
42475 0.00282325 0.00417775 0.00301125 0.0100123
42480 0.00283991 0.00412971 0.00301751 0.00998713
42485 0.00285638 0.00407068 0.00302556 0.00995262
42490 0.00287072 0.00400365 0.00303535 0.00990973
42495 0.00288073 0.00393212 0.0030466 0.00985945
42500 0.00288397 0.00385963 0.00305861 0.00980222
42505 0.00287819 0.00378938 0.0030702 0.00973777
42510 0.00286162 0.00372384 0.00308005 0.0096655
42515 0.00283352 0.00366473 0.00308706 0.00958532
42520 0.00279466 0.00361294 0.0030907 0.00949831
42525 0.00274736 0.00356865 0.0030911 0.00940711
42530 0.00269536 0.0035314 0.00308916 0.00931592
42535 0.00264346 0.00350006 0.00308651 0.00923003
42540 0.00259682 0.00347332 0.00308526 0.00915541
42545 0.00256017 0.00345002 0.00308775 0.00909794
42550 0.00253717 0.00342937 0.00309618 0.00906272
42555 0.00252992 0.00341126 0.00311234 0.00905352
42560 0.0025387 0.00339621 0.00313727 0.00907218
42565 0.00256217 0.00338524 0.00317096 0.00911837
42570 0.00259768 0.00337952 0.00321225 0.00918945
42575 0.00264172 0.00338012 0.00325883 0.00928067
42580 0.00269042 0.00338763 0.0033074 0.00938545
42585 0.00274012 0.00340213 0.00335371 0.00949596
42590 0.0027879 0.00342315 0.00339305 0.0096041
42595 0.00283191 0.0034497 0.00342116 0.00970278
42600 0.00287173 0.00347989 0.00343519 0.00978681
42605 0.00290817 0.00351123 0.00343439 0.00985379
42610 0.00294316 0.00354133 0.00342038 0.00990487
42615 0.00297935 0.00356815 0.00339711 0.00994461
42620 0.00301963 0.00359032 0.00337033 0.00998028
42625 0.00306655 0.00360742 0.00334662 0.0100206
42630 0.00312186 0.00361986 0.00333266 0.0100744
42635 0.00318622 0.00362863 0.00333402 0.0101489
42640 0.00325912 0.00363489 0.00335416 0.0102482
42645 0.00333884 0.00363966 0.00339379 0.0103723
42650 0.0034225 0.00364354 0.00345059 0.0105166
42655 0.00350649 0.00364667 0.00351958 0.0106727
42660 0.00358711 0.00364877 0.00359381 0.0108297
42665 0.00366107 0.00364947 0.00366569 0.0109762
42670 0.00372574 0.00364862 0.00372806 0.0111024
42675 0.00377935 0.00364653 0.00377525 0.0112011
42680 0.00382101 0.00364385 0.00380386 0.0112687
42685 0.00385063 0.00364138 0.00381298 0.011305
42690 0.00386853 0.00363998 0.00380379 0.0113123
42695 0.00387528 0.00364 0.00377935 0.0112946
42700 0.00387155 0.00364077 0.00374403 0.0112564
42705 0.00385795 0.00364068 0.0037024 0.011201
42710 0.00383502 0.0036375 0.00365849 0.011131
42715 0.00380338 0.00362885 0.00361545 0.0110477
42720 0.00376382 0.00361268 0.00357531 0.0109518
42725 0.00371752 0.00358776 0.00353903 0.0108443
42730 0.00366616 0.00355417 0.00350664 0.010727
42735 0.00361207 0.00351328 0.00347741 0.0106028
42740 0.00355802 0.00346743 0.00345007 0.0104755
42745 0.00350692 0.00341926 0.00342295 0.0103491
42750 0.00346136 0.00337116 0.00339433 0.0102269
42755 0.00342292 0.00332473 0.00336275 0.0101104
42760 0.003392 0.00328037 0.00332723 0.0099996
42765 0.00336764 0.00323746 0.00328722 0.00989232
42770 0.00334747 0.00319478 0.0032425 0.00978474
42775 0.00332817 0.00315063 0.00319346 0.00967227
42780 0.00330601 0.00310323 0.00314103 0.00955027
42785 0.00327741 0.00305109 0.0030865 0.009415
42790 0.00323956 0.0029934 0.0030314 0.00926436
42795 0.00319076 0.00293036 0.00297733 0.00909845
42800 0.0031308 0.00286336 0.00292601 0.00892017
42805 0.00306119 0.0027949 0.00287944 0.00873554
42810 0.002985 0.00272839 0.00283992 0.0085533
42815 0.00290632 0.00266777 0.00280984 0.00838393
42820 0.00282959 0.00261716 0.00279137 0.00823812
42825 0.00275887 0.00258029 0.00278598 0.00812514
42830 0.00269723 0.00256008 0.00279414 0.00805145
42835 0.00264645 0.00255824 0.00281494 0.00801963
42840 0.00260697 0.00257493 0.0028462 0.0080281
42845 0.0025781 0.0026087 0.00288482 0.00807162
42850 0.00255833 0.00265664 0.00292739 0.00814236
42855 0.00254606 0.00271505 0.00297052 0.00823164
42860 0.0025402 0.00278026 0.00301134 0.00833179
42865 0.00254055 0.00284929 0.00304794 0.00843779
42870 0.00254788 0.00292025 0.00307966 0.00854779
42875 0.00256378 0.00299233 0.00310686 0.00866297
42880 0.00259021 0.0030656 0.00313067 0.00878648
42885 0.00262884 0.00314071 0.00315273 0.00892228
42890 0.00268048 0.00321852 0.00317478 0.00907378
42895 0.00274455 0.00329972 0.00319828 0.00924255
42900 0.00281897 0.00338439 0.00322426 0.00942762
42905 0.00290039 0.00347203 0.0032534 0.00962582
42910 0.00298457 0.00356159 0.00328608 0.00983224
42915 0.00306687 0.00365144 0.00332241 0.0100407
42920 0.00314268 0.00373965 0.0033622 0.0102445
42925 0.00320796 0.00382398 0.00340492 0.0104369
42930 0.00325991 0.00390195 0.00344974 0.0106116
42935 0.00329715 0.0039711 0.0034956 0.0107639
42940 0.00331983 0.00402929 0.00354136 0.0108905
42945 0.00332968 0.0040748 0.00358601 0.0109905
42950 0.00332955 0.00410647 0.00362894 0.011065
42955 0.00332295 0.00412368 0.00367004 0.0111167
42960 0.00331336 0.00412629 0.00370961 0.0111493
42965 0.00330378 0.00411469 0.0037484 0.0111669
42970 0.00329634 0.00408968 0.00378761 0.0111736
42975 0.00329214 0.00405249 0.00382865 0.0111733
42980 0.0032913 0.00400489 0.00387279 0.011169
42985 0.00329296 0.00394924 0.0039209 0.0111631
42990 0.00329561 0.00388852 0.00397314 0.0111573
42995 0.00329746 0.00382634 0.00402878 0.0111526
43000 0.0032969 0.00376693 0.00408607 0.0111499
43005 0.00329293 0.00371481 0.0041423 0.01115
43010 0.00328558 0.00367446 0.00419432 0.0111544
43015 0.00327612 0.0036499 0.0042389 0.0111649
43020 0.00326672 0.00364412 0.00427343 0.0111843
43025 0.00325997 0.00365854 0.0042963 0.0112148
43030 0.00325852 0.00369267 0.00430719 0.0112584
43035 0.00326468 0.00374417 0.00430716 0.011316
43040 0.00327998 0.00380928 0.00429867 0.0113879
43045 0.00330497 0.00388319 0.00428551 0.0114737
43050 0.00333898 0.00396069 0.00427231 0.011572
43055 0.00338024 0.00403692 0.00426392 0.0116811
43060 0.00342607 0.00410791 0.00426462 0.0117986
43065 0.00347317 0.00417097 0.0042773 0.0119214
43070 0.00351793 0.00422473 0.00430276 0.0120454
43075 0.00355682 0.00426885 0.00433935 0.012165
43080 0.00358674 0.00430382 0.00438306 0.0122736
43085 0.00360545 0.00433062 0.00442798 0.012364
43090 0.00361186 0.00435029 0.0044673 0.0124295
43095 0.00360634 0.00436378 0.00449447 0.0124646
43100 0.0035906 0.00437198 0.00450429 0.0124669
43105 0.00356752 0.00437581 0.00449376 0.0124371
43110 0.00354088 0.00437628 0.00446239 0.0123796
43115 0.00351504 0.00437448 0.00441214 0.0123017
43120 0.00349449 0.00437146 0.00434701 0.012213
43125 0.00348345 0.00436809 0.00427226 0.0121238
43130 0.00348538 0.0043649 0.00419368 0.012044
43135 0.00350263 0.00436202 0.00411668 0.0119813
43140 0.00353605 0.00435906 0.00404553 0.0119406
43145 0.00358474 0.00435509 0.00398274 0.0119226
43150 0.00364626 0.00434901 0.00392876 0.011924
43155 0.00371655 0.00434008 0.00388225 0.0119389
43160 0.00379016 0.00432796 0.0038407 0.0119588
43165 0.00386079 0.00431275 0.00380137 0.0119749
43170 0.00392201 0.00429527 0.00376211 0.0119794
43175 0.00396796 0.00427704 0.0037222 0.0119672
43180 0.00399399 0.00426026 0.00368235 0.0119366
43185 0.0039973 0.00424739 0.00364438 0.0118891
43190 0.0039774 0.00424068 0.00361087 0.0118289
43195 0.00393615 0.00424164 0.00358449 0.0117623
43200 0.00387753 0.00425042 0.00356752 0.0116955
43205 0.00380702 0.00426539 0.0035612 0.0116336
43210 0.00373079 0.00428314 0.00356543 0.0115794
43215 0.00365474 0.00429877 0.00357858 0.0115321
43220 0.00358357 0.00430649 0.00359767 0.0114877
43225 0.00352013 0.00430044 0.003619 0.0114396
43230 0.00346526 0.00427569 0.0036389 0.0113799
43235 0.00341785 0.00422909 0.00365427 0.0113012
43240 0.00337519 0.00415989 0.00366304 0.0111981
43245 0.00333364 0.00406997 0.00366422 0.0110678
43250 0.00328968 0.00396364 0.00365789 0.0109112
43255 0.00324077 0.00384723 0.00364497 0.010733
43260 0.00318591 0.0037283 0.0036269 0.0105411
43265 0.00312596 0.00361458 0.00360538 0.0103459
43270 0.00306356 0.00351282 0.00358189 0.0101583
43275 0.00300255 0.00342778 0.00355729 0.00998762
43280 0.00294732 0.00336168 0.00353156 0.00984056
43285 0.00290191 0.00331401 0.00350382 0.00971975
43290 0.00286908 0.00328171 0.00347247 0.00962326
43295 0.00284962 0.00325988 0.0034354 0.00954491
43300 0.00284246 0.00324286 0.00339076 0.00947608
43305 0.0028447 0.00322536 0.00333748 0.00940753
43310 0.00285214 0.00320353 0.00327554 0.00933122
43315 0.00286013 0.00317575 0.0032059 0.00924178
43320 0.0028643 0.00314276 0.00313042 0.00913748
43325 0.00286127 0.00310741 0.00305156 0.00902024
43330 0.00284923 0.00307379 0.00297208 0.00889509
43335 0.00282811 0.0030462 0.00289478 0.00876909
43340 0.00279951 0.00302826 0.00282218 0.00864994
43345 0.002766 0.00302218 0.00275639 0.00854457
43350 0.00273048 0.00302833 0.0026992 0.00845801
43355 0.00269554 0.00304515 0.00265218 0.00839287
43360 0.00266315 0.0030695 0.00261656 0.00834922
43365 0.00263427 0.00309718 0.00259322 0.00832468
43370 0.00260891 0.00312361 0.00258267 0.00831519
43375 0.00258624 0.0031445 0.00258502 0.00831576
43380 0.0025651 0.00315636 0.00259989 0.00832135
43385 0.00254443 0.00315703 0.00262629 0.00832774
43390 0.00252376 0.00314581 0.00266252 0.00833209
43395 0.0025037 0.00312346 0.00270611 0.00833327
43400 0.00248597 0.00309188 0.00275394 0.00833179
43405 0.0024731 0.00305384 0.00280263 0.00832956
43410 0.00246806 0.00301258 0.00284872 0.00832935
43415 0.00247388 0.0029714 0.00288919 0.00833448
43420 0.00249303 0.0029333 0.00292215 0.00834848
43425 0.00252675 0.00290062 0.00294708 0.00837446
43430 0.00257456 0.00287499 0.00296493 0.00841448
43435 0.00263419 0.00285736 0.00297779 0.00846933
43440 0.00270163 0.00284822 0.0029885 0.00853835
43445 0.00277171 0.00284787 0.00299992 0.00861951
43450 0.00283879 0.00285642 0.0030144 0.00870961
43455 0.00289768 0.00287382 0.00303341 0.00880491
43460 0.00294434 0.00289982 0.00305739 0.00890155
43465 0.00297632 0.00293373 0.00308567 0.00899572
43470 0.00299294 0.00297429 0.00311654 0.00908377
43475 0.0029951 0.00301953 0.00314754 0.00916217
43480 0.00298485 0.00306686 0.00317612 0.00922784
43485 0.00296516 0.00311318 0.00320023 0.00927858
43490 0.00293945 0.00315513 0.00321852 0.00931311
43495 0.00291101 0.0031896 0.00323046 0.00933108
43500 0.00288276 0.00321416 0.00323658 0.00933349
43505 0.00285707 0.00322755 0.00323827 0.00932289
43510 0.00283568 0.00323002 0.00323751 0.00930321
43515 0.00281957 0.00322332 0.00323651 0.00927939
43520 0.00280887 0.00321046 0.00323725 0.00925658
43525 0.00280284 0.00319542 0.00324091 0.00923917
43530 0.00279999 0.00318261 0.00324759 0.0092302
43535 0.0027983 0.0031765 0.00325645 0.00923124
43540 0.00279556 0.00318099 0.00326596 0.0092425
43545 0.00278993 0.00319914 0.00327428 0.00926335
43550 0.00278039 0.00323299 0.00327954 0.00929292
43555 0.00276692 0.00328339 0.00328045 0.00933076
43560 0.00275064 0.00334989 0.00327673 0.00937726
43565 0.00273347 0.00343075 0.00326918 0.0094334
43570 0.00271789 0.00352312 0.00325957 0.00950057
43575 0.00270664 0.00362332 0.00325036 0.00958032
